week_end,published_utc,source,title,link,query,relevance_match,exclusion_rule,cites_later_date,status,query_rank,feed_pos
2022-03-04,2022-03-04T08:00:00Z,Hindustan Times,Skyrocketing steel prices put Punjab industry in tight spot | Hindustan Times,https://news.google.com/rss/articles/CBMizwFBVV95cUxPWktIVllrWG9Wd1ZralI2VDIySmQ5SUhtRkxFX1kyWW9fSWZxNnJaVy1mTXdpbjFJQVNuZUp0Q0Ffc2JTZ1dlS2NFR0V6eDYtSG5CX3FsaU9IajBwSlpHbzNyNWloTllwT3ZBZEZvcnpmdktRcW5Cai11ODVvZjdMamlOOGVMazNfTzhKZThPaUt5WWhpdzFmZU5oUkxLNUtKUTdQMU9aOXZFQnNETUI2eEdJZlpIUS1oeC1hLVVYZ2pzVXFFdEZ4TTRXZ1ZwVmvSAdQBQVVfeXFMTXZvZWVnSERlWEFjV3oxa09WTVlIbEs1OFQwbmdqX052ZVE1NGpHZGFvRnNzdG1nczJYb3N4UkxVNDVnWUs4cGZQZWEtNDltM2c1blE2M3NnZDRjSFVuazNDTktvcGhvY21TTnhRNVBHdEZyYkZIZzh2RnlMN0JNeXc2TmNDb1pvUkhhc3RBclJ1X1E1clhpMXh6Skd6Vm9yeFdTM3otOEEtZVE0YU5LTWU4bGV3bktSX3NFeXdUcEZlWURSbHBpXy1mc25xSDAyWUxnZlc?oc=5,en-IN:steel prices India,steel,,False,duplicate,8,0
2022-03-04,2022-03-04T08:00:00Z,The Hindu,Steel prices jump as Russia-Ukraine conflict hits supply chains,https://news.google.com/rss/articles/CBMiwwFBVV95cUxOSFlRWFRWeTg0cEFrQlk5V2ZaMzVSb09SUFhKOTc5TmdVMTc1WWNKSFpKaXpnTU5KWlZudGFILVJyNTl2dzV2bVZMX3FwMUtkRzdJTlJ1WUZfZmZERVdtMGdQVUpBamdKUHRzdnRITklFZU1YT25NTzNyOTE1RC1nZFlJbml6VWZISkpUaEtzRU1NWmRPcS1GRHhUdkdPdWdzSVF2UmZxUmxhTE03bGxzZEdNa3g3XzN3ZTVvT3FuMVIxM3fSAcoBQVVfeXFMTU1hWDZBQjZQSVYwZ1VwRHZZQ3ZfS05DeXVKT0ZTY1FtVVd4QnNxUTM5YjY4RVlFNzN3TGFkd3F2d2pKaTM1a256SGZxdUc3bXVkU2lfTG4tdnRqcDY0Q0o1MzV4ZzZvNTIwMlRZLVdCdVVzUS02VXlsbjZRNjBwMnJTaU5YcXFmU1piNmttajJJbVR4SFNURnMxTDRLMlQzR2d5c1JLZjIxalpuV05HVGZleWlpU1BuVVFCb0k0MGpERHVxU2NRRmtTdw?oc=5,en-IN:steel prices India,steel,,False,duplicate,8,1
2022-03-04,2022-03-01T08:00:00Z,Moneycontrol.com,Man of steel: Here’s how TV Narendran turned Tata Steel around,https://news.google.com/rss/articles/CBMitwFBVV95cUxNTlFTVGxJM3E3NE40M3JLYTNLbUdRR3ZHWGI4QnJXUHJZZDd1THVYcDJpYndPblZEd2Q0d2czTEJkZHEySk5BQW41Z2VaRjM1ZUVKb0RJVER6T2NYNGc4LVEzejZ1TC1HNlptWTBiN0k5QVZhTGU5WDkxaEZBV1kzOUlycEhDMnk0Wk94alNSSUJrYnluNnBHZU1XMS1kRFRmYUVORGlhRXRPYVpRamhlek5SUXE5TknSAbwBQVVfeXFMTVlxbjV2VmFTNHNtaGxmeGI1dm1ITFBvY1BJUVJlSVBpNHRrcDE5bFBDS3hZNkxlRnNQZ0ZRRGZVdmhocVFzd0lKRzhKM1ZPRHU1SE9CR1VSSFdHNnkzYkdyb1ZEcnlqVUc5cFhaWGVudF9fOGZzZnVBZnVWOHpMN0JHN2J5NktITWo5bXBocUNmUWxfVVljUVVJU0NwSWF4THd4VnhVUnd2RWswSnFhT1NwQWpvWVUzUVBkYzA?oc=5,en-IN:steel prices India,steel,,False,duplicate,8,2
2022-03-04,2022-03-04T08:00:00Z,YourStory.com,The effect of Russia-Ukraine conflict on India's small businesses,https://news.google.com/rss/articles/CBMiiAFBVV95cUxOY2hiV3htVWs1bE40S1RCTThkYURRQVAwZ0dzVzQtLUctMl8wNGR4aXVmWHBkR1poZWtSbXh3dXMyWHkyN09wNG5zVk5ITDRDWUFFWm43ek1uMXFCbXkxdWtVWFQ2S05ZN0JvZmJXVEZZdmxJcm1BeVlwSU9tTEZVZTgwRkE5bHQt?oc=5,en-IN:steel prices India,,,False,irrelevant,8,3
2022-03-04,2022-03-05T08:00:00Z,Livemint,"Gold price logs best weekly gain since May 2021. Should you buy, hold or sell?",https://news.google.com/rss/articles/CBMi2wFBVV95cUxPSW9IWFVXOEN4dTBUZy1TbXcyclMxWXItZUpiRDNRbklSNTJUcTdueGZpXzNxdGtIUnRqakRheDg3Z2pZWnRRcFBGY2IwYV9WcVpHclJUaDRBdkgzbGNxU0loNmptTE9Pd0d2bUdJRGRGckZ4OEh4c3pRMElYejBvby1Yc242ODVLaDQ1UjRIWUFHTkI4N2JHTTdfcFdFQVN4b3gxMnJma05rcy1VWWFNY184UWs5c0xTT0o0U3h1UDhxWk9renJHTXlDUy10bk1XYy1DMHNVbTNfUjTSAeABQVVfeXFMT1pHZ1JhRE1zZld5MjY5c3czM284RmVnQjVYczhSR1Fqcmp5STJEazd6SDRaV0U3dlY3Um02Zk9XVzlobG9pRFVtVmh5YWdMMGlxSnlNUmY4WVdkWTdkMXRoR0RtM1RMSHFZNHpKV2N1NnhUeG10YkZfNEdqQTBGRDNlZFNnRk9MdnY0NDNhZ2l0SDFtMlpMRV9qaUVVTFRGbHFlRGhnN0tuRklqYS1USzA2a2ZkNTR6LU5pc0Rydy1lTUpDNXF2d3NtVnprMHpaN1I3SjdtLTR5cXBKUEhWODE?oc=5,en-IN:steel prices India,,,False,out_of_window,8,4
2022-03-04,2022-03-04T08:00:00Z,Reuters,India to raise fuel prices from next week amid concern over inflation,https://news.google.com/rss/articles/CBMirgFBVV95cUxNS1ZKbUlWMUp0UkxwSUlxU216MjAyTXZpWm1raDRaT0ZqMy1TaDk0bFhCWGI0RzBDWG1lM2VMZjVSb0RQNTZSa3Q5Q3ZiYmR3X2lKb1phOWpzQ3U2emtLemNiYUVlY0w3M2x5QlgteGRNNzFoV2t0UnotT19JR3hid0owRWZkaWl2S3lHb29Eb1lHaFhwal8zWW9ueWtheFBkT05fTDVOSkxKQ2ktaVE?oc=5,en-IN:steel prices India,,,False,irrelevant,8,5
2022-03-04,2022-03-04T08:00:00Z,India Today,"Russia-Ukraine crisis: Indian economy to face turbulence in days to come, say experts",https://news.google.com/rss/articles/CBMi8AFBVV95cUxNbUF1ak5HUjA1M1U4dUVZTjljOGJCNm40SGRUUHN1MU5MbWh6dWpDbDVHZ2ZGSkpuV1JreExvRktUaDRrWGNqR1pPWFBMNDFiWVloVTh1MDJrak43UjEycjRMaHJEQ0R6NzREQ1ZoYjF3SFhuZ1dfaWFEby14NXJoUmxScEJlS2FMVHgwdm1ReFVlMFhoQjB2dTJLeVlUby1ZSmRGQTduejhZYlR4UVVOQXBZOWhaYmRrYm9hWXNYOHBfRG5ndmMyc2FfRzltd1B1SjNreGYzdTJONUNDdThYb2Y3SmhEXzNYTW83SE9nRETSAfYBQVVfeXFMTlBBbERpSFFiZkIxSk55UHlveEZwUkE1RzU4ZjROaGlaRVh6QjhXems0S1NNSFp0eVJKRnhQVHJUVjctb1VaNmhlUEZFcks2ZFNaLTZ2UG9QdU5FMHl1Z0pkeXlKbFBsWnJGNEFJQS1QZHhvMUZqR0tfTlB6ODhCWFFJQkZHSi11dEljeVItWWFpRUNjVEFubVJHdW5haTJ1Z1MxUXhQcHVCQjlTU0V3T1NjaVJDYk1uRUVxT091cmxXcGVyTjJqSElaT2FqVG5Rc1VHV09jeElwdFJlTEZXbTlyNG1PWVJwR1JlQnNsQXVrbkdNbm1R?oc=5,en-IN:steel prices India,,,False,irrelevant,8,6
2022-03-04,2022-03-01T08:00:00Z,Construction World,Your search for 100-per-cent CSR TMT bars ends here!,https://news.google.com/rss/articles/CBMipAFBVV95cUxNLXRIY00teDZIcjlxSVdjc2VXbnJ6UVNXWVRrMHdjNGlvMDdudzhBdTV0TmdpdGVqMTM0RFU0TFdaOGxsRjN2cENZVUF5RUVkWGFFX1pleGNsRXhDMFFPZWcxSlgyMjNKNkZzNDF0MVpPOUlLeDdRZ1FDMXRVSmItWkRBWkpBNWRiWHFzdTkwT1JWQXJadzhxRFMwVDF1OTd4VW5KWA?oc=5,en-IN:steel prices India,,,False,irrelevant,8,7
2022-03-04,2022-03-02T08:00:00Z,Autocar India,2022 Maruti Suzuki Baleno review: More than meets the eye,https://news.google.com/rss/articles/CBMipwFBVV95cUxQbXRXT184ZTJ2VWwxSjBNbERxdGI3aF9ualY0MUt5bWhDQkNra0MyX3ZVNzVhY3BjclZMTm83d3d5WkhEdXNWQi1qNURwSm1kbXBIUllqdWp5UW1HMTlBUnNBWE8tM1lidmZqWDR5eEgzMU1xR014a2lLV2VqdmRucl9ZTmtGa0htR0Z4LWdMMWppUl9iVU9sMTVpYmRqUWhsZklkRTB1VdIBrAFBVV95cUxNNFJ5d2pjaTNyd0dfeXFCcklQM25qTG52TXEwSzBVTk5OTXUxUzZxemNqYmJsWlA5TkJJSGdGZ2hGX2NLWmI4UHY2QTFYNUZaM0J5UUtfSmp0U2ZZMFBBd3J0V2I2ZTl3SndPSTgyMVBfN3BCQVgyUGVMMnppc1dEYXhpdUlTcVRWRGFsZEU1d3pVM3J2NmxIU0ZJZ2ZHMVJRNTR6M0hySjVRV0NX?oc=5,en-IN:steel prices India,,,False,irrelevant,8,8
2022-03-04,2022-03-03T08:00:00Z,Business Standard,War Casualty: Russia-Ukraine crisis to dent India's auto sector,https://news.google.com/rss/articles/CBMi1gFBVV95cUxNVFN0ZERCaFB0LVktczFmOTBsOGRJSUFEQlptY1B1UjE5dzFudnlZYlRSRENVZm93S1VTWFFYcWNTdXVFbGFMUEdjS25JVzhUc0pQdTdPbVBmQm5pdXZJQ3FqY3E2WEM4OG1aV3pEcWRuaEItN2dsTjA0N09lWnZ0R0pTNTNDUVB3NTExYlVmdERPS1FNdHBkWlBvYXdLMTVIeV9wQ2pvbFRjSkhOcC1ERkpPd1JjbW5rZ3NEVlBZZ2JvTDh6dzVUczRSU21ndEFXRjQ1b1R30gHbAUFVX3lxTE5ld2o0cnA1MTFCcVFDejRhUngwWU1SWVVUeWZYZkNaWFZmcnB0LWltNG9GWW50dzA2X3N6VjlKV09zSzFzUV9Hbl8xQU5mMVRiUEFqSEw0RXVvRXhMSDFuOFZRMjNiWUZlRTBHekYyUW1iSndGaF9ZbThDM2NaekRHSjV1NFBoSk9JQkd4SlBvM2t5dkwxS2h3RHdCNVpzVFRfY09uZlQ2YXlFWkwwM3dLTWdydTM5OWVIY3ZMemhYdlF0czlIRzdZYlA0cU12OHE4U1c1Y3pncUdNWQ?oc=5,en-IN:steel prices India,,,False,irrelevant,8,9
2022-03-04,2022-02-26T08:00:00Z,India.com,Importance Of Black Sea In Global Markets | Explained,https://news.google.com/rss/articles/CBMilgFBVV95cUxQeDBWb0RsNmNiNWdTSXdmYXltVVp6cnFyak5UV1Y4eW5RNHB1WGt6enBjOTJFdWhPTXh3anpVMkdDSG5wNTZid0xkZW9qSXZ0MWFTeW9RSFhWc3U0Ung0OTUxeE9rVUNpeThmNlJJbXpUQzlQZVRDOW1Oei1DRlJnWHppQW44MmZzMUtvTGZxb1RmRks0dUHSAZsBQVVfeXFMTXh6OFl4ZHNLcXZYZ3h3Zm1aWDFmbDJpdXpJdFQzUVNGaE1DeHlDc1dWYzlfWXVYVGFTVVVoVjMtUlVPUUNLNHVKaF9MVlFyUGN4MlpwZG9fbVFQejdPdnotVnh2T2dzb1Bsdmk5djc2ckk3NDl2cGZndU12Z1Brb0d3ODhfVlg0MFBvWmh2MGwxdDZYOVN4R0FnU00?oc=5,en-IN:steel prices India,,,False,irrelevant,8,10
2022-03-04,2022-03-04T08:00:00Z,Livemint,Filmmakers split digital streaming rights to maximise revenue,https://news.google.com/rss/articles/CBMivgFBVV95cUxOZ1dNeGJqejF3ZjhzNjNrbU9aNUxiRXhZd3JNMThnMHlvY1NUcE1PQWJIUVNOSUU2NHZHUzBVb2tEb1pwZFR1SVRLVFZES2ZnMno3LTg0elVseWR2ZkZEQmdZa2p0MEFGZzlfQm1lUEZDdXhIQWFUd05GRnFpSFNLc3pRMTVQUHZhazI0Q29EMFJvQzczV2pEQXlwRGh4VkdFanNLb3ZFcEF4WmtrejVzVjZGNmRJRkV4eWs2OUxR0gHDAUFVX3lxTE14VGphVER6b2JNenlsNHFkaGNEczRUWmlLWmxERXNSa2VRMHNZNFpMVmJrRGhJcE9WQWpsRjdabnhsTldMWmVDMU1EeFJmUWFqbjFCTTVhcGs4bEVqUUw4d0NhOUZEM3h0ME5BRUxGWThfWDlzY0xETUloLVdUQWE5WHZ0OGtkQXI0eldoQk5rQmVRcFBzWjhpc3pEdUpFekZCc0NGUGtaaVZTMVhzN1RlMzR2dEVrQW4tRnpzMjdZdnBvQQ?oc=5,en-IN:steel prices India,,,False,irrelevant,8,11
2022-03-04,2022-02-28T08:00:00Z,financialexpress.com,"Realme GT 2, Realme GT 2 Pro launched globally, India launch teased: Check price, full specifications",https://news.google.com/rss/articles/CBMi6wFBVV95cUxQa3BOelNDQkljc2hiUEEwLVBPM3dBZXFvaWZTeVpCMEIzWHZORjgzWFdHakhSUE5nRmRCLVVPVW1adzZibEVRQmRzbmt1UjZJdW9COVJsTUp6djdBRG9McEprX25KZjJoYXZTaWM1LXk1dDlYdFVhbmJ0UEo5dTI3cms3YVg5Z2d6SmNBWENnakw1TTRBQnd2N21vVGUwcFVNXzZUc0w3SjR2eFJhYUF6dml4VWpJWVQteXNDd1JrTlRxUDhaWmpjVWdFQ1BaRGFyUTB0TWQwM1JRaGpFRGhwdFhzeF9PeDQ0eWMw0gHyAUFVX3lxTE1uaTFnejdHLTFMZWd0N2l3MDR2Rnp5S3h2b1QwRk1HUHlVY3lsVkdXLW5YdllRaGpqc3NaWkVpaVFXUmMyUXBoblBiMkNvZnJLanZtTUx1MkZtcm1tamI4VFZJNEs3VFNGdEVLdGxjSnhhLVpYUEtncFctTjB6Yk9wMG1pRV9TaXBIaWl2MzhaTjRHY01iZjk3Q29RSHYydTdncUdvSUlCX01vY2F2LWRXOUtoX3BGV1dXc0J3d2hEb0Nzb25YNG1ta1pwTU5mTWxheU1lNEVXMXpsS080VzhmU0c3a1BCN056TmJoemdfNHB3?oc=5,en-IN:steel prices India,,,False,irrelevant,8,12
2022-03-04,2022-02-26T08:00:00Z,financialexpress.com,"KSB net rises 25.91%; co reports surge in demand for pumps, valves",https://news.google.com/rss/articles/CBMiwAFBVV95cUxNdTR1SHdCNUZPUXNGOHp2MHE4UDBITjR2UGNpQWVETFp5dWxVd0lLbmZ1eU5kejIzdjFVSmx0cXdzMDZHQWMxbGhVbE94Y1Ewc29CME94ODlYN1BSc3gtaDJNUDhZQVVBR1JjNzV0WHBXWDRabWlES3NHcWhtR1NzcUQ2ek9BUVBVX1BjWkp5R1h5eGY5Q1RVX1NOQjlRX0dCYk1TZWtuaWo1Mk8xWldacHhTc0o5UFgtdENZbGN0anrSAccBQVVfeXFMUHVmRzY3d0U3REVwYk9LZ0xGZjV0MGZzT3ptQmhrOVAxRmlqNlpEc3BvS29lcDM2elZJUk0tYy1scDAxN2NLU24zWGlNSHdlZUd3REFrbHdWSFlFbnRRNGV5V241ZHVJN3dyRmo0QTA3UkM3MVJQWlFvUHhLelltNFpPWlJGZ0hoNktjcTJzQ1NnVnVRTEVPZGVUR1VMMURsMlZYSGZndTFXeWVXZEx6aE9WTElpX293djFGaG1qUmJ4b1YyYk9mUQ?oc=5,en-IN:steel prices India,,,False,irrelevant,8,13
2022-03-04,2022-02-28T08:00:00Z,financialexpress.com,Skoda Slavia Launched In India For INR 10.69 Lakh,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPcDhDNHlEcTAtSFplLXhKUnRIV0NaT1RROXZQN01rdkJ6QnVINzdsenBVOTJxemVTVER1Mkl0QWg5VGNSWEd3RUE2R1FITFZVSTRLMHpEb0xtM1k3YzRnQ21ZYlA3QnFXUGQ4TzdGSXZtcmFCcTJwS3Z5ZlI2Y2pfSm9nQVkyZnZYaUlkZEZTdnVxRXhoM29yZ0JyY01ZWlVXcHdzQTdoR1pES0JfaS1YSWh5MTdWYlVS0gG_AUFVX3lxTE1tM3NSYjE1RTBwYUx2bnR3Rnc1YS1FMFVQTHQyMlZaZHF5V2dEOUg3cm5mT3ZZWGI3anIzdnZpVWg3bXlRXzhvczNRU1pjUDZZTmIzbWlGd3FKM29waWhIdmI5TzdfVTY2LUZMeEVDTlNZS2UxYlR2UlQzNjNCWmN6XzhpMV9Ra09Lbkp6R1FXNWVSNnVOREs2S2hMMmdWTWFwM3EyUk1jMTBxcTV0UU9ibm1UdmVOazZ6ZXBSUXI0?oc=5,en-IN:steel prices India,,,False,irrelevant,8,14
2022-03-04,2022-03-02T08:00:00Z,financialexpress.com,"Gold Price Today, 2 Mar 2022: Gold falls on rise in dollar despite Russia-Ukraine war; buy on dips via options",https://news.google.com/rss/articles/CBMi_AFBVV95cUxOcFJmZEZMM3h4VGNQN2dEa1NwWmcxQmpnQlMwRnVsZ3Z2T0paT2ZtQXVOd1JQV1dhSDVPNlMwcEhRMzNOZDFlNGZCeF9PN1JDemRwRjNOMXhDWVdYOGRTTklib0QzMGVIWkFOMGZBT0xvTnk4UExscVc4LU5EWUo3bC15aUxyYXBkcnMyRERPOWtLbG1HTm5GaXBweS1fUmVLNWhDMzlpQnJOMm1zMkVFN0tUbDAxODlsRkRvUUdhSF9MSWtCU2VHMDJLcHpYWkNyOW9rNVdRUUJBTHV1OU5HRVJzQS1GalBkazBDdENnZ1kweTVLalJ2bDUxUmvSAYMCQVVfeXFMUDFMSXlWQnpmUmt6ZzZwVWNjdDRLTEZLZXh2N0ZWLTZ2RzNsR0hJRWlSSTVuTU1SV3BueEFIODlQMVZxcXJhLWRkbWNkeWgzb25kUmhsenU1Y200OXZiTFpJSDlpdzdONUpyUzg2SW5wVVZ2ODlDd01XWlZSOE9aZ21peEJ6elFZWGc5MU9sRDRJdy00RVphZThMSlVKdFZHMERkdHFlRmlKWVpDZXpRR1Jkc0o1dTEyU2hCaUtscGZ3S0RxTFVmWWo3ZzFWbTFMV1dlUGhxNjlFcjBnTGkzc044cmo0NmlabkQ2ejZsOEd6X1oxR1hVZnk2X0xjSjRlOEJvZw?oc=5,en-IN:steel prices India,,,False,irrelevant,8,15
2022-03-04,2022-03-02T08:00:00Z,financialexpress.com,Is buying gold a better option for early investment?,https://news.google.com/rss/articles/CBMioAFBVV95cUxQbVo2bldDUlllSnZRTkc1N1c4bFJBNzlKeGRpMXUwQms0djNDZnlHMmRqdTVFQlpxT3BOZHR5OFVzaHdZOHN5WmFsbV9JbEZvQ2lqREl3a3lvc2x2U3JfWU12azNUTmZnR3pGdEh5N1k4M01VRmxZbXJhWldMTV85UXNaTFhqVDBXT1RTQkMzZmhsNkU3bGZPeU9Db2dKSUxm0gGnAUFVX3lxTFBXeUtueXlQRTY0MUpGLWVHakJuZzhVQXhHSkZYMm45WnBFaUdHbm1FdlZabXMtTXJuTjExMDdBY1ZuTXpjNklFNVlIakc2R1d2SWJMamJHT0wwSFZITGg2LVBMcjlNSVFoeVUzM3lfZndsdUpQTC1QbGh3RzIwc3FEWEJCOUU5T2RjUEFST0wyRWNjUU5xeHlxdXBiUjFvb0JaZjN1eUl3?oc=5,en-IN:steel prices India,,,False,irrelevant,8,16
2022-03-04,2022-03-02T08:00:00Z,financialexpress.com,"Sovereign gold bonds: Buy gold as inflation hedge, not for tactical play",https://news.google.com/rss/articles/CBMiugFBVV95cUxOZTBIa05uNFhaMW1FbFRUaGhuMGRib04tV1RzYm1mVk9Qc21ieVgzUHNxSi02ZEk5dDdRNEFxUThuLUlpa2wtSkVpQnAwbHFUSTJRS1NqR2x2THJjREk1d29oNGdBQ005LXhXdE5peXpfT05qX0k2Y3JUOGJsRnRyTFRWeVZIa01HTDliWkE3dm4xaWZtMklaRkVKa25abXJ6V3NaQkpkYTlXYTRKT1FzN0JRWnk4YlMzcVHSAcABQVVfeXFMUDFkMDZKWUgtVUs1VGk1S3Jiemh4WnJrZTJGRzJ6MG5VTWQwWTVtRWpPUEhzenlYTWxyNjJNbHo3RWtBUXpJTEpUVk96Qk1zU0I2MmpWMFZ5UVBIRGdfaGFnSXcxN0xXYjd1UjRfTjJOWjhWNkxiLW9xZjB0VkpFVlVFQTBhQ0c0djNCZF9qazZibVFTNHlmSDdfUnFkcjhBM3l5SnhqNW13ZkhoSUhfdzBKVzQ2VWx1eDhUeldMT3d6?oc=5,en-IN:steel prices India,,,False,irrelevant,8,17
2022-03-04,2022-02-27T08:00:00Z,KSBY News,Aluminum shortage affecting local businesses,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPOWNpNlEtaW0tcnhybkFCV2p4ZGI3ejBhTlBiWkhTelhtOXZCdUxSeFFIYzczYXYybVdGejhmeVdJN1hacVg3VVl2VjhDYkRRUlE1Q3JTODFQRFhoOHhrX1Rra1pUMlZEcExiMWk1QzVyZnlmQnlBc3ItUE5POGpYOU15Q01aZGhZ?oc=5,en-US:aluminum prices,aluminum,,False,duplicate,9,0
2022-03-04,2022-03-04T08:00:00Z,Axios,Metal prices soar after Russia's invasion of Ukraine,https://news.google.com/rss/articles/CBMieEFVX3lxTFBhWVJCYUxibzg0TGh4UzdxSXlVRzhsSzBJVFhLczNCZFh3ZlQ0aE1PSVg4eVhhR3ZBUnA5MVZKZ282azRZODlOemNmaVZ4MlpYMjROb3B3NDM4T2dTQTlVdXozaEZ0bzRMNUFHallLc29vZmxTUlQ4Qg?oc=5,en-US:aluminum prices,metal,,False,duplicate,9,1
2022-03-04,2022-03-01T08:00:00Z,dw.com,How could Russia sanctions impact you?,https://news.google.com/rss/articles/CBMiekFVX3lxTFBlYmNOaGM0UHJMaDFEdWlWa0J5SURlQzNsbXktbVo5S2RSbHFpSmlaaVF1dUFyRTFTQzB2RnlUdGl5WW5KRmZ6bEhkOWlmYzk2blZvMkdyMFM3a1VaWTVyNWJZSXNzVzBIdTBXS19YRnBRWWp1ZFJsOWVn0gF6QVVfeXFMTUxnUkNlUDl1Qk9EV0pTVDRKTGJCRlR3Uk9IWDBSLWs5bTloWWo3NXpiZE8zckpXRnl5QkR3SVhIVUxvZkJtdkNrNlZMRnoxM01hU3NZSkhIMGNwclZFMWIxQ3JCQlVBQkhtZVpEamhndko2djVJQ3BYeWc?oc=5,en-US:aluminum prices,,,False,irrelevant,9,2
2022-03-04,2022-03-04T08:00:00Z,American Journal of Transportation,Commodities’ historic week sends shock waves around the world,https://news.google.com/rss/articles/CBMikAFBVV95cUxQZXFwRkxEcjZhUWN4bmpRY0Myd1A1VDAxM1FfWU5fa3ZoOVhUZVl2LUluaGpDaDl2RjE5bWNMcXZFaUVJSUdaYnZSN2R4Wl81WV80RUxWeGJRd1RBLWJubWpPamp0RGl1VUlpbzk5eFoyRm5qWFR6Nzg0X3l3ZENlRDQ4VVJ4aDJ6bVhhSHN2VDg?oc=5,en-US:aluminum prices,,,False,irrelevant,9,3
2022-03-04,2022-03-04T08:00:00Z,CNBC,Russia's invasion of Ukraine is driving up air cargo costs,https://news.google.com/rss/articles/CBMinAFBVV95cUxQSlM4dmJUWnJkbjN0b3RKWWQ5elJVSjl3cWQyWVRqYThOMl9KRkNWNzg5TUNWQVVTcGRRc2c2eEdreUx6aEZUYmlQVm1qOTF0c3ZyT29UUEJHOS1qX0RPYTVQQkJMc2FfNllhUUkzWFVpTV96ZmVMS3JVMDVnZXc4dWJxbUZycmI1TXQ3TnBSOThQbklTUDBtc19tdEbSAaIBQVVfeXFMTjJnWER4Y1RqMThwYUhweXdRcW9kVm5fQ3ctUDJxcG1WWmlfVFo4SlVtTlhQRzVFVTdXWEkwZEJUc3BEeWx3ejRTX2dWSWc2NHVBRU91cFpHS3dJUjJxWWFfWHpyZHZuN1NsQVotX1VsZ1JwUDlpZEtxQy1kMlZfQmNfUU1oTXYtSzJDQU0yNVFrejRXMjduY0tqbzhYaDQ2QS1n?oc=5,en-US:aluminum prices,,,False,irrelevant,9,4
2022-03-04,2022-02-28T08:00:00Z,SMM Metal,"SMM visits Wuxi Lunsheng Investment Co., Ltd. Mutual trust and cooperation",https://news.google.com/rss/articles/CBMitwFBVV95cUxPSUtSeEw2VXQ4ekJfMmd1WWdSSHFzb1J2eThua2V6RTNJWGV6Qk1MOVdUUnQtUjVrX05Hdk1vYWhQUDlWVE5zQ0VPc0JTZ0Y1RGxPaHlqRmcwbkF2NExWNDVJZzhkdWJVTFhhZW9XS3J2T3FyLWl1eXJRUjRSN3hJdWEwNUNzRHY3MUJ6cU55T0Y1X0NKQk1QQ1NRSTlEVG5JM3NqeGF5SVNIdVk2Q1VKcmRUWm1QR1E?oc=5,en-US:aluminum prices,,,False,irrelevant,9,5
2022-03-04,2022-03-01T08:00:00Z,InsideHook,Why Your Craft Beer Is About to Get More Expensive,https://news.google.com/rss/articles/CBMifkFVX3lxTFAwNTVPRVhwZVp5NUhSbFdWUzZDWGNlbERnbTlsb2w5VkZVVXBsUmIwM3dZZlpyeGIyWHVKRi1pMDhRWHBaVGp2aEt5TzdZTW9Qbk5vWlhzTEN1TkdGa2ZsbUZSTkFWWjNLSnUzV2tWVDd1bGYyeUhPQUdKeHNVZ9IBgwFBVV95cUxQeHdmMkNpaHl3Vm0zSUk5UXh5NWlKSk10Y3ZQNUE2YWxuNnp6UlNTcDZZS0ZocDlXeUtZdTJGZXZVUm5Na0lpc29POGFUWkVIOUFoM19aUno4X2pZLTd0TEo4b3E3OFkwZF9ET05vbklHX1RMUURCWWhiMnh5V1lyTlRIWQ?oc=5,en-US:aluminum prices,,,False,irrelevant,9,6
2022-03-04,2022-02-28T08:00:00Z,statcan.gc.ca,Industrial Product Price Index: 2021 Annual Review,https://news.google.com/rss/articles/CBMid0FVX3lxTE1sS2JvX1dCOWltQTRKaFNJekE1SXlWSms4dnluVVM2SmR2dmd2enBjQXhQbDhBVkRoZDQ0NXREMnh3VFZ4MEk3dnlWaDFGdndUN21Ld290TmhCdkhwT2pJSC05eWdWX3M3UHNqWkNBVk0zSHNUV3pZ?oc=5,en-US:aluminum prices,,,False,irrelevant,9,7
2022-03-04,2022-02-28T08:00:00Z,Treehugger,Canned Water Is Not Greener Than Bottled Water,https://news.google.com/rss/articles/CBMingFBVV95cUxQVG1VS1pGSFpGRVVoeVlyc1E5OXJucEpZM2M4TzJmYThQUXQxUXR3ZWt4NmtaeVFWenI0RGhKZzJmSmhQWTEwRzJBUENvalBzN0RHY2R6RHB6SjRLNWdxQ3RJYzUtNWg2bURYdlBabW9hVkdXa3NGajlSZFpGR0VrYUVSRW1GaldfTGNqdHM4UGpkemh5b1l2TzAwSTFNZw?oc=5,en-US:aluminum prices,,,False,irrelevant,9,8
2022-03-04,2022-02-27T08:00:00Z,biker's edge,Santa Cruz Chameleon: Cheapest Santa Cruz MTB,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE00a3BkQjhJMjBlVk5CUmF2VmVGdTRNUFpUTmE3bTdqLVVYYkUzZGYzdXB6c1p2MVZBd2hZRDdYcldOX3FwLTlqNHpTaThUbnJUVUxZLXNLXzdOaXU2YlI4TWhYRVRxUWM?oc=5,en-US:aluminum prices,,,False,irrelevant,9,9
