scenario,trade_id,leg_id,leg_type,cf_type,pnl_class,currency,contract_date,fixing_date,due_date_contractual,settle_date,amount_ccy,fx_rate_used,fx_rule,amount_inr,amount_inr_est_at_trade_date,date_rule,weakest_input_flag,event_ids,formula,label,written_by
PLANNED_AT_TRADE_DATE,T05,USANCE_INTEREST:L2,USANCE_INTEREST,USANCE_INTEREST,PNL,USD,2022-04-21,2022-05-25,2022-07-18,2022-07-18,-8838.15,76.7732,CIP forward to the settle date,-678532.86,-678532.86,roll following on the LME panel calendar,PROXY,,-bill_usd x (usd_rate_3m_pa@acceptance + usance_interest_spread_pa) x days/360,,P3
PLANNED_AT_TRADE_DATE,T05,IGST:L1,IGST_CREDIT,IGST_CREDIT,BS,INR,2022-04-21,2022-06-20,2022-08-04,2022-08-04,34220975.22,1.0,n/a (INR flow),34220975.22,34220975.22,roll following on the LME panel calendar,DIRECT,,+(assessable + duty) x igst_rate at igst_credit_lag_days,,P3
PLANNED_AT_TRADE_DATE,T05,SALE:S1,SALE_BALANCE,SALE_BALANCE,PNL,INR,2022-04-21,2022-07-08,2022-08-08,2022-08-08,436210598.95,1.0,n/a (INR flow),436210598.95,436210598.95,roll following on the LME panel calendar,SIM,,+q_acc x P_sale x (1 - disc passthrough) - advance,,P3
PLANNED_AT_TRADE_DATE,T05,IGST:L2,IGST_CREDIT,IGST_CREDIT,BS,INR,2022-04-21,2022-06-28,2022-08-12,2022-08-12,34233875.41,1.0,n/a (INR flow),34233875.41,34233875.41,roll following on the LME panel calendar,DIRECT,,+(assessable + duty) x igst_rate at igst_credit_lag_days,,P3
PLANNED_AT_TRADE_DATE,T06,MCX:T06-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-10,2022-05-10,2022-05-10,2022-05-10,-19756379.54,1.0,n/a (INR flow),-19756379.54,-19756379.54,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T06,MCX:T06-MCX-1,MCX_SLIPPAGE,MCX_SLIPPAGE,PNL,INR,2022-05-10,,2022-05-10,2022-05-10,-88000.0,1.0,n/a (INR flow),-88000.0,-88000.0,roll following on the LME panel calendar,ASSUMPTION,,-lots x lot_kg x mcx_slippage_ticks x tick,,P3
PLANNED_AT_TRADE_DATE,T06,MCX:T06-MCX-1,MCX_TRANSACTION_COST,MCX_TRANSACTION_COST,PNL,INR,2022-05-10,2022-05-10,2022-05-10,2022-05-10,-59242.74,1.0,n/a (INR flow),-59242.74,-59242.74,roll following on the LME panel calendar,ASSUMPTION,,-lots x lot_kg x fill x mcx_txn_cost_frac,,P3
PLANNED_AT_TRADE_DATE,T06,MCX:T06-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-10,2022-05-10,2022-05-10,2022-05-10,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(entry) - entry settle) = 0 by construction,,P3
PLANNED_AT_TRADE_DATE,T06,MCX:T06-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-10,2022-05-11,2022-05-11,2022-05-11,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T06,MCX:T06-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-10,2022-05-11,2022-05-11,2022-05-11,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T06,MCX:T06-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-10,2022-05-12,2022-05-12,2022-05-12,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T06,MCX:T06-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-10,2022-05-12,2022-05-12,2022-05-12,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T06,MCX:T06-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-10,2022-05-13,2022-05-13,2022-05-13,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T06,MCX:T06-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-10,2022-05-13,2022-05-13,2022-05-13,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T06,MCX:T06-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-10,2022-05-16,2022-05-16,2022-05-16,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T06,MCX:T06-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-10,2022-05-16,2022-05-16,2022-05-16,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T06,MCX:T06-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-10,2022-05-17,2022-05-17,2022-05-17,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T06,MCX:T06-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-10,2022-05-17,2022-05-17,2022-05-17,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T06,MCX:T06-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-10,2022-05-18,2022-05-18,2022-05-18,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T06,MCX:T06-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-10,2022-05-18,2022-05-18,2022-05-18,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T06,MCX:T06-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-10,2022-05-19,2022-05-19,2022-05-19,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T06,MCX:T06-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-10,2022-05-19,2022-05-19,2022-05-19,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T06,MCX:T06-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-10,2022-05-20,2022-05-20,2022-05-20,19756379.54,1.0,n/a (INR flow),19756379.54,19756379.54,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T06,MCX:T06-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-10,2022-05-20,2022-05-20,2022-05-20,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T06,INSURANCE:L1,INSURANCE,INSURANCE,PNL,USD,2022-05-10,2022-05-25,2022-05-25,2022-05-25,-1528.67,77.3839,CIP forward to the settle date,-118294.45,-118294.45,roll following on the LME panel calendar,ASSUMPTION,,-insurance_rate x insured_value_uplift x cfr_value_usd,,P3
PLANNED_AT_TRADE_DATE,T06,PSIC:L1,PSIC,PSIC,PNL,USD,2022-05-10,2022-05-25,2022-05-25,2022-05-25,-1000.0,77.3839,CIP forward to the settle date,-77383.9,-77383.9,roll following on the LME panel calendar,ASSUMPTION,,-psic_cost_usd_per_box x boxes,,P3
PLANNED_AT_TRADE_DATE,T06,DUTY:L1,CUSTOMS_DUTY,CUSTOMS_DUTY,PNL,INR,2022-05-10,2022-05-31,2022-05-31,2022-05-31,-2947839.65,1.0,n/a (INR flow),-2947839.65,-2947839.65,roll following on the LME panel calendar,DIRECT,,-assessable_inr x bcd_scrap_hs7602 x (1 + sws_rate_on_bcd),,P3
PLANNED_AT_TRADE_DATE,T06,IGST:L1,IGST_IMPORT,IGST_IMPORT,BS,INR,2022-05-10,2022-05-31,2022-05-31,2022-05-31,-19825561.56,1.0,n/a (INR flow),-19825561.56,-19825561.56,roll following on the LME panel calendar,DIRECT,,-(assessable + duty) x igst_rate_hs7602,,P3
PLANNED_AT_TRADE_DATE,T06,BILL_COMMISSION:L1,IMPORT_BILL_COMMISSION,IMPORT_BILL_COMMISSION,PNL,USD,2022-05-10,2022-06-01,2022-06-01,2022-06-01,-1667.64,77.4407,CIP forward to the settle date,-129143.14,-129143.14,roll following on the LME panel calendar,DIRECT,,-import_bill_commission_frac x bill_usd,,P3
PLANNED_AT_TRADE_DATE,T06,FX:T06-FX-1,FX_FORWARD,FX_FORWARD,PNL,INR,2022-05-10,2022-06-01,2022-06-01,2022-06-01,-83380.0,1.0,n/a (INR flow),-83380.0,-83380.0,roll following on the LME panel calendar,PROXY,,"sign x notional x (X(tau, value_date) - K)",,P3
PLANNED_AT_TRADE_DATE,T06,PURCHASE:L1,PURCHASE_INVOICE,PURCHASE_INVOICE,PNL,USD,2022-05-10,,2022-06-01,2022-06-01,-1389700.0,77.4407,CIP forward to the settle date,-107619287.06,-107619287.06,roll following on the LME panel calendar,SIM,,-q_bl x price_usd_t,,P3
PLANNED_AT_TRADE_DATE,T06,INSURANCE:L2,INSURANCE,INSURANCE,PNL,USD,2022-05-10,2022-06-07,2022-06-07,2022-06-07,-1528.67,77.4893,CIP forward to the settle date,-118455.57,-118455.57,roll following on the LME panel calendar,ASSUMPTION,,-insurance_rate x insured_value_uplift x cfr_value_usd,,P3
PLANNED_AT_TRADE_DATE,T06,PSIC:L2,PSIC,PSIC,PNL,USD,2022-05-10,2022-06-07,2022-06-07,2022-06-07,-1000.0,77.4893,CIP forward to the settle date,-77489.3,-77489.3,roll following on the LME panel calendar,ASSUMPTION,,-psic_cost_usd_per_box x boxes,,P3
PLANNED_AT_TRADE_DATE,T06,PORT:L1,PORT_CHARGES,PORT_CHARGES,PNL,INR,2022-05-10,,2022-06-09,2022-06-09,-1000000.0,1.0,n/a (INR flow),-1000000.0,-1000000.0,roll following on the LME panel calendar,ASSUMPTION,,-port_cf_charges_inr_t x base_payload x cleared boxes,,P3
PLANNED_AT_TRADE_DATE,T06,DUTY:L2,CUSTOMS_DUTY,CUSTOMS_DUTY,PNL,INR,2022-05-10,2022-06-13,2022-06-13,2022-06-13,-2947839.65,1.0,n/a (INR flow),-2947839.65,-2947839.65,roll following on the LME panel calendar,DIRECT,,-assessable_inr x bcd_scrap_hs7602 x (1 + sws_rate_on_bcd),,P3
PLANNED_AT_TRADE_DATE,T06,IGST:L2,IGST_IMPORT,IGST_IMPORT,BS,INR,2022-05-10,2022-06-13,2022-06-13,2022-06-13,-19825561.56,1.0,n/a (INR flow),-19825561.56,-19825561.56,roll following on the LME panel calendar,DIRECT,,-(assessable + duty) x igst_rate_hs7602,,P3
PLANNED_AT_TRADE_DATE,T06,BILL_COMMISSION:L2,IMPORT_BILL_COMMISSION,IMPORT_BILL_COMMISSION,PNL,USD,2022-05-10,2022-06-14,2022-06-14,2022-06-14,-1667.64,77.546,CIP forward to the settle date,-129318.85,-129318.85,roll following on the LME panel calendar,DIRECT,,-import_bill_commission_frac x bill_usd,,P3
PLANNED_AT_TRADE_DATE,T06,FX:T06-FX-2,FX_FORWARD,FX_FORWARD,PNL,INR,2022-05-10,2022-06-14,2022-06-14,2022-06-14,-83380.0,1.0,n/a (INR flow),-83380.0,-83380.0,roll following on the LME panel calendar,PROXY,,"sign x notional x (X(tau, value_date) - K)",,P3
PLANNED_AT_TRADE_DATE,T06,PURCHASE:L2,PURCHASE_INVOICE,PURCHASE_INVOICE,PNL,USD,2022-05-10,,2022-06-14,2022-06-14,-1389700.0,77.546,CIP forward to the settle date,-107765710.7,-107765710.7,roll following on the LME panel calendar,SIM,,-q_bl x price_usd_t,,P3
PLANNED_AT_TRADE_DATE,T06,PORT:L2,PORT_CHARGES,PORT_CHARGES,PNL,INR,2022-05-10,,2022-06-22,2022-06-22,-1000000.0,1.0,n/a (INR flow),-1000000.0,-1000000.0,roll following on the LME panel calendar,ASSUMPTION,,-port_cf_charges_inr_t x base_payload x cleared boxes,,P3
PLANNED_AT_TRADE_DATE,T06,IGST:L1,IGST_CREDIT,IGST_CREDIT,BS,INR,2022-05-10,2022-05-31,2022-07-15,2022-07-15,19825561.56,1.0,n/a (INR flow),19825561.56,19825561.56,roll following on the LME panel calendar,DIRECT,,+(assessable + duty) x igst_rate at igst_credit_lag_days,,P3
PLANNED_AT_TRADE_DATE,T06,IGST:L2,IGST_CREDIT,IGST_CREDIT,BS,INR,2022-05-10,2022-06-13,2022-07-28,2022-07-28,19825561.56,1.0,n/a (INR flow),19825561.56,19825561.56,roll following on the LME panel calendar,DIRECT,,+(assessable + duty) x igst_rate at igst_credit_lag_days,,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-05-25,2022-05-25,2022-05-25,-29482447.63,1.0,n/a (INR flow),-29482447.63,-29482447.63,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_SLIPPAGE,MCX_SLIPPAGE,PNL,INR,2022-05-25,,2022-05-25,2022-05-25,-123500.0,1.0,n/a (INR flow),-123500.0,-123500.0,roll following on the LME panel calendar,ASSUMPTION,,-lots x lot_kg x mcx_slippage_ticks x tick,,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_TRANSACTION_COST,MCX_TRANSACTION_COST,PNL,INR,2022-05-25,2022-05-25,2022-05-25,2022-05-25,-88410.29,1.0,n/a (INR flow),-88410.29,-88410.29,roll following on the LME panel calendar,ASSUMPTION,,-lots x lot_kg x fill x mcx_txn_cost_frac,,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-05-25,2022-05-25,2022-05-25,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(entry) - entry settle) = 0 by construction,,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-05-26,2022-05-26,2022-05-26,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-05-26,2022-05-26,2022-05-26,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-05-27,2022-05-27,2022-05-27,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-05-27,2022-05-27,2022-05-27,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-05-30,2022-05-30,2022-05-30,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-05-30,2022-05-30,2022-05-30,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-05-31,2022-05-31,2022-05-31,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-05-31,2022-05-31,2022-05-31,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-06-01,2022-06-01,2022-06-01,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-06-01,2022-06-01,2022-06-01,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-06-06,2022-06-06,2022-06-06,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-06-06,2022-06-06,2022-06-06,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-06-07,2022-06-07,2022-06-07,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-06-07,2022-06-07,2022-06-07,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T07,FREIGHT:L1,FREIGHT,FREIGHT,PNL,USD,2022-05-25,2022-05-27,2022-06-08,2022-06-08,-85002.75,77.6865,CIP forward to the settle date,-6603565.34,-6603565.34,roll following on the LME panel calendar,ASSUMPTION,,"-boxes x (fixture rate once booked, else market box rate)",,P3
PLANNED_AT_TRADE_DATE,T07,INSURANCE:L1,INSURANCE,INSURANCE,PNL,USD,2022-05-25,2022-06-08,2022-06-08,2022-06-08,-2261.9,77.6865,CIP forward to the settle date,-175719.07,-175719.07,roll following on the LME panel calendar,ASSUMPTION,,-insurance_rate x insured_value_uplift x cfr_value_usd,,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-06-08,2022-06-08,2022-06-08,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-06-08,2022-06-08,2022-06-08,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-06-09,2022-06-09,2022-06-09,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-06-09,2022-06-09,2022-06-09,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-06-10,2022-06-10,2022-06-10,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-06-10,2022-06-10,2022-06-10,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-06-13,2022-06-13,2022-06-13,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-06-13,2022-06-13,2022-06-13,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-06-14,2022-06-14,2022-06-14,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-06-14,2022-06-14,2022-06-14,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T07,BILL_COMMISSION:L1,IMPORT_BILL_COMMISSION,IMPORT_BILL_COMMISSION,PNL,USD,2022-05-25,2022-06-15,2022-06-15,2022-06-15,-2365.52,77.741,CIP forward to the settle date,-183898.09,-183898.09,roll following on the LME panel calendar,DIRECT,,-import_bill_commission_frac x bill_usd,,P3
PLANNED_AT_TRADE_DATE,T07,FREIGHT:L2,FREIGHT,FREIGHT,PNL,USD,2022-05-25,2022-05-27,2022-06-15,2022-06-15,-85002.75,77.741,CIP forward to the settle date,-6608194.73,-6608194.73,roll following on the LME panel calendar,ASSUMPTION,,"-boxes x (fixture rate once booked, else market box rate)",,P3
PLANNED_AT_TRADE_DATE,T07,FX:T07-FX-1,FX_FORWARD,FX_FORWARD,PNL,INR,2022-05-25,2022-06-15,2022-06-15,2022-06-15,-197130.0,1.0,n/a (INR flow),-197130.0,-197130.0,roll following on the LME panel calendar,PROXY,,"sign x notional x (X(tau, value_date) - K)",,P3
PLANNED_AT_TRADE_DATE,T07,INSURANCE:L2,INSURANCE,INSURANCE,PNL,USD,2022-05-25,2022-06-15,2022-06-15,2022-06-15,-2261.9,77.741,CIP forward to the settle date,-175842.26,-175842.26,roll following on the LME panel calendar,ASSUMPTION,,-insurance_rate x insured_value_uplift x cfr_value_usd,,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-05-25,2022-06-15,2022-06-15,2022-06-15,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T07,MCX:T07-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-05-25,2022-06-15,2022-06-15,2022-06-15,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T07,PURCHASE:L1,PURCHASE_INVOICE,PURCHASE_INVOICE,PNL,USD,2022-05-25,,2022-06-15,2022-06-15,-1971270.0,77.741,CIP forward to the settle date,-153248407.07,-153248407.07,roll following on the LME panel calendar,SIM,,-q_bl x price_usd_t,,P3
