date,lme_ret,sigma_lme_garch_frac,sigma_lme_hist250_frac,sigma_lme_hist60_frac,sigma_lme_garch_t_frac,nu_lme_garch_t,lme_garch_sample_end,lme_garch_boundary_fit,fx_ret,sigma_fx_garch_frac,sigma_fx_hist250_frac,sigma_fx_hist60_frac,sigma_fx_garch_t_frac,nu_fx_garch_t,fx_garch_sample_end,fx_garch_boundary_fit,sigma_freight_hist250_frac,sigma_spread_hist250_usd_t,corr_lme_fx,corr_lme_freight,corr_fx_freight,corr_lme_spread,corr_fx_spread,corr_freight_spread
2019-12-31,0.00501254,0.00810746,0.0090512,0.00768545,0.00802125,6.53904526,2019-12-27,False,0.00067269,0.00284389,0.00340385,0.00217496,0.00267659,5.45478,2019-12-27,False,,5.1699,-0.11962966,,,0.39824452,-0.02246343,
2020-01-02,-0.01567781,0.00815006,0.00887058,0.00770506,0.00806453,6.53904526,2019-12-27,False,0.00015269,0.00280828,0.00337475,0.00217336,0.00264202,5.45478,2019-12-27,False,,5.1143,-0.09507597,,,0.38033687,-0.0026091,
2020-01-03,-0.00793205,0.01054111,0.00889747,0.00791886,0.01040724,6.53904526,2019-12-27,False,0.00539377,0.00277071,0.00337465,0.00216679,0.00260494,5.45478,2019-12-27,False,,4.67,-0.09569323,,,0.38207721,-0.00731936,
2020-01-06,0.01859732,0.01035377,0.00888256,0.00785679,0.01022875,6.56225243,2020-01-03,False,0.00213493,0.0032539,0.00335955,0.00226234,0.00291767,5.39672516,2020-01-03,False,,4.6633,-0.09085053,,,0.3801607,-0.00231297,
2020-01-07,0.00167364,0.01266096,0.00895845,0.00821239,0.01249546,6.56225243,2020-01-03,False,-0.00117406,0.00321929,0.00335472,0.00227574,0.00291083,5.39672516,2020-01-03,False,,4.673,-0.08641267,,,0.38471695,-0.00104617,
2020-01-08,-0.01262112,0.01143983,0.00895881,0.00818784,0.01126842,6.56225243,2020-01-03,False,-0.00183619,0.00313794,0.00335554,0.00228036,0.0028694,5.39672516,2020-01-03,False,,4.6498,-0.08667174,,,0.3855403,-0.00044316,
2020-01-09,-0.00028229,0.01185375,0.00894209,0.00825138,0.01167074,6.56225243,2020-01-03,False,-0.00643652,0.0031039,0.00335521,0.00229172,0.00285363,5.39672516,2020-01-03,False,,4.5943,-0.07977638,,,0.37631746,0.0061815,
2020-01-10,0.00028229,0.01076824,0.0088276,0.0081572,0.0105886,6.56225243,2020-01-03,False,-0.00424884,0.00366912,0.00336954,0.00242939,0.00323944,5.39672516,2020-01-03,False,,4.5242,-0.0677884,,,0.35540216,0.01117553,
2020-01-13,-0.00282646,0.00990566,0.00874086,0.00815508,0.00973705,6.55484675,2020-01-10,False,-0.00148805,0.00376466,0.00337123,0.00242613,0.00339907,5.48032418,2020-01-10,False,,4.4563,-0.07895768,,,0.33937901,-0.00383737,
2020-01-14,0.00056593,0.00931771,0.00868473,0.00816244,0.0091616,6.55484675,2020-01-10,False,-0.00020328,0.00361334,0.0033725,0.00243195,0.00332971,5.48032418,2020-01-10,False,,4.4553,-0.07956147,,,0.34417824,-0.00371634,
2020-01-15,0.00620419,0.00878102,0.0085969,0.00798506,0.00864078,6.55484675,2020-01-10,False,-0.00047307,0.00345235,0.00337196,0.00237621,0.00324384,5.48032418,2020-01-10,False,,4.4539,-0.08295739,,,0.35465196,-0.00267122,
2020-01-16,0.00867745,0.00880755,0.00845072,0.008022,0.00868266,6.55484675,2020-01-10,False,0.00186274,0.00331814,0.00337167,0.00237662,0.00316637,5.48032418,2020-01-10,False,,4.325,-0.08793622,,,0.32517209,-0.0070921,
2020-01-17,0.00111421,0.00922821,0.00846352,0.00808534,0.00911117,6.55484675,2020-01-10,False,0.00213365,0.003257,0.00337218,0.00233458,0.00312944,5.48032418,2020-01-10,False,,4.3282,-0.08443757,,,0.32800404,-0.00056941,
2020-01-20,0.00610604,0.00866107,0.00842078,0.00780923,0.00855916,6.52456683,2020-01-17,False,-0.00011678,0.00320917,0.00337228,0.00234871,0.0030593,5.4041912,2020-01-17,False,,4.2794,-0.0885408,,,0.31488664,-0.00341251,
2020-01-21,0.00193504,0.00869298,0.00842286,0.00784156,0.00859879,6.52456683,2020-01-17,False,0.00173615,0.00310964,0.00337164,0.00234731,0.00299461,5.4041912,2020-01-17,False,,4.1987,-0.08782247,,,0.33309048,-0.00771972,
2020-01-22,-0.00165838,0.00832229,0.00837564,0.00784228,0.00823751,6.52456683,2020-01-17,False,-0.00095978,0.00307463,0.00336933,0.00234303,0.0029657,5.4041912,2020-01-17,False,,4.1844,-0.09310097,,,0.32705347,-0.01214148,
2020-01-23,-0.01448897,0.00803114,0.00835967,0.00783787,0.00795755,6.52456683,2020-01-17,False,0.00264104,0.00301085,0.00336957,0.00233786,0.00291711,5.4041912,2020-01-17,False,,4.1919,-0.09220547,,,0.3283382,-0.01112532,
2020-01-24,-0.00337363,0.01012379,0.00840685,0.0079621,0.0100329,6.52456683,2020-01-17,False,-0.000345,0.00305828,0.00337304,0.00234517,0.00293625,5.4041912,2020-01-17,False,,4.1827,-0.09643461,,,0.32723094,-0.01055671,
2020-01-27,-0.01132836,0.00948155,0.00840618,0.00793551,0.00938194,6.49980335,2020-01-24,False,0.00182884,0.00295264,0.00337293,0.00233689,0.00283376,5.34303699,2020-01-24,False,,4.1816,-0.09600489,,,0.3276313,-0.01113925,
2020-01-28,-0.00628573,0.01020957,0.00841447,0.00804154,0.01009367,6.49980335,2020-01-24,False,-0.00184848,0.00294476,0.00337491,0.00234534,0.00281704,5.34303699,2020-01-24,False,,4.1762,-0.09863228,,,0.3227038,-0.01058527,
2020-01-29,-0.00690253,0.00985778,0.00841777,0.00807695,0.00974067,6.49980335,2020-01-24,False,-0.00011503,0.00293955,0.00337629,0.00235745,0.00280241,5.34303699,2020-01-24,False,,4.181,-0.09620467,,,0.3288015,-0.00900252,
2020-01-30,-0.00578873,0.00967708,0.00842477,0.00793979,0.00956036,6.49980335,2020-01-24,False,0.00500417,0.00287463,0.00337253,0.00233688,0.00275184,5.34303699,2020-01-24,False,,4.1768,-0.09472122,,,0.33059914,-0.01112757,
2020-01-31,-0.00757579,0.00939676,0.00835969,0.0078275,0.00928427,6.49980335,2020-01-24,False,-0.00341877,0.00324717,0.00335498,0.00242404,0.00297094,5.34303699,2020-01-24,False,,4.148,-0.08170938,,,0.31823214,0.00864072,
2020-02-03,-0.00881322,0.00941448,0.008152,0.00765603,0.00930777,6.61692513,2020-01-31,False,-2.521e-05,0.00332198,0.00335863,0.00246279,0.00304944,5.42672463,2020-01-31,False,,4.1472,-0.06967269,,,0.32092994,0.0114631,
2020-02-04,-0.00443591,0.00965224,0.00816419,0.00773489,0.00954298,6.61692513,2020-01-31,False,-0.00206817,0.00319829,0.00335809,0.00241593,0.00298437,5.42672463,2020-01-31,False,,4.1903,-0.07024286,,,0.32678553,0.01150925,
2020-02-05,0.00059259,0.00922864,0.00812878,0.00775606,0.00912434,6.61692513,2020-01-31,False,-0.00128512,0.00316372,0.00335939,0.00242954,0.00296739,5.42672463,2020-01-31,False,,4.1884,-0.07189788,,,0.32535293,0.01137022,
2020-02-06,0.00590669,0.00869282,0.00812842,0.00772402,0.00860006,6.61692513,2020-01-31,False,-8.011e-05,0.00309148,0.00335569,0.00234084,0.00292483,5.42672463,2020-01-31,False,,4.1827,-0.07145307,,,0.32476739,0.01531269,
2020-02-07,-0.00265369,0.00867708,0.00811636,0.00759501,0.00859225,6.61692513,2020-01-31,False,0.00409151,0.00300273,0.00335352,0.00229267,0.00286814,5.42672463,2020-01-31,False,,4.1814,-0.07411776,,,0.33023147,0.01691224,
2020-02-10,-0.01038739,0.0082798,0.00811402,0.00704569,0.00821095,6.60404057,2020-02-07,False,-0.00162366,0.00319245,0.00333485,0.00233729,0.00296322,5.41288523,2020-02-07,False,,4.1756,-0.07978942,,,0.32955629,0.0067486,
2020-02-11,0.00802263,0.00916916,0.00814056,0.00716984,0.00908688,6.60404057,2020-02-07,False,-0.00071951,0.00313067,0.00333263,0.00224702,0.00293007,5.41288523,2020-02-07,False,,4.1766,-0.07716591,,,0.33023129,0.00709602,
2020-02-12,0.01030482,0.00932473,0.00814753,0.00719071,0.00923622,6.60404057,2020-02-07,False,0.00060874,0.00304374,0.00331797,0.00223485,0.00287782,5.41288523,2020-02-07,False,,4.1734,-0.07416697,,,0.33361412,0.00247354,
2020-02-13,-0.00322723,0.00985953,0.00817354,0.00722838,0.00975643,6.60404057,2020-02-07,False,-0.00064242,0.00296753,0.00331387,0.00221162,0.00282748,5.41288523,2020-02-07,False,,4.0989,-0.07306555,,,0.34046201,0.01264893,
2020-02-14,0.0017616,0.00927655,0.00817345,0.00723697,0.00917841,6.60404057,2020-02-07,False,0.00251541,0.00290383,0.00331399,0.0022103,0.0027809,5.41288523,2020-02-07,False,,4.0945,-0.07257903,,,0.34190457,0.01226001,
2020-02-17,-0.01537128,0.00872812,0.00816534,0.00720612,0.00865208,6.70047089,2020-02-14,False,-0.00095637,0.00292503,0.0033175,0.00222184,0.00274806,5.35188227,2020-02-14,False,,4.0961,-0.07248779,,,0.33901769,0.00900686,
2020-02-18,0.00148832,0.01068017,0.00822185,0.00740704,0.01055995,6.70047089,2020-02-14,False,0.00237594,0.00287128,0.00330751,0.00221102,0.0027083,5.35188227,2020-02-14,False,,4.102,-0.07124074,,,0.34386119,0.01263927,
2020-02-19,0.00297001,0.00984475,0.008162,0.00740035,0.00973019,6.70047089,2020-02-14,False,-0.00053123,0.00290985,0.00331073,0.00222791,0.00272118,5.35188227,2020-02-14,False,,4.0883,-0.06968202,,,0.33348871,0.01825116,
2020-02-20,0.00059294,0.0092506,0.00809246,0.00740698,0.00914745,6.70047089,2020-02-14,False,0.00144484,0.00284722,0.00331088,0.00222684,0.00267637,5.35188227,2020-02-14,False,,4.0857,-0.07103785,,,0.3423544,0.01821858,
2020-02-21,-0.00594532,0.00869465,0.00809114,0.00740407,0.00860896,6.70047089,2020-02-14,False,0.00516698,0.00282695,0.00330701,0.00223428,0.00265382,5.35188227,2020-02-14,False,,4.0746,-0.07175989,,,0.34195643,0.01331089,
2020-02-24,-0.00268697,0.00865399,0.00808193,0.00744147,0.00858331,6.66604427,2020-02-21,False,-0.00064059,0.00322123,0.00331592,0.00230711,0.00289528,5.36750756,2020-02-21,False,,4.0721,-0.07173879,,,0.33823996,0.0193538,
2020-02-25,0.00744605,0.00831263,0.00802691,0.00730375,0.00825936,6.66604427,2020-02-21,False,-0.00334998,0.00311427,0.00331468,0.00228781,0.00284243,5.36750756,2020-02-21,False,,4.0545,-0.07566437,,,0.33056258,0.01660918,
2020-02-26,-0.00505728,0.00859714,0.00803862,0.00735578,0.00853826,6.66604427,2020-02-21,False,-0.00071154,0.00319915,0.00330022,0.0022797,0.00290032,5.36750756,2020-02-21,False,,4.0694,-0.08210551,,,0.33411114,0.01106342,
2020-02-27,-0.00328604,0.00847564,0.00804455,0.00723265,0.00842363,6.66604427,2020-02-21,False,-0.00024427,0.00309693,0.0033004,0.00228047,0.00284813,5.36750756,2020-02-21,False,,4.0661,-0.08147085,,,0.3353278,0.01103726,
2020-02-28,-0.00479905,0.00821671,0.007979,0.00723932,0.00817744,6.66604427,2020-02-21,False,0.00828166,0.00300207,0.00330043,0.00228069,0.00279454,5.36750756,2020-02-21,False,,4.0676,-0.08226975,,,0.33913342,0.01089659,
2020-03-02,0.01284558,0.0080789,0.00797893,0.00720999,0.00805407,6.67181335,2020-02-28,False,0.00725195,0.00392612,0.00332892,0.00251277,0.00341416,5.22968741,2020-02-28,False,,4.0676,-0.08327541,,,0.33952603,0.01337982,
2020-03-03,0.01268267,0.00956623,0.0079835,0.00705092,0.00947588,6.67181335,2020-02-28,False,0.0067575,0.00436226,0.00334984,0.0026529,0.00375262,5.22968741,2020-02-28,False,,4.0682,-0.0760863,,,0.34000218,0.01509849,
2020-03-04,0.01020566,0.01049797,0.00802186,0.00715475,0.01036365,6.67181335,2020-02-28,False,0.00018293,0.00462124,0.00336792,0.00273872,0.00399062,5.22968741,2020-02-28,False,,4.0682,-0.06402903,,,0.33726705,0.01337955,
2020-03-05,-0.00494403,0.01064584,0.00804421,0.00726377,0.01049695,6.67181335,2020-02-28,False,0.00239133,0.00433949,0.0033644,0.00273854,0.00387682,5.22968741,2020-02-28,False,,4.0952,-0.06526241,,,0.34412523,0.01400353,
2020-03-06,-0.01646128,0.01002684,0.00802645,0.0072024,0.00989449,6.67181335,2020-02-28,False,0.00406194,0.00415802,0.00335668,0.00273612,0.00381147,5.22968741,2020-02-28,False,,4.0905,-0.07350416,,,0.3420141,0.00705664,
2020-03-09,-0.02612369,0.01178838,0.00806145,0.00741688,0.01164819,6.88939301,2020-03-06,False,0.0057743,0.00415866,0.00336068,0.00277346,0.00395168,5.32139535,2020-03-06,False,,4.1487,-0.07657402,,,0.35589247,-0.00434849,
2020-03-10,0.02730852,0.01565341,0.00819502,0.00814691,0.01543234,6.88939301,2020-03-06,False,-0.00427682,0.00433985,0.00338022,0.00286327,0.00410159,5.32139535,2020-03-06,False,,4.1449,-0.09404497,,,0.34949963,-0.00517681,
2020-03-11,-0.01101366,0.01831344,0.00837503,0.00887327,0.01800147,6.88939301,2020-03-06,False,-0.00226947,0.00430303,0.00338932,0.0029127,0.00411253,5.32139535,2020-03-06,False,,4.1507,-0.10926102,,,0.3524434,-0.00993896,
2020-03-12,-0.01659914,0.01682314,0.00840189,0.00896479,0.01644779,6.88939301,2020-03-06,False,0.00786415,0.00410811,0.00336927,0.00291889,0.0040147,5.32139535,2020-03-06,False,,4.1549,-0.10815052,,,0.34755604,-0.011257,
2020-03-13,0.02048264,0.01654609,0.00845907,0.00921729,0.01613586,6.88939301,2020-03-06,False,-0.00707861,0.00463496,0.00337366,0.00306469,0.00437937,5.32139535,2020-03-06,False,,4.1483,-0.11783776,,,0.34035756,0.00068318,
2020-03-16,-0.02200541,0.01744373,0.00850457,0.0095663,0.01708969,7.06904673,2020-03-13,False,0.0065452,0.00495787,0.00337825,0.00319793,0.00475339,5.49328072,2020-03-13,False,,4.1288,-0.15207834,,,0.34380648,0.02268224,
2020-03-17,-0.00764881,0.01825559,0.00860248,0.00997488,0.01789225,7.06904673,2020-03-13,False,0.00071653,0.0050931,0.00340014,0.00330743,0.00490042,5.49328072,2020-03-13,False,,4.1212,-0.16491279,,,0.32413614,0.03520152,
2020-03-18,-0.01578736,0.01629345,0.00855045,0.01000856,0.01580738,7.06904673,2020-03-13,False,-0.00092404,0.00473171,0.00339226,0.00330263,0.00468636,5.49328072,2020-03-13,False,,4.1144,-0.17579847,,,0.31791977,0.0258439,
2020-03-19,-0.01350735,0.01601195,0.00857057,0.01020745,0.01553245,7.06904673,2020-03-13,False,0.01229394,0.00441942,0.00337121,0.00329954,0.0044901,5.49328072,2020-03-13,False,,4.1212,-0.16405521,,,0.32788566,0.02343858,
2020-03-20,-0.00031631,0.01535982,0.00860493,0.01035507,0.01487224,7.06904673,2020-03-13,False,0.00038729,0.00580889,0.00345924,0.00365787,0.00550745,5.49328072,2020-03-13,False,,4.1114,-0.18124173,,,0.32547515,0.01963081,
2020-03-23,-0.02855962,0.01347694,0.00860209,0.01026315,0.01294942,7.16316788,2020-03-20,False,0.01335258,0.00538575,0.00345903,0.00365791,0.00529085,5.36168788,2020-03-20,False,,4.1027,-0.18173174,,,0.32775819,0.02105328,
2020-03-24,-0.00228125,0.01767839,0.0086327,0.0109048,0.01742205,7.16316788,2020-03-20,False,-0.00272159,0.00665637,0.0035516,0.00403494,0.00629884,5.36168788,2020-03-20,False,,4.0763,-0.237432,,,0.32087559,-0.01695381,
2020-03-25,-0.01644774,0.01546708,0.00863365,0.01090783,0.01505378,7.16316788,2020-03-20,False,0.00560863,0.00619782,0.00355151,0.00404804,0.00604007,5.36168788,2020-03-20,False,,4.0806,-0.23662078,,,0.3210315,-0.01478506,
2020-03-26,0.0,0.01553532,0.00869531,0.01109373,0.01514297,7.16316788,2020-03-20,False,-0.01611454,0.00601335,0.00356633,0.00411137,0.00596249,5.36168788,2020-03-20,False,,4.08,-0.24404416,,,0.31666756,-0.01202762,
2020-03-27,-0.00099552,0.01367467,0.00868607,0.01090753,0.0131937,7.16316788,2020-03-20,False,0.00441539,0.00768199,0.00370674,0.00460771,0.00727274,5.36168788,2020-03-20,False,,4.0222,-0.23512792,,,0.31478984,-0.01572288,
2020-03-30,-0.00733092,0.01228668,0.00862702,0.01086011,0.01183067,7.10335817,2020-03-27,False,0.00239996,0.00751805,0.00368073,0.00459032,0.00735046,5.25226131,2020-03-27,False,,4.0218,-0.25516171,,,0.315071,-0.01864393,
2020-03-31,-0.00402145,0.01156109,0.0086362,0.0106336,0.01114375,7.10335817,2020-03-27,False,-0.00013612,0.00692036,0.00367143,0.0045925,0.00698089,5.25226131,2020-03-27,False,,4.0175,-0.2544983,,,0.31718849,-0.02319163,
2020-04-01,-0.01727393,0.01065516,0.00863669,0.01064407,0.01026728,7.10335817,2020-03-27,False,0.01025846,0.00633583,0.00360839,0.00459003,0.00659766,5.25226131,2020-03-27,False,,3.9833,-0.26476788,,,0.31611761,-0.04816048,
2020-04-02,-0.01030229,0.01246569,0.0087013,0.01075242,0.01221468,7.10335817,2020-03-27,False,-0.0005404,0.00684662,0.0036654,0.00477138,0.00697778,5.25226131,2020-03-27,False,,3.9815,-0.27920222,,,0.31228203,-0.0454985,
2020-04-03,0.00241338,0.01213996,0.00872366,0.01083431,0.01188748,7.10335817,2020-03-27,False,-0.00225373,0.00627287,0.00364784,0.00469899,0.00659667,5.25226131,2020-03-27,False,,3.9796,-0.2773121,,,0.31069566,-0.04296835,
2020-04-06,-0.01912104,0.01100878,0.00872125,0.01083872,0.0107533,7.14413237,2020-04-03,False,-0.0018947,0.00578221,0.00363971,0.00467593,0.00622566,5.21282367,2020-04-03,False,,3.9791,-0.28101653,,,0.31038611,-0.04440184,
2020-04-07,0.02152861,0.01318385,0.00880463,0.01111028,0.01299083,7.14413237,2020-04-03,False,-0.0068974,0.00537433,0.00363781,0.00467838,0.00593219,5.21282367,2020-04-03,False,,3.9799,-0.27297547,,,0.31147756,-0.04188288,
2020-04-08,-0.02363683,0.01521726,0.00890796,0.01145241,0.0150325,7.14413237,2020-04-03,False,0.00880916,0.00551409,0.00366007,0.00476229,0.00599081,5.21282367,2020-04-03,False,,3.9477,-0.2884995,,,0.31147761,-0.03532097,
2020-04-09,0.00491229,0.01710352,0.00903149,0.01182488,0.01689904,7.14413237,2020-04-03,False,0.00102528,0.00593568,0.00369823,0.00489582,0.00625653,5.21282367,2020-04-03,False,,3.9343,-0.30484513,,,0.31274152,-0.03606702,
2020-04-14,0.01906801,0.01528834,0.00903683,0.01178877,0.01502276,7.31991296,2020-04-09,False,-0.00198726,0.00549623,0.00369064,0.0048917,0.00595446,5.25484053,2020-04-09,False,,3.9217,-0.3050949,,,0.31263485,-0.04126131,
2020-04-15,0.00922926,0.01601553,0.00911563,0.01204218,0.01575672,7.31991296,2020-04-09,False,0.00452887,0.00513299,0.00369054,0.00489067,0.00568639,5.25484053,2020-04-09,False,,3.9221,-0.30737239,,,0.30743184,-0.04045456,
2020-04-16,0.00441352,0.01473752,0.00913415,0.01207528,0.01441881,7.31991296,2020-04-09,False,0.00485972,0.00501251,0.00369941,0.00492547,0.00556839,5.25484053,2020-04-09,False,,3.9231,-0.30056831,,,0.30847961,-0.03882409,
2020-04-17,0.00439413,0.01324044,0.00913827,0.01208613,0.01287825,7.31991296,2020-04-09,False,-0.00520224,0.00494842,0.00371204,0.00496021,0.00548623,5.25484053,2020-04-09,False,,3.9211,-0.29668876,,,0.30847776,-0.03814237,
2020-04-20,-0.02113235,0.01197856,0.00912607,0.01209755,0.01159423,7.3317523,2020-04-17,False,0.00104679,0.00491599,0.00371974,0.00500394,0.00542127,5.32575802,2020-04-17,False,,3.9211,-0.30335404,,,0.30973498,-0.03856908,
2020-04-21,-0.00552678,0.01437872,0.00922335,0.01225947,0.01415056,7.3317523,2020-04-17,False,0.0049122,0.00458489,0.00371555,0.00499413,0.00516748,5.32575802,2020-04-17,False,,3.9196,-0.30241192,,,0.30897486,-0.0374088,
2020-04-22,0.01239259,0.01302669,0.00922972,0.01227249,0.0127342,7.3317523,2020-04-17,False,-0.00525578,0.00459992,0.00370771,0.00503404,0.005129,5.32575802,2020-04-17,False,,3.8879,-0.30524268,,,0.31221224,-0.05280478,
2020-04-23,0.00817722,0.01293442,0.00923745,0.01228962,0.01265896,7.3317523,2020-04-17,False,-0.00610091,0.00465663,0.00371465,0.00507407,0.00512412,5.32575802,2020-04-17,False,,3.8626,-0.31775434,,,0.30606444,-0.0613058,
2020-04-24,-0.00033939,0.0121752,0.00923527,0.01230816,0.01188513,7.3317523,2020-04-17,False,0.00258908,0.00482139,0.00373093,0.00512929,0.00520008,5.32575802,2020-04-17,False,,3.8698,-0.32568534,,,0.31090978,-0.06691884,
2020-04-27,-0.0003395,0.01103215,0.00923206,0.01227594,0.01075572,7.38140769,2020-04-24,False,-0.00172968,0.00456931,0.0037278,0.00514015,0.00500673,5.4131459,2020-04-24,False,,3.8449,-0.32749264,,,0.31553326,-0.05902487,
2020-04-28,-0.00510639,0.01010232,0.00915608,0.01225325,0.00983345,7.38140769,2020-04-24,False,-0.00348287,0.00430706,0.00372941,0.00510427,0.00480031,5.4131459,2020-04-24,False,,3.8339,-0.33067806,,,0.30870267,-0.0585344,
2020-04-29,-0.00068283,0.00962975,0.009119,0.01223193,0.00938985,7.38140769,2020-04-24,False,-0.00286035,0.00420919,0.00373092,0.005105,0.00469304,5.4131459,2020-04-24,False,,3.8287,-0.32418149,,,0.31709608,-0.06033263,
2020-04-30,-0.00239357,0.00899384,0.00909934,0.01217922,0.00877564,7.38140769,2020-04-24,False,-0.0081506,0.0040707,0.00373385,0.00511833,0.00455881,5.4131459,2020-04-24,False,,3.7719,-0.32659231,,,0.31179664,-0.06583234,
2020-05-01,-0.01413573,0.00855798,0.0090816,0.01216967,0.0083688,7.38140769,2020-04-24,False,0.0,0.00474063,0.00376661,0.00521855,0.00496513,5.4131459,2020-04-24,False,,3.7667,-0.32043704,,,0.30829338,-0.06923217,
2020-05-04,-0.00208551,0.01027367,0.00912296,0.0123055,0.01017156,7.3238978,2020-05-01,False,0.00825899,0.00441969,0.00375751,0.00521591,0.00473908,5.42027811,2020-05-01,False,,3.7367,-0.31811236,,,0.30714435,-0.06172147,
2020-05-05,0.0010433,0.00953025,0.00912178,0.0122848,0.00940747,7.3238978,2020-05-01,False,0.00128651,0.00499606,0.00378448,0.00532376,0.00511979,5.42027811,2020-05-01,False,,3.7174,-0.3190014,,,0.30619385,-0.07444506,
2020-05-06,0.00312338,0.00891527,0.00912186,0.01228076,0.00878852,7.3238978,2020-05-01,False,0.00135077,0.00467069,0.00378535,0.0053001,0.00489738,5.42027811,2020-05-01,False,,3.7131,-0.31872392,,,0.30629341,-0.07500354,
2020-05-07,0.00483928,0.00854155,0.00912398,0.01221398,0.0084254,7.3238978,2020-05-01,False,-0.0003784,0.00438688,0.00375265,0.00529882,0.00469201,5.42027811,2020-05-01,False,,3.7179,-0.32172832,,,0.30718735,-0.07464546,
2020-05-11,0.00309864,0.00836945,0.00908036,0.01218602,0.00827416,7.22983729,2020-05-07,False,0.00020306,0.00411766,0.00375025,0.00529823,0.00448504,5.39107097,2020-05-07,False,,3.7082,-0.31957028,,,0.30216394,-0.07200609,
2020-05-12,-0.00793792,0.00811247,0.00907565,0.01211979,0.00802919,7.22983729,2020-05-07,False,-0.00928269,0.00388078,0.00375,0.00529771,0.00429367,5.39107097,2020-05-07,False,,3.7078,-0.31909155,,,0.30185005,-0.0717399,
2020-05-13,-0.00277585,0.0085662,0.00902934,0.0121559,0.00850547,7.22983729,2020-05-07,False,0.0019782,0.00481789,0.00378521,0.00543093,0.00490567,5.39107097,2020-05-07,False,,3.7127,-0.30026404,,,0.30579993,-0.06279277,
2020-05-14,-0.00382942,0.0082374,0.00898209,0.01215905,0.00817587,7.22983729,2020-05-07,False,0.0041074,0.00454545,0.00378445,0.00542723,0.00471969,5.39107097,2020-05-07,False,,3.7139,-0.29876126,,,0.30686351,-0.06205884,
2020-05-15,-0.00069784,0.00807639,0.0089604,0.01200621,0.00802089,7.22983729,2020-05-07,False,0.00429081,0.00447408,0.00376084,0.00545167,0.00466397,5.39107097,2020-05-07,False,,3.7094,-0.31238334,,,0.30308445,-0.06853355,
2020-05-18,0.00626307,0.00767728,0.00893215,0.01200501,0.00763269,7.18876903,2020-05-15,False,-0.00125458,0.00444667,0.00377048,0.00547115,0.00465743,5.38763185,2020-05-15,False,,3.6936,-0.31226155,,,0.29826128,-0.067279,
2020-05-19,0.01548818,0.00795277,0.00891472,0.01202609,0.00791973,7.18876903,2020-05-15,False,-0.00222839,0.0042058,0.00377131,0.00547312,0.00447625,5.38763185,2020-05-15,False,,3.6827,-0.31419753,,,0.305021,-0.06713025,
2020-05-20,-0.00685404,0.01033447,0.00896478,0.01219094,0.01031072,7.18876903,2020-05-15,False,-0.00060945,0.00403844,0.00376717,0.0054775,0.00433888,5.38763185,2020-05-15,False,,3.6741,-0.3160518,,,0.30640237,-0.07147668,
2020-05-21,0.02244229,0.00998327,0.00894159,0.01219889,0.00992914,7.18876903,2020-05-15,False,-0.00152326,0.00382953,0.00374961,0.0054373,0.00416806,5.38763185,2020-05-15,False,,3.6704,-0.30851705,,,0.31136262,-0.0776623,
2020-05-22,-0.00945953,0.01365496,0.00904418,0.01253343,0.0136024,7.18876903,2020-05-15,False,0.00480803,0.00367419,0.00375044,0.00544023,0.00402826,5.38763185,2020-05-15,False,,3.6806,-0.31024289,,,0.31854485,-0.08049415,
2020-05-26,0.00878681,0.01296754,0.00906331,0.01255604,0.01287733,7.24952395,2020-05-22,False,-0.00406927,0.00382516,0.00375766,0.00545842,0.00407364,5.38965179,2020-05-22,False,,3.6741,-0.3134321,,,0.31689052,-0.0811102,
2020-05-27,0.01204028,0.01225954,0.00907582,0.01259026,0.0121184,7.24952395,2020-05-22,False,0.00237014,0.00387037,0.003766,0.00548287,0.00408127,5.38965179,2020-05-22,False,,3.6731,-0.31664751,,,0.31559541,-0.07935792,
2020-05-28,-0.00232984,0.01229855,0.00910763,0.01267876,0.01214476,7.24952395,2020-05-22,False,0.00034982,0.00375528,0.00376584,0.00549131,0.00397891,5.38965179,2020-05-22,False,,3.6764,-0.31247969,,,0.31942543,-0.07924969,
2020-05-29,0.00961705,0.01111254,0.00910838,0.01266718,0.01091813,7.24952395,2020-05-22,False,-0.00320711,0.0035755,0.00374333,0.00538641,0.00382784,5.38965179,2020-05-22,False,,3.673,-0.31293314,,,0.31911777,-0.0748706,
2020-06-01,-0.0023129,0.01099471,0.00911845,0.01261938,0.01081273,7.30726667,2020-05-29,False,-0.00016023,0.00356551,0.00374882,0.00532056,0.00377954,5.43531416,2020-05-29,False,,3.6751,-0.31648223,,,0.32123391,-0.07669906,
2020-06-02,-0.00797082,0.01008696,0.0091047,0.01251628,0.00989012,7.30726667,2020-05-29,False,-0.00400212,0.00340668,0.00374822,0.00524859,0.00364023,5.43531416,2020-05-29,False,,3.695,-0.31772715,,,0.32520502,-0.07452599,
2020-06-03,0.01751821,0.00998137,0.0090792,0.0124892,0.00980881,7.30726667,2020-05-29,False,0.00374782,0.0035213,0.00375602,0.00527391,0.00369101,5.43531416,2020-05-29,False,,3.6889,-0.31633513,,,0.32213248,-0.07474832,
2020-06-04,0.00588045,0.01212546,0.00914002,0.01267626,0.01202548,7.30726667,2020-05-29,False,4.371e-05,0.00358451,0.00375735,0.00528705,0.00371429,5.43531416,2020-05-29,False,,3.6884,-0.30493081,,,0.31922062,-0.07384795,
