date,sigma_lme_garch_frac,garch_persistence,sigma_lme_garch_hday_frac,sigma_lme_hist250_frac,sigma_lme_hist60_frac,move_normal_garch_logret,move_normal_hist250_logret,move_normal_hist60_logret,move_empirical_up_logret,move_empirical_down_logret,stress_move_up_logret,stress_move_down_logret,stress_binding_up,stress_binding_down,label
2022-09-22,0.016163,0.980058,0.051175,0.021113,0.016693,0.11905,0.155318,0.122803,0.105989,-0.129124,0.155318,-0.155318,hist250,hist250,ACADEMIC SIMULATION — not actual trades
2022-09-23,0.016592,0.979979,0.0524,0.021146,0.016627,0.1219,0.155559,0.122315,0.105969,-0.12911,0.155559,-0.155559,hist250,hist250,ACADEMIC SIMULATION — not actual trades
2022-09-26,0.016196,0.979979,0.051254,0.02116,0.016695,0.119235,0.155664,0.122814,0.10595,-0.129095,0.155664,-0.155664,hist250,hist250,ACADEMIC SIMULATION — not actual trades
2022-09-27,0.015548,0.979979,0.049386,0.021166,0.016542,0.114888,0.155707,0.121692,0.105931,-0.129081,0.155707,-0.155707,hist250,hist250,ACADEMIC SIMULATION — not actual trades
2022-09-28,0.015234,0.979979,0.048481,0.021137,0.01633,0.112784,0.155492,0.120131,0.105912,-0.129067,0.155492,-0.155492,hist250,hist250,ACADEMIC SIMULATION — not actual trades
2022-09-29,0.031883,0.979979,0.097596,0.021783,0.019543,0.227042,0.160249,0.143771,0.105893,-0.129053,0.227042,-0.227042,garch,garch,ACADEMIC SIMULATION — not actual trades
2022-09-30,0.032276,0.988662,0.100453,0.021899,0.019844,0.233688,0.161099,0.145981,0.105874,-0.129039,0.233688,-0.233688,garch,garch,ACADEMIC SIMULATION — not actual trades
2022-10-03,0.030356,0.988662,0.094594,0.021903,0.019843,0.220058,0.161133,0.145976,0.105855,-0.129025,0.220058,-0.220058,garch,garch,ACADEMIC SIMULATION — not actual trades
2022-10-04,0.032124,0.988662,0.099987,0.022078,0.020621,0.232605,0.162415,0.151701,0.105836,-0.129011,0.232605,-0.232605,garch,garch,ACADEMIC SIMULATION — not actual trades
2022-10-05,0.030388,0.988662,0.094689,0.022077,0.020432,0.22028,0.16241,0.150313,0.105816,-0.128997,0.22028,-0.22028,garch,garch,ACADEMIC SIMULATION — not actual trades
2022-10-06,0.030068,0.988662,0.093715,0.022148,0.020743,0.218013,0.162932,0.152598,0.105797,-0.128983,0.218013,-0.218013,garch,garch,ACADEMIC SIMULATION — not actual trades
2022-10-07,0.028161,0.988251,0.087816,0.022007,0.020741,0.20429,0.161894,0.152582,0.105778,-0.128968,0.20429,-0.20429,garch,garch,ACADEMIC SIMULATION — not actual trades
2022-10-10,0.028221,0.988251,0.088,0.022075,0.021082,0.204718,0.162399,0.155088,0.105759,-0.128954,0.204718,-0.204718,garch,garch,ACADEMIC SIMULATION — not actual trades
2022-10-11,0.027759,0.988251,0.086592,0.022125,0.02109,0.201443,0.162765,0.155151,0.10574,-0.12894,0.201443,-0.201443,garch,garch,ACADEMIC SIMULATION — not actual trades
2022-10-12,0.026096,0.988251,0.08154,0.022073,0.021014,0.189691,0.162378,0.154589,0.105721,-0.128926,0.189691,-0.189691,garch,garch,ACADEMIC SIMULATION — not actual trades
2022-10-13,0.032545,0.988251,0.101174,0.022439,0.022452,0.235367,0.165071,0.165172,0.105702,-0.128912,0.235367,-0.235367,garch,garch,ACADEMIC SIMULATION — not actual trades
2022-10-14,0.032045,0.989735,0.099941,0.022505,0.022679,0.232497,0.165557,0.166842,0.105682,-0.128898,0.232497,-0.232497,garch,garch,ACADEMIC SIMULATION — not actual trades
2022-10-17,0.031757,0.989735,0.099058,0.022586,0.022945,0.230444,0.166156,0.168795,0.105629,-0.128866,0.230444,-0.230444,garch,garch,ACADEMIC SIMULATION — not actual trades
2022-10-18,0.030406,0.989735,0.094922,0.022502,0.02301,0.220821,0.165537,0.169277,0.105576,-0.128834,0.220821,-0.220821,garch,garch,ACADEMIC SIMULATION — not actual trades
2022-10-19,0.028958,0.989735,0.090496,0.022495,0.023084,0.210526,0.165489,0.169816,0.105523,-0.128803,0.210526,-0.210526,garch,garch,ACADEMIC SIMULATION — not actual trades
2022-10-20,0.028058,0.989735,0.087745,0.022487,0.023102,0.204125,0.165424,0.16995,0.10547,-0.128771,0.204125,-0.204125,garch,garch,ACADEMIC SIMULATION — not actual trades
2022-10-21,0.027766,0.988995,0.086725,0.022542,0.023081,0.201751,0.165829,0.169796,0.105417,-0.128739,0.201751,-0.201751,garch,garch,ACADEMIC SIMULATION — not actual trades
2022-10-24,0.026101,0.988995,0.081655,0.022462,0.02308,0.189958,0.165246,0.169791,0.105364,-0.128708,0.189958,-0.189958,garch,garch,ACADEMIC SIMULATION — not actual trades
2022-10-25,0.024591,0.988995,0.077063,0.022276,0.02307,0.179275,0.163876,0.169719,0.10531,-0.128676,0.179275,-0.179275,garch,garch,ACADEMIC SIMULATION — not actual trades
2022-10-26,0.027189,0.988995,0.084967,0.022437,0.023698,0.197663,0.165058,0.174339,0.105257,-0.128644,0.197663,-0.197663,garch,garch,ACADEMIC SIMULATION — not actual trades
2022-10-27,0.025965,0.988995,0.081242,0.022446,0.023642,0.188996,0.165122,0.173922,0.105204,-0.128612,0.188996,-0.188996,garch,garch,ACADEMIC SIMULATION — not actual trades
2022-10-28,0.026567,0.989052,0.083072,0.022529,0.023935,0.193255,0.165738,0.176082,0.105151,-0.128581,0.193255,-0.193255,garch,garch,ACADEMIC SIMULATION — not actual trades
2022-10-31,0.025361,0.989052,0.079404,0.022531,0.02367,0.184722,0.165753,0.174131,0.105098,-0.128549,0.184722,-0.184722,garch,garch,ACADEMIC SIMULATION — not actual trades
