series,dist,block,first_target,sample_end,n_obs,omega_pct2,alpha,beta,persistence,half_life_days,uncond_vol_daily_frac,nu,loglik,converged,boundary_fit
lme,normal,2022-02-19/2022-02-25,2022-02-21,2022-02-18,1046,0.0861361,0.12200192,0.83195624,0.95395816,14.7054,0.0136778,,-1696.42892899,True,False
lme,normal,2022-02-26/2022-03-04,2022-02-28,2022-02-25,1051,0.08330851,0.13262555,0.82728282,0.95990837,16.9401,0.01441511,,-1712.87111988,True,False
lme,normal,2022-03-05/2022-03-11,2022-03-07,2022-03-04,1056,0.08263264,0.13198839,0.82825121,0.9602396,17.0842,0.01441619,,-1725.27802148,True,False
lme,normal,2022-03-12/2022-03-18,2022-03-14,2022-03-11,1061,0.07143128,0.14160977,0.83086705,0.97247683,24.8359,0.01610998,,-1747.32799234,True,False
lme,normal,2022-03-19/2022-03-25,2022-03-21,2022-03-18,1066,0.07315969,0.14084376,0.8299961,0.97083986,23.4221,0.01583949,,-1760.44677086,True,False
lme,normal,2022-03-26/2022-04-01,2022-03-28,2022-03-25,1071,0.07692379,0.14194456,0.82625695,0.96820151,21.4497,0.01555346,,-1772.32491163,True,False
lme,normal,2022-04-02/2022-04-08,2022-04-04,2022-04-01,1076,0.08838496,0.14824705,0.81294272,0.96118977,17.5111,0.01509093,,-1781.71370741,True,False
lme,normal,2022-04-09/2022-04-15,2022-04-11,2022-04-08,1081,0.08772984,0.14720039,0.81420144,0.96140183,17.6092,0.01507615,,-1791.49079059,True,False
lme,normal,2022-04-16/2022-04-22,2022-04-19,2022-04-14,1085,0.0778128,0.14015448,0.82692967,0.96708416,20.7097,0.01537528,,-1802.08294088,True,False
lme,normal,2022-04-23/2022-04-29,2022-04-25,2022-04-22,1089,0.07895271,0.14023127,0.82592955,0.96616081,20.135,0.01527473,,-1809.81881349,True,False
lme,normal,2022-04-30/2022-05-06,2022-05-03,2022-04-29,1094,0.07123659,0.13411829,0.83635891,0.9704772,23.1301,0.01553362,,-1822.21761791,True,False
lme,normal,2022-05-07/2022-05-13,2022-05-09,2022-05-06,1098,0.06626693,0.13147144,0.84225566,0.9737271,26.0345,0.01588161,,-1832.66996828,True,False
lme,normal,2022-05-14/2022-05-20,2022-05-16,2022-05-13,1103,0.06523281,0.13142303,0.84316728,0.97459031,26.9308,0.01602261,,-1844.72084361,True,False
lme,normal,2022-05-21/2022-05-27,2022-05-23,2022-05-20,1108,0.06348216,0.12989758,0.84564402,0.9755416,27.9918,0.0161106,,-1855.86151556,True,False
lme,normal,2022-05-28/2022-06-03,2022-05-30,2022-05-27,1113,0.0646344,0.12937444,0.84501861,0.97439305,26.7206,0.0158874,,-1865.52947968,True,False
lme,normal,2022-06-04/2022-06-10,2022-06-06,2022-06-01,1116,0.06079962,0.1277693,0.84934864,0.97711794,29.9443,0.01630057,,-1873.61213106,True,False
lme,normal,2022-06-11/2022-06-17,2022-06-13,2022-06-10,1121,0.0613961,0.12666272,0.84956636,0.97622908,28.8115,0.01607117,,-1883.17358826,True,False
lme,normal,2022-06-18/2022-06-24,2022-06-20,2022-06-17,1126,0.05910328,0.12542459,0.852345,0.9777696,30.8323,0.01630543,,-1895.06784359,True,False
lme,normal,2022-06-25/2022-07-01,2022-06-27,2022-06-24,1131,0.05914772,0.12497623,0.85260292,0.97757915,30.5674,0.01624213,,-1905.23057466,True,False
lme,normal,2022-07-02/2022-07-08,2022-07-04,2022-07-01,1136,0.05946459,0.12466541,0.85253379,0.9771992,30.0522,0.01614932,,-1914.89023965,True,False
lme,normal,2022-07-09/2022-07-15,2022-07-11,2022-07-08,1141,0.05895535,0.12420339,0.8532791,0.97748249,30.4347,0.01618085,,-1925.1211247,True,False
lme,normal,2022-07-16/2022-07-22,2022-07-18,2022-07-15,1146,0.05995345,0.12401528,0.8525077,0.97652297,29.1765,0.01598032,,-1933.68257631,True,False
lme,normal,2022-07-23/2022-07-29,2022-07-25,2022-07-22,1151,0.05886894,0.12306281,0.85409592,0.97715874,29.9984,0.01605399,,-1943.64114156,True,False
lme,normal,2022-07-30/2022-08-05,2022-08-01,2022-07-29,1156,0.05818588,0.12230432,0.85523506,0.97753938,30.5127,0.01609526,,-1953.32608183,True,False
lme,normal,2022-08-06/2022-08-12,2022-08-08,2022-08-05,1161,0.05746054,0.12210326,0.85608916,0.97819242,31.4368,0.01623234,,-1963.50193749,True,False
lme,normal,2022-08-13/2022-08-19,2022-08-15,2022-08-12,1166,0.05749636,0.12115038,0.85663967,0.97779005,30.861,0.01608964,,-1972.38587079,True,False
lme,normal,2022-08-20/2022-08-26,2022-08-22,2022-08-19,1171,0.05675119,0.12085666,0.85755577,0.97841243,31.7608,0.01621383,,-1983.21215463,True,False
lme,normal,2022-08-27/2022-09-02,2022-08-30,2022-08-26,1176,0.05669928,0.12028495,0.85797163,0.97825658,31.5306,0.01614823,,-1992.30928375,True,False
lme,normal,2022-09-03/2022-09-09,2022-09-05,2022-09-02,1180,0.05545554,0.12048544,0.85903037,0.97951581,33.4904,0.01645368,,-2002.34914787,True,False
lme,normal,2022-09-10/2022-09-16,2022-09-12,2022-09-09,1185,0.05628549,0.1198684,0.85868424,0.97855264,31.9707,0.01619986,,-2010.80582015,True,False
lme,normal,2022-09-17/2022-09-23,2022-09-19,2022-09-16,1190,0.05361253,0.11713126,0.86292634,0.9800576,34.4097,0.01639625,,-2021.87107027,True,False
lme,normal,2022-09-24/2022-09-30,2022-09-26,2022-09-23,1195,0.05343601,0.11646123,0.86351816,0.97997939,34.2739,0.01633723,,-2031.25800452,True,False
lme,normal,2022-10-01/2022-10-07,2022-10-03,2022-09-30,1200,0.04330233,0.11417879,0.87448297,0.98866176,60.7864,0.01954263,,-2054.95889205,True,False
lme,normal,2022-10-08/2022-10-14,2022-10-10,2022-10-07,1205,0.04300626,0.11214097,0.8761102,0.98825117,58.6499,0.01913236,,-2066.81542591,True,False
lme,normal,2022-10-15/2022-10-21,2022-10-17,2022-10-14,1210,0.04125427,0.1124147,0.87732047,0.98973517,67.1793,0.02004743,,-2080.93714057,True,False
lme,normal,2022-10-22/2022-10-28,2022-10-24,2022-10-21,1215,0.04177438,0.11135955,0.87763522,0.98899477,62.6362,0.01948298,,-2092.47989921,True,False
lme,normal,2022-10-29/2022-11-04,2022-10-31,2022-10-28,1220,0.04137469,0.1105158,0.87853651,0.98905231,62.9673,0.01944044,,-2104.30607605,True,False
lme,normal,2022-11-05/2022-11-11,2022-11-07,2022-11-04,1225,0.04124437,0.10969003,0.87921495,0.98890498,62.1265,0.0192805,,-2115.54645267,True,False
lme,normal,2022-11-12/2022-11-18,2022-11-14,2022-11-11,1230,0.03851445,0.10834753,0.88235205,0.99069958,74.1815,0.02034982,,-2128.92391714,True,False
lme,normal,2022-11-19/2022-11-25,2022-11-21,2022-11-18,1235,0.03947282,0.10698949,0.88251462,0.9895041,65.6926,0.01939275,,-2138.87792974,True,False
lme,normal,2022-11-26/2022-12-02,2022-11-28,2022-11-25,1240,0.04165847,0.10815586,0.8799413,0.98809716,57.8865,0.01870796,,-2148.09799398,True,False
lme,normal,2022-12-03/2022-12-09,2022-12-05,2022-12-02,1245,0.04298062,0.10923398,0.87811363,0.98734761,54.4366,0.01843105,,-2157.26070766,True,False
lme,normal,2022-12-10/2022-12-16,2022-12-12,2022-12-09,1250,0.04557175,0.11178493,0.87417408,0.98595901,49.0186,0.01801561,,-2164.94874727,True,False
lme,normal,2022-12-17/2022-12-23,2022-12-19,2022-12-16,1255,0.04438829,0.10984331,0.87649828,0.98634159,50.4014,0.01802744,,-2174.15811006,True,False
lme,normal,2022-12-24/2022-12-30,2022-12-28,2022-12-23,1260,0.04563416,0.11116638,0.8743974,0.98556377,47.667,0.01777944,,-2181.19525311,True,False
lme,t,2018-12-22/2018-12-28,2018-12-28,2018-12-27,250,0.32012036,0.23251371,0.6475269,0.88004062,5.4242,0.01633577,5.21841382,-435.38826271,True,False
lme,t,2018-12-29/2019-01-04,2018-12-31,2018-12-28,251,0.31972994,0.23178792,0.64751808,0.879306,5.389,0.01627604,5.26404134,-436.79619901,True,False
lme,t,2019-01-05/2019-01-11,2019-01-07,2019-01-04,255,0.35529651,0.2480965,0.62447175,0.87256825,5.0849,0.0166977,5.31364064,-445.41160063,True,False
lme,t,2019-01-12/2019-01-18,2019-01-14,2019-01-11,260,0.34817704,0.23405545,0.63369613,0.86775159,4.8865,0.01622575,5.33920997,-453.16104102,True,False
lme,t,2019-01-19/2019-01-25,2019-01-21,2019-01-18,265,0.35070117,0.25485789,0.62181145,0.87666935,5.2661,0.01686293,5.73019158,-465.52975303,True,False
lme,t,2019-01-26/2019-02-01,2019-01-28,2019-01-25,270,0.34927011,0.24398683,0.6257815,0.86976833,4.9678,0.01637655,5.77406409,-473.43786178,True,False
lme,t,2019-02-02/2019-02-08,2019-02-04,2019-02-01,275,0.34981201,0.25096135,0.61572366,0.86668501,4.8445,0.01619861,5.7119206,-479.1297978,True,False
lme,t,2019-02-09/2019-02-15,2019-02-11,2019-02-08,280,0.37762636,0.24747522,0.60936208,0.8568373,4.4862,0.01624113,5.69195197,-490.04903415,True,False
lme,t,2019-02-16/2019-02-22,2019-02-18,2019-02-15,285,0.3817677,0.26097709,0.59281038,0.85378747,4.385,0.01615873,5.58370772,-495.47420879,True,False
lme,t,2019-02-23/2019-03-01,2019-02-25,2019-02-22,290,0.39138782,0.26884411,0.58203417,0.85087828,4.2923,0.01620068,5.68002118,-502.98675725,True,False
lme,t,2019-03-02/2019-03-08,2019-03-04,2019-03-01,295,0.37783757,0.25815248,0.59224677,0.85039925,4.2774,0.01589226,5.66402456,-509.66788868,True,False
lme,t,2019-03-09/2019-03-15,2019-03-11,2019-03-08,300,0.36902549,0.24885151,0.60097961,0.84983112,4.2598,0.01567611,5.7229629,-516.99847316,True,False
lme,t,2019-03-16/2019-03-22,2019-03-18,2019-03-15,305,0.36154253,0.24576667,0.60377368,0.84954036,4.2509,0.01550136,5.81794624,-523.79798515,True,False
lme,t,2019-03-23/2019-03-29,2019-03-25,2019-03-22,310,0.36757099,0.24421071,0.60150465,0.84571536,4.1364,0.01543509,6.04901935,-532.5140302,True,False
lme,t,2019-03-30/2019-04-05,2019-04-01,2019-03-29,315,0.36068476,0.22607254,0.61913814,0.84521069,4.1217,0.01526488,5.87885774,-540.9717588,True,False
lme,t,2019-04-06/2019-04-12,2019-04-08,2019-04-05,320,0.3555162,0.2239104,0.62035669,0.84426708,4.0945,0.01510913,5.87045714,-547.6020307,True,False
lme,t,2019-04-13/2019-04-19,2019-04-15,2019-04-12,325,0.33519475,0.23954217,0.61550154,0.8550437,4.4262,0.01520653,5.72317931,-551.81078651,True,False
lme,t,2019-04-20/2019-04-26,2019-04-23,2019-04-18,329,0.29636976,0.25407758,0.62333107,0.87740865,5.3,0.01554845,5.58827272,-554.59003855,True,False
lme,t,2019-04-27/2019-05-03,2019-04-29,2019-04-26,333,0.28657962,0.25093727,0.62904521,0.87998248,5.4214,0.01545256,5.63852524,-559.15688216,True,False
lme,t,2019-05-04/2019-05-10,2019-05-07,2019-05-03,338,0.29641463,0.24944926,0.62467589,0.87412515,5.1523,0.01534547,5.78314682,-567.73943012,True,False
lme,t,2019-05-11/2019-05-17,2019-05-13,2019-05-10,342,0.29282145,0.2519648,0.62182499,0.87378979,5.1376,0.0152319,5.69941676,-571.99522049,True,False
lme,t,2019-05-18/2019-05-24,2019-05-20,2019-05-17,347,0.30193268,0.24958074,0.61893442,0.86851516,4.917,0.01515365,5.86336128,-580.64711514,True,False
lme,t,2019-05-25/2019-05-31,2019-05-28,2019-05-24,352,0.29806775,0.24553464,0.62148256,0.8670172,4.8575,0.01497131,6.01129212,-588.26927667,True,False
lme,t,2019-06-01/2019-06-07,2019-06-03,2019-05-31,356,0.29272745,0.25051504,0.61793051,0.86844555,4.9142,0.01491691,5.90836802,-592.14371135,True,False
lme,t,2019-06-08/2019-06-14,2019-06-10,2019-06-07,361,0.29045879,0.2514769,0.61650195,0.86797885,4.8955,0.01483271,6.0011583,-598.45508676,True,False
lme,t,2019-06-15/2019-06-21,2019-06-17,2019-06-14,366,0.29055652,0.2429347,0.62210331,0.86503801,4.7809,0.01467268,6.03691682,-606.24460112,True,False
lme,t,2019-06-22/2019-06-28,2019-06-24,2019-06-21,371,0.29739213,0.24761745,0.6156335,0.86325095,4.7137,0.01474696,6.26615264,-615.46307999,True,False
lme,t,2019-06-29/2019-07-05,2019-07-01,2019-06-28,376,0.29302242,0.24176524,0.62052714,0.86229238,4.6783,0.01458718,6.37663495,-623.63104302,True,False
lme,t,2019-07-06/2019-07-12,2019-07-08,2019-07-05,381,0.29033719,0.23936555,0.62116968,0.86053523,4.6148,0.01442843,6.39049236,-629.93057485,True,False
lme,t,2019-07-13/2019-07-19,2019-07-15,2019-07-12,386,0.28493949,0.23381974,0.62684123,0.86066097,4.6193,0.01430013,6.32062518,-636.05480638,True,False
lme,t,2019-07-20/2019-07-26,2019-07-22,2019-07-19,391,0.26901063,0.24079235,0.62823339,0.86902574,4.9376,0.0143315,6.23861752,-640.50350546,True,False
lme,t,2019-07-27/2019-08-02,2019-07-29,2019-07-26,396,0.26734906,0.23356278,0.63317763,0.86674041,4.8466,0.01416414,6.30349761,-647.07914759,True,False
lme,t,2019-08-03/2019-08-09,2019-08-05,2019-08-02,401,0.25465799,0.23204883,0.63974733,0.87179616,5.0521,0.0140938,6.28266166,-652.2705425,True,False
lme,t,2019-08-10/2019-08-16,2019-08-12,2019-08-09,406,0.23995981,0.23247126,0.64603478,0.87850603,5.3511,0.01405374,6.27441032,-657.11672104,True,False
lme,t,2019-08-17/2019-08-23,2019-08-19,2019-08-16,411,0.2252514,0.23307404,0.65265069,0.88572473,5.712,0.01403969,6.27877089,-661.87824127,True,False
lme,t,2019-08-24/2019-08-30,2019-08-27,2019-08-23,416,0.20615042,0.23365489,0.6622777,0.89593259,6.3076,0.01407456,6.24843585,-666.20136707,True,False
lme,t,2019-08-31/2019-09-06,2019-09-02,2019-08-30,420,0.19884591,0.22929836,0.66910283,0.89840119,6.4696,0.01398988,6.25425078,-670.57358555,True,False
lme,t,2019-09-07/2019-09-13,2019-09-09,2019-09-06,425,0.19577088,0.22691075,0.67175131,0.89866206,6.4872,0.01389914,6.30491407,-676.57807707,True,False
lme,t,2019-09-14/2019-09-20,2019-09-16,2019-09-13,430,0.18943649,0.22342928,0.67681868,0.90024796,6.5961,0.01378069,6.36152445,-682.30234184,True,False
lme,t,2019-09-21/2019-09-27,2019-09-23,2019-09-20,435,0.18207098,0.2173717,0.68497873,0.90235043,6.7458,0.0136548,6.34486354,-688.04709888,True,False
lme,t,2019-09-28/2019-10-04,2019-09-30,2019-09-27,440,0.17661898,0.21654573,0.6876285,0.90417422,6.881,0.01357618,6.41780982,-693.41555105,True,False
lme,t,2019-10-05/2019-10-11,2019-10-07,2019-10-04,445,0.16023658,0.21745858,0.69638484,0.91384341,7.6934,0.01363756,6.33375028,-697.26093424,True,False
lme,t,2019-10-12/2019-10-18,2019-10-14,2019-10-11,450,0.16071084,0.21389615,0.69777809,0.91167424,7.4957,0.01348897,6.46387331,-703.43256708,True,False
lme,t,2019-10-19/2019-10-25,2019-10-21,2019-10-18,455,0.15464282,0.20671654,0.70654575,0.91326229,7.6395,0.01335245,6.47647227,-709.40278247,True,False
lme,t,2019-10-26/2019-11-01,2019-10-28,2019-10-25,460,0.14961842,0.1996578,0.71486528,0.91452308,7.7574,0.01323025,6.41161115,-715.51388722,True,False
lme,t,2019-11-02/2019-11-08,2019-11-04,2019-11-01,465,0.14907567,0.19657681,0.71699904,0.91357585,7.6685,0.01313366,6.51008687,-721.98657866,True,False
lme,t,2019-11-09/2019-11-15,2019-11-11,2019-11-08,470,0.15016874,0.19652828,0.71530798,0.91183626,7.5101,0.01305103,6.56788268,-728.74290867,True,False
lme,t,2019-11-16/2019-11-22,2019-11-18,2019-11-15,475,0.1523639,0.19320674,0.71728028,0.91048701,7.3915,0.01304662,6.62147787,-737.72237022,True,False
lme,t,2019-11-23/2019-11-29,2019-11-25,2019-11-22,480,0.15262296,0.19616227,0.71272443,0.9088867,7.2554,0.01294253,6.55092296,-742.44162464,True,False
lme,t,2019-11-30/2019-12-06,2019-12-02,2019-11-29,485,0.15364107,0.19651951,0.71099655,0.90751606,7.1426,0.01288904,6.59818527,-748.29588163,True,False
lme,t,2019-12-07/2019-12-13,2019-12-09,2019-12-06,490,0.15245603,0.19187801,0.71526264,0.90714065,7.1123,0.01281326,6.61809752,-755.39332685,True,False
lme,t,2019-12-14/2019-12-20,2019-12-16,2019-12-13,495,0.14942997,0.19185445,0.71588517,0.90773961,7.1608,0.01272657,6.61764534,-760.6504207,True,False
lme,t,2019-12-21/2019-12-27,2019-12-23,2019-12-20,500,0.14143411,0.19701457,0.71626205,0.91327663,7.6408,0.01277053,6.54411521,-764.28298373,True,False
lme,t,2019-12-28/2020-01-03,2019-12-30,2019-12-27,503,0.13766004,0.19382958,0.72117139,0.91500097,7.8031,0.01272615,6.53904526,-767.32937439,True,False
lme,t,2020-01-04/2020-01-10,2020-01-06,2020-01-03,507,0.1414435,0.19298183,0.71919392,0.91217576,7.5406,0.01269066,6.56225243,-772.91149079,True,False
lme,t,2020-01-11/2020-01-17,2020-01-13,2020-01-10,512,0.14465223,0.19303678,0.71645948,0.90949626,7.3067,0.01264239,6.55484675,-780.35723262,True,False
lme,t,2020-01-18/2020-01-24,2020-01-20,2020-01-17,517,0.14376768,0.19582359,0.71337727,0.90920087,7.2818,0.01258316,6.52456683,-784.96788864,True,False
lme,t,2020-01-25/2020-01-31,2020-01-27,2020-01-24,522,0.14075728,0.19103686,0.71903765,0.91007451,7.356,0.01251106,6.49980335,-790.74734058,True,False
lme,t,2020-02-01/2020-02-07,2020-02-03,2020-01-31,527,0.13969689,0.18977862,0.71978405,0.90956267,7.3123,0.01242852,6.61692513,-796.98203006,True,False
lme,t,2020-02-08/2020-02-14,2020-02-10,2020-02-07,532,0.13421559,0.18889977,0.72334982,0.91224959,7.5472,0.01236736,6.60404057,-801.64609676,True,False
lme,t,2020-02-15/2020-02-21,2020-02-17,2020-02-14,537,0.1327963,0.18566116,0.72624633,0.9119075,7.5165,0.01227788,6.70047089,-807.80042622,True,False
lme,t,2020-02-22/2020-02-28,2020-02-24,2020-02-21,542,0.12904323,0.18009458,0.73313683,0.91323141,7.6366,0.01219513,6.66604427,-813.77928621,True,False
lme,t,2020-02-29/2020-03-06,2020-03-02,2020-02-28,547,0.12335366,0.17981291,0.73666727,0.91648018,7.9476,0.01215294,6.67181335,-818.15374347,True,False
lme,t,2020-03-07/2020-03-13,2020-03-09,2020-03-06,552,0.13524508,0.18526611,0.72374656,0.90901267,7.266,0.01219187,6.88939301,-827.40895586,True,False
lme,t,2020-03-14/2020-03-20,2020-03-16,2020-03-13,557,0.15015379,0.21086942,0.69508994,0.90595935,7.0184,0.01263602,7.06904673,-840.28239611,True,False
lme,t,2020-03-21/2020-03-27,2020-03-23,2020-03-20,562,0.15128279,0.21107953,0.69314728,0.90422681,6.885,0.01256819,7.16316788,-849.20373323,True,False
lme,t,2020-03-28/2020-04-03,2020-03-30,2020-03-27,567,0.14256091,0.20219648,0.70775281,0.90994929,7.3453,0.0125822,7.10335817,-858.62929618,True,False
lme,t,2020-04-04/2020-04-10,2020-04-06,2020-04-03,572,0.140332,0.19790119,0.71236295,0.91026414,7.3723,0.01250534,7.14413237,-865.99105831,True,False
lme,t,2020-04-11/2020-04-17,2020-04-14,2020-04-09,576,0.13940732,0.20275614,0.7116763,0.91443244,7.7488,0.01276404,7.31991296,-875.75180757,True,False
lme,t,2020-04-18/2020-04-24,2020-04-20,2020-04-17,580,0.14271607,0.20345155,0.70752633,0.91097788,7.4343,0.01266157,7.3317523,-881.9263889,True,False
lme,t,2020-04-25/2020-05-01,2020-04-27,2020-04-24,585,0.13623231,0.19663372,0.71790216,0.91453588,7.7587,0.01262549,7.38140769,-890.16262843,True,False
lme,t,2020-05-02/2020-05-08,2020-05-04,2020-05-01,590,0.14257968,0.20033622,0.70917116,0.90950737,7.3077,0.01255227,7.3238978,-895.86259192,True,False
lme,t,2020-05-09/2020-05-15,2020-05-11,2020-05-07,594,0.13907998,0.20057144,0.71038338,0.91095481,7.4323,0.01249761,7.22983729,-899.07212151,True,False
lme,t,2020-05-16/2020-05-22,2020-05-18,2020-05-15,599,0.13234031,0.20134777,0.71389451,0.91524228,7.8263,0.01249558,7.18876903,-903.09298558,True,False
lme,t,2020-05-23/2020-05-29,2020-05-26,2020-05-22,604,0.14554313,0.20595195,0.70194339,0.90789534,7.1735,0.01257057,7.24952395,-913.10211291,True,False
lme,t,2020-05-30/2020-06-05,2020-06-01,2020-05-29,608,0.14440045,0.20351691,0.70380726,0.90732417,7.1271,0.01248248,7.30726667,-918.6541601,True,False
lme,t,2020-06-06/2020-06-12,2020-06-08,2020-06-05,613,0.14306009,0.20058296,0.70719925,0.90778221,7.1643,0.01245523,7.40108333,-926.43053624,True,False
lme,t,2020-06-13/2020-06-19,2020-06-15,2020-06-12,618,0.14385651,0.202833,0.70792983,0.91076283,7.4155,0.01269673,7.28995323,-937.82276904,True,False
lme,t,2020-06-20/2020-06-26,2020-06-22,2020-06-19,623,0.14710379,0.20171367,0.70479073,0.9065044,7.0614,0.01254343,7.27791828,-945.08746576,True,False
lme,t,2020-06-27/2020-07-03,2020-06-29,2020-06-26,628,0.15274236,0.2064401,0.69816569,0.90460579,6.9138,0.01265374,7.29903872,-953.99579283,True,False
lme,t,2020-07-04/2020-07-10,2020-07-06,2020-07-03,633,0.14980144,0.19983022,0.70423849,0.90406872,6.8731,0.0124962,7.30691882,-960.65009051,True,False
lme,t,2020-07-11/2020-07-17,2020-07-13,2020-07-10,638,0.15153642,0.20154003,0.70303079,0.90457082,6.9111,0.01260137,7.36444147,-970.22258754,True,False
lme,t,2020-07-18/2020-07-24,2020-07-20,2020-07-17,643,0.15146613,0.20149992,0.70250096,0.90400088,6.8679,0.012561,7.49320127,-978.55980772,True,False
lme,t,2020-07-25/2020-07-31,2020-07-27,2020-07-24,648,0.15185816,0.19997947,0.70229883,0.9022783,6.7406,0.0124659,7.46922227,-984.8770957,True,False
lme,t,2020-08-01/2020-08-07,2020-08-03,2020-07-31,653,0.15166951,0.20211789,0.69950553,0.90162342,6.6933,0.01241662,7.45535296,-989.83427629,True,False
lme,t,2020-08-08/2020-08-14,2020-08-10,2020-08-07,658,0.15961824,0.20460702,0.69272031,0.89732733,6.3982,0.01246849,7.57834986,-999.41968323,True,False
lme,t,2020-08-15/2020-08-21,2020-08-17,2020-08-14,663,0.15891158,0.20281013,0.69341705,0.89622718,6.3266,0.01237474,7.6107202,-1005.72912285,True,False
lme,t,2020-08-22/2020-08-28,2020-08-24,2020-08-21,668,0.16072458,0.20193957,0.69312129,0.89506086,6.2523,0.01237577,7.6794847,-1013.38192647,True,False
lme,t,2020-08-29/2020-09-04,2020-09-01,2020-08-28,673,0.15737954,0.19655579,0.69902293,0.89557872,6.285,0.01227664,7.64883076,-1019.42371272,True,False
lme,t,2020-09-05/2020-09-11,2020-09-07,2020-09-04,677,0.15651878,0.1934942,0.70267638,0.89617058,6.3229,0.01227787,7.67741987,-1026.24260142,True,False
lme,t,2020-09-12/2020-09-18,2020-09-14,2020-09-11,682,0.15643807,0.19374558,0.70108697,0.89483255,6.2379,0.01219637,7.61070089,-1031.47010834,True,False
lme,t,2020-09-19/2020-09-25,2020-09-21,2020-09-18,687,0.15398532,0.19273573,0.7029485,0.89568423,6.2918,0.01214968,7.63729584,-1036.81141454,True,False
lme,t,2020-09-26/2020-10-02,2020-09-28,2020-09-25,692,0.15706925,0.19289945,0.70039129,0.89329073,6.1426,0.01213234,7.74356593,-1044.05055062,True,False
lme,t,2020-10-03/2020-10-09,2020-10-05,2020-10-02,697,0.15694519,0.19162889,0.70125757,0.89288645,6.118,0.01210464,7.84070659,-1051.5923091,True,False
lme,t,2020-10-10/2020-10-16,2020-10-12,2020-10-09,702,0.15503715,0.18991024,0.70603244,0.89594268,6.3083,0.01220623,7.90044994,-1062.17153482,True,False
lme,t,2020-10-17/2020-10-23,2020-10-19,2020-10-16,707,0.15146744,0.18553398,0.71283906,0.89837304,6.4677,0.0122083,7.91082837,-1070.81937796,True,False
lme,t,2020-10-24/2020-10-30,2020-10-26,2020-10-23,712,0.15242615,0.18445128,0.71176457,0.89621584,6.3258,0.01211893,7.93832221,-1077.58937513,True,False
lme,t,2020-10-31/2020-11-06,2020-11-02,2020-10-30,717,0.15543182,0.18492571,0.70928458,0.89421028,6.1991,0.01212127,7.9791908,-1085.07571417,True,False
lme,t,2020-11-07/2020-11-13,2020-11-09,2020-11-06,722,0.1577657,0.18409284,0.7092439,0.89333674,6.1454,0.01216183,7.78874601,-1094.67335204,True,False
lme,t,2020-11-14/2020-11-20,2020-11-16,2020-11-13,727,0.15570903,0.18257945,0.71181089,0.89439034,6.2103,0.01214242,7.90674516,-1102.72018759,True,False
lme,t,2020-11-21/2020-11-27,2020-11-23,2020-11-20,732,0.15360574,0.17932884,0.71557678,0.89490562,6.2425,0.01208966,7.9100075,-1109.5459116,True,False
lme,t,2020-11-28/2020-12-04,2020-11-30,2020-11-27,737,0.15513851,0.1835095,0.70977242,0.89328192,6.142,0.01205704,7.85694718,-1114.16017755,True,False
lme,t,2020-12-05/2020-12-11,2020-12-07,2020-12-04,742,0.15931534,0.18049231,0.70980275,0.89029505,5.965,0.01205079,7.87319508,-1123.38942097,True,False
lme,t,2020-12-12/2020-12-18,2020-12-14,2020-12-11,747,0.15838271,0.17957273,0.71087113,0.89044387,5.9736,0.01202363,8.02592559,-1130.75294359,True,False
lme,t,2020-12-19/2020-12-25,2020-12-21,2020-12-18,752,0.15743543,0.17861376,0.71169868,0.89031244,5.966,0.01198043,8.09887964,-1137.06781621,True,False
lme,t,2020-12-26/2021-01-01,2020-12-29,2020-12-24,756,0.1577596,0.17706373,0.71308072,0.89014445,5.9563,0.01198359,8.19738656,-1143.97772823,True,False
lme,t,2021-01-02/2021-01-08,2021-01-04,2020-12-31,759,0.15702397,0.17623697,0.71386394,0.89010092,5.9538,0.01195325,8.23814241,-1147.85632731,True,False
lme,t,2021-01-09/2021-01-15,2021-01-11,2021-01-08,764,0.16085674,0.18142468,0.70877206,0.89019674,5.9593,0.01210353,8.38958596,-1159.27938325,True,False
lme,t,2021-01-16/2021-01-22,2021-01-18,2021-01-15,769,0.1661543,0.18211207,0.70257444,0.88468651,5.6573,0.01200372,8.34239359,-1165.65369909,True,False
lme,t,2021-01-23/2021-01-29,2021-01-25,2021-01-22,774,0.16285016,0.17967458,0.70716107,0.88683565,5.7716,0.01199608,8.5474715,-1173.67312349,True,False
lme,t,2021-01-30/2021-02-05,2021-02-01,2021-01-29,779,0.16090753,0.17781599,0.71022483,0.88804082,5.8376,0.01198832,8.67229078,-1181.82031077,True,False
lme,t,2021-02-06/2021-02-12,2021-02-08,2021-02-05,784,0.1588928,0.17501077,0.71390069,0.88891146,5.8862,0.01195962,8.76209656,-1189.05075707,True,False
lme,t,2021-02-13/2021-02-19,2021-02-15,2021-02-12,789,0.15795134,0.17414948,0.71457033,0.88871981,5.8755,0.01191387,8.80512849,-1195.41435951,True,False
lme,t,2021-02-20/2021-02-26,2021-02-22,2021-02-19,794,0.16163716,0.17278391,0.71375704,0.88654095,5.7557,0.01193579,8.65501027,-1203.70418837,True,False
lme,t,2021-02-27/2021-03-05,2021-03-01,2021-02-26,799,0.15714594,0.1673525,0.72442273,0.89177523,6.0515,0.01205003,8.24300168,-1214.70021534,True,False
lme,t,2021-03-06/2021-03-12,2021-03-08,2021-03-05,804,0.15815901,0.1686244,0.72231599,0.89094038,6.0024,0.01204245,8.36757558,-1223.81559181,True,False
