obs_id,buyer_id,quarter,latent_weakness,utilisation_frac,dpd_max_days,history_months,order_concentration_frac,true_pd_12m_frac,default_12m,split,label
OBS_00291,SYN_0291,1,-0.2894417,0.7094946,3.0,36.89056056,0.18027048,0.03435608,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00292,SYN_0292,1,1.15891883,0.95195456,12.0,92.74388684,0.39663944,0.04045491,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00293,SYN_0293,1,-0.32422246,0.39630222,13.0,145.35637186,0.14086992,0.00333002,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00294,SYN_0294,1,-1.70881266,0.4643248,0.0,34.52786405,0.14519497,0.01781352,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00295,SYN_0295,1,1.05480397,0.81145208,0.0,26.51648702,0.35995431,0.05807965,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00296,SYN_0296,1,-0.63785254,0.77886045,0.0,71.35354798,0.07491624,0.01644803,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00297,SYN_0297,1,0.5359913,0.62944782,0.0,16.41293945,0.10994104,0.03377156,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00298,SYN_0298,1,0.84871022,0.54975327,0.0,70.35279294,0.38921547,0.01560674,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00299,SYN_0299,1,-0.74787417,0.4027126,0.0,28.23549594,0.14237015,0.0173912,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00300,SYN_0300,1,-0.0003196,0.2923053,0.0,8.51732881,0.15665533,0.01995766,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00301,SYN_0001,2,-0.97193661,0.58175813,0.0,100.31071047,0.05149061,0.00604781,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00302,SYN_0002,2,-0.88896545,0.42790628,0.0,47.10107735,0.06347905,0.0116688,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00303,SYN_0003,2,-1.02520018,0.63609251,0.0,23.19409246,0.07017951,0.02873111,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00304,SYN_0004,2,-0.26387752,0.26704244,0.0,68.3424942,0.30467957,0.00772192,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00305,SYN_0005,2,-0.35580577,0.42660174,0.0,61.76738195,0.12192702,0.00963142,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00306,SYN_0006,2,-0.44525982,0.20405212,8.0,59.56194518,0.16347101,0.00895803,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00307,SYN_0007,2,-1.3010895,0.4641023,0.0,26.04731557,0.12060575,0.02009494,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00308,SYN_0008,2,-0.52966119,0.35379761,2.0,73.49806872,0.0561925,0.00653245,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00309,SYN_0009,2,0.94499485,0.48514382,10.0,20.33600778,0.2398818,0.04063414,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00310,SYN_0010,2,-0.31438297,0.62419873,1.0,24.05256915,0.17896834,0.03322912,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00311,SYN_0011,2,0.26173537,0.34436684,0.0,24.04862257,0.32293904,0.02116077,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00312,SYN_0012,2,1.70554857,0.62431324,11.0,59.24394015,0.22572383,0.02781794,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00313,SYN_0013,2,-1.63125673,0.24368679,0.0,89.61280205,0.08254448,0.00363304,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00314,SYN_0014,2,-0.69370204,0.3498823,0.0,19.16168508,0.22895425,0.02058501,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00315,SYN_0015,2,0.75582743,0.44993443,0.0,22.48416717,0.3605962,0.02883436,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00316,SYN_0016,2,-0.27802157,0.33717867,0.0,35.97371603,0.17396382,0.0136507,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00317,SYN_0017,2,-1.46600943,0.20574567,0.0,23.54861286,0.09889105,0.0115737,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00318,SYN_0018,2,0.30223133,0.64336089,5.0,15.87007447,0.45029207,0.06696788,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00319,SYN_0019,2,0.97550901,0.60514444,0.0,15.74129033,0.09864385,0.03194379,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00320,SYN_0020,2,-0.07126457,0.6323942,12.0,93.32985169,0.29686823,0.01746927,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00321,SYN_0021,2,-0.47004256,0.47560671,0.0,33.01648064,0.3548645,0.02500137,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00322,SYN_0022,2,0.72005378,0.82041476,0.0,170.33009125,0.18951457,0.00340679,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00323,SYN_0023,2,1.96947148,1.06667243,24.0,34.43242006,0.40728644,0.2100659,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00324,SYN_0024,2,-0.07803987,0.42792932,0.0,48.44372571,0.06451371,0.01140121,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00325,SYN_0025,2,-0.9825838,0.37986089,0.0,19.59711884,0.07045468,0.01754792,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00326,SYN_0026,2,-0.36531372,0.47035061,0.0,9.77169099,0.04339916,0.02464324,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00327,SYN_0027,2,-0.23075649,0.51830374,10.0,40.54473094,0.09282594,0.02486814,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00328,SYN_0028,2,-0.84436642,0.41057757,47.0,34.21495466,0.07241837,0.08948282,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00329,SYN_0029,2,-0.08521626,0.56434694,23.0,46.75249817,0.12965269,0.04297942,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00330,SYN_0030,2,-2.27601856,0.42036169,0.0,47.56317016,0.11314185,0.01218707,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00331,SYN_0031,2,-0.09532461,0.39027794,10.0,49.08173989,0.42331992,0.02529545,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00332,SYN_0032,2,0.80086581,0.35154564,0.0,57.92429234,0.39704232,0.01281097,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00333,SYN_0033,2,-0.05785585,0.41426085,0.0,51.9028395,0.10846145,0.01103082,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00334,SYN_0034,2,1.00254809,0.3171619,28.0,26.30317772,0.14159436,0.04500221,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00335,SYN_0035,2,0.49378487,0.59763647,0.0,27.90395385,0.2227867,0.02986553,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00336,SYN_0036,2,1.23519406,0.77747047,7.0,43.84650281,0.27600929,0.04663317,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00337,SYN_0037,2,0.32137738,0.825204,0.0,76.64789944,0.05392161,0.01605824,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00338,SYN_0038,2,0.55070096,0.79159385,0.0,36.99975598,0.16104818,0.03545636,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00339,SYN_0039,2,-0.42985911,0.18802518,0.0,31.5131089,0.29142845,0.01254351,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00340,SYN_0040,2,0.83663492,0.83315618,0.0,17.21545906,0.14321813,0.05377695,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00341,SYN_0041,2,0.68442088,0.63572636,65.0,23.56143005,0.21874955,0.33512328,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00342,SYN_0042,2,0.1464648,0.50503579,3.0,53.26461822,0.11104677,0.01486921,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00343,SYN_0043,2,-1.0859714,0.20997506,16.0,37.29990455,0.13539074,0.01809438,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00344,SYN_0044,2,0.36837233,0.30229624,20.0,57.39649219,0.18005064,0.01913373,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00345,SYN_0045,2,-1.86610343,0.0,0.0,80.27187211,0.03739332,0.00235884,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00346,SYN_0046,2,0.13986389,0.52403856,0.0,38.68660131,0.03645283,0.01620833,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00347,SYN_0047,2,-0.09740044,0.19815801,0.0,72.50902849,0.52129704,0.00829,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00348,SYN_0048,2,-0.26983995,0.55699569,5.0,29.61549441,0.18056662,0.03048626,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00349,SYN_0049,2,-0.5594288,0.27949842,1.0,23.75931869,0.10592579,0.01425424,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00350,SYN_0050,2,0.81076185,0.89409839,1.0,59.60839078,0.17766171,0.03133241,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00351,SYN_0051,2,-1.06873881,0.74466107,7.0,16.54361419,0.03652268,0.05127549,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00352,SYN_0052,2,-0.55669468,0.6724859,0.0,41.44889348,0.20802002,0.02695613,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00353,SYN_0053,2,1.09453646,0.64470781,4.0,32.56345437,0.4255809,0.04667609,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00354,SYN_0054,2,0.0121293,0.49307434,0.0,32.30540414,0.37872929,0.02717383,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00355,SYN_0055,2,0.49968091,0.38864464,8.0,7.42868836,0.10817136,0.0322282,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00356,SYN_0056,2,-0.62697615,0.3373866,0.0,174.79281519,0.05943577,0.00089195,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00357,SYN_0057,2,-0.74126557,0.4121502,0.0,38.31287302,0.21936303,0.01641559,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00358,SYN_0058,2,-0.18296089,0.63893779,0.0,13.7906728,0.14997082,0.03812931,1,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00359,SYN_0059,2,-0.51890921,0.48252781,0.0,30.52298185,0.01783408,0.01674556,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00360,SYN_0060,2,0.96599433,0.61785155,0.0,27.37791274,0.04988788,0.02490453,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00361,SYN_0061,2,0.07253762,0.57435384,0.0,29.93398776,0.18559185,0.02602275,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00362,SYN_0062,2,-1.70174319,0.29716605,0.0,110.61368637,0.00903265,0.00250248,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00363,SYN_0063,2,0.14020627,0.58842832,0.0,32.1998468,0.06657544,0.02189231,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00364,SYN_0064,2,1.31423555,0.76852769,8.0,23.22738466,0.25615224,0.06651917,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00365,SYN_0065,2,-0.35156418,0.78322617,0.0,29.9679874,0.13010252,0.03788726,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00366,SYN_0066,2,-1.39096964,0.46678295,0.0,21.92774173,0.13762039,0.02229988,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00367,SYN_0067,2,0.10262531,0.83321846,0.0,21.19854692,0.13163571,0.04937155,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00368,SYN_0068,2,-0.83767937,0.57357371,1.0,26.03023885,0.03472287,0.02361726,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00369,SYN_0069,2,-1.66388886,0.37274963,0.0,74.44924774,0.01228436,0.00581042,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00370,SYN_0070,2,1.27249463,0.68384836,2.0,19.29803781,0.402202,0.05751488,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00371,SYN_0071,2,-0.41377738,0.14280741,0.0,83.84702704,0.03852881,0.00303819,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00372,SYN_0072,2,-1.04110556,0.40855843,0.0,50.97706296,0.07196599,0.01053474,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00373,SYN_0073,2,0.07431996,0.29650944,0.0,19.080667,0.14052859,0.01624536,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00374,SYN_0074,2,2.03693342,0.46062193,76.0,10.15804753,0.596935,0.53692599,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00375,SYN_0075,2,-1.71890001,0.35387964,0.0,60.7562274,0.09089914,0.00800316,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00376,SYN_0076,2,0.86386125,0.47606556,5.0,69.33394595,0.12673181,0.01149904,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00377,SYN_0077,2,0.62471848,0.09392429,0.0,60.98609355,0.1002047,0.00453572,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00378,SYN_0078,2,-0.41777354,0.4401268,0.0,30.30124116,0.1088193,0.01736018,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00379,SYN_0079,2,-0.8249881,0.20290752,0.0,17.59285829,0.03610642,0.01176592,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00380,SYN_0080,2,-0.82527742,0.70583848,0.0,85.7467821,0.19406706,0.01267926,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00381,SYN_0081,2,0.01960765,0.25221373,0.0,37.52841515,0.0439336,0.00918955,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00382,SYN_0082,2,-0.81612067,0.52081785,24.0,89.64711806,0.41738207,0.02778201,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00383,SYN_0083,2,0.47134961,0.44733119,5.0,21.27218011,0.02594374,0.02263893,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00384,SYN_0084,2,0.18557703,0.40238346,0.0,26.6501433,0.09684452,0.01680504,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00385,SYN_0085,2,1.38280953,0.61894981,56.0,21.83238614,0.32975198,0.28901631,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00386,SYN_0086,2,-0.48430854,0.33759193,0.0,40.75317445,0.25033607,0.01390597,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00387,SYN_0087,2,-0.88423445,0.62915023,5.0,54.10641257,0.1220376,0.02112953,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00388,SYN_0088,2,-0.91107941,0.34321108,18.0,38.18159466,0.01279834,0.02181234,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00389,SYN_0089,2,1.41667837,0.74544319,19.0,10.83923397,0.40849688,0.14140744,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00390,SYN_0090,2,-0.48491164,0.25693037,5.0,35.73431732,0.06834358,0.01213177,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00391,SYN_0091,2,-0.63335528,0.26320503,12.0,155.46156854,0.09442867,0.001848,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00392,SYN_0092,2,-0.85283985,0.79826042,0.0,24.68473951,0.16871454,0.04527103,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00393,SYN_0093,2,0.15902739,0.55357517,0.0,39.7068191,0.18464425,0.02079892,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00394,SYN_0094,2,1.29951612,0.40067223,17.0,17.4335361,0.37297747,0.0559172,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00395,SYN_0095,2,-0.02719441,0.63901051,0.0,72.77687372,0.25169,0.01503189,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00396,SYN_0096,2,0.86761943,0.81668265,22.0,97.41993982,0.32695182,0.03743462,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00397,SYN_0097,2,-2.50165834,0.14500973,0.0,57.9786855,0.11114662,0.00545357,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00398,SYN_0098,2,0.25887029,0.69479721,2.0,17.21312643,0.05665006,0.03855968,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00399,SYN_0099,2,-1.09117763,0.24991502,0.0,59.07709227,0.22390201,0.00788589,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00400,SYN_0100,2,0.56338105,0.6033251,0.0,15.0784562,0.06753974,0.03087287,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00401,SYN_0101,2,-0.91626492,0.48514835,0.0,81.19508495,0.33936638,0.01035609,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00402,SYN_0102,2,0.30186271,0.51609316,1.0,85.30339152,0.09559342,0.0076356,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00403,SYN_0103,2,0.25907537,0.73251679,0.0,46.29512877,0.16561845,0.02655452,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00404,SYN_0104,2,1.3946512,0.5024169,0.0,12.01624916,0.20698167,0.03168056,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00405,SYN_0105,2,-1.22581875,0.45538865,0.0,74.86968384,0.04115271,0.0072079,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00406,SYN_0106,2,0.42329866,0.68595129,2.0,13.72119746,0.08450462,0.04180237,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00407,SYN_0107,2,-0.38557122,0.40347464,14.0,18.92148961,0.03413163,0.03097907,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00408,SYN_0108,2,-0.80565117,0.20264321,0.0,124.68206024,0.11131938,0.00180113,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00409,SYN_0109,2,-0.72202887,0.36701645,0.0,48.03557753,0.24031511,0.01280289,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00410,SYN_0110,2,-0.55046035,0.49205713,7.0,14.90724952,0.10820824,0.03386384,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00411,SYN_0111,2,1.54362585,0.65390246,24.0,23.3273462,0.34790055,0.10696782,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00412,SYN_0112,2,1.62246793,0.90277329,39.0,25.72095237,0.20334,0.23056776,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00413,SYN_0113,2,1.77187954,1.26993907,1.0,94.28267076,0.08917642,0.03353513,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00414,SYN_0114,2,-0.03266269,0.31061487,0.0,50.47722417,0.12705342,0.0092416,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00415,SYN_0115,2,2.32808883,0.71549647,61.0,52.05048752,0.10197195,0.20387316,1,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00416,SYN_0116,2,-0.9778709,0.34434676,0.0,50.23555855,0.18206483,0.01079193,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00417,SYN_0117,2,-0.34703694,0.48102828,0.0,57.93495245,0.1271048,0.01173824,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00418,SYN_0118,2,-0.63690759,0.26970499,0.0,34.36231007,0.22821997,0.01306085,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00419,SYN_0119,2,-0.45745896,0.59228946,0.0,31.28438325,0.34070033,0.03258666,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00420,SYN_0120,2,1.24440755,0.72877797,3.0,6.75332669,0.1538199,0.05899235,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00421,SYN_0121,2,0.73960094,0.97009779,18.0,39.61754352,0.10787913,0.09127349,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00422,SYN_0122,2,0.04575775,0.39551969,0.0,15.66051945,0.23946057,0.02458405,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00423,SYN_0123,2,-0.93290997,0.38037702,0.0,51.20094026,0.12393801,0.01059316,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00424,SYN_0124,2,-2.94672687,0.1864306,0.0,35.0862325,0.0076806,0.0079036,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00425,SYN_0125,2,0.37024902,0.52525908,0.0,19.56913596,0.07041049,0.02412206,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00426,SYN_0126,2,0.07857278,0.50770888,10.0,73.88037011,0.08323073,0.01304881,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00427,SYN_0127,2,-0.19717868,0.18968438,0.0,32.94178544,0.10762515,0.00951165,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00428,SYN_0128,2,0.04631254,0.28241663,19.0,31.95770656,0.08015904,0.02440026,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00429,SYN_0129,2,0.29309909,0.43975286,6.0,18.90826265,0.17453863,0.02960062,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00430,SYN_0130,2,-0.53679739,0.32150349,0.0,39.60620237,0.09941969,0.01112988,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00431,SYN_0131,2,0.66184337,0.79643436,19.0,32.87604052,0.2904572,0.09409572,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00432,SYN_0132,2,-1.39073308,0.19685635,0.0,40.78506041,0.053023,0.00775342,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00433,SYN_0133,2,0.97004107,0.47413459,0.0,14.32900843,0.32432232,0.03350512,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00434,SYN_0134,2,-1.9720333,0.0,0.0,19.81387042,0.05354037,0.00738845,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00435,SYN_0135,2,-0.72506868,0.33468862,0.0,52.46444476,0.08970108,0.0089227,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00436,SYN_0136,2,-0.4578526,0.4839834,0.0,65.39835729,0.06546845,0.00945764,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00437,SYN_0137,2,-0.86960009,0.33066857,0.0,23.46715142,0.0423525,0.01411744,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
