date,in_window,in_margin_fortnight,in_crash_fortnight,lme_cash_usd_t,usdinr,vm_inr,txn_cost_inr,im_change_inr,net_margin_cash_inr,mcx_im_inr,mcx_im_stress_015_inr,mcx_lots_net_open,mcx_lots_gross_open,cum_vm_inr,cum_txn_cost_inr,cum_margin_cash_inr,margin_cash_deployed_inr,cash_purchase_cum_inr,cash_sale_cum_inr,cash_duty_cum_inr,cash_igst_cum_inr,cash_freight_cum_inr,cash_logistics_claims_cum_inr,cash_bank_charges_cum_inr,cash_fx_forward_cum_inr,cash_mcx_margin_cum_inr,cash_balance_inr,funding_accrued_cum_inr,interest_accrued_inr,commercial_funding_need_inr,funding_need_total_inr,fb_limit_inr,min_cash_buffer_inr,fb_drawn_inr,surplus_cash_inr,fb_utilisation_frac,undrawn_inr,headroom_inr,flag_buffer_breach,flag_fb_limit_breach,lc_outstanding_usd,lc_outstanding_inr,memo_lc_outstanding_ex_tolerance_inr,lc_limit_inr,lc_utilisation_frac,flag_lc_limit_breach,bank_exposure_fb_plus_lc_inr,stress_move_up_logret,stress_move_down_logret,stress_binding_up,mar_99_inr,mar_99_stressed_im_inr,mar_direction,flag_mar_exceeds_buffer,flag_mar_exceeds_undrawn,label
2022-04-29,True,False,True,3039.0,76.5066,1988489.32,0.0,-591135.94,2579625.29,55182455.5,82773683.26,-147.0,437.0,118703013.05,-2389243.04,61131314.55,-61131314.55,-673329808.32,0.0,-11640735.17,-78289235.24,-4607760.68,-4554750.59,-4594179.52,-888755.66,61131314.52,-716773910.62,-3182754.48,3182754.48,777905225.17,719956665.1,1000000000.0,150000000.0,719956665.1,0.0,0.719957,280043334.9,130043334.9,False,False,11585259.422,886348808.495185,805771644.086532,1000000000.0,0.886349,False,1606305473.595185,0.214165,-0.214165,hist60,57511359.01847,91692115.528828,LME_UP,False,False,ACADEMIC SIMULATION — not actual trades
2022-05-03,True,False,True,2911.5,76.5839,7628831.5,0.0,-2267890.73,9896722.21,52914564.78,79371847.18,-147.0,437.0,126331844.55,-2389243.04,71028036.76,-71028036.76,-673329808.32,0.0,-11640735.17,-78289235.24,-4607760.68,-4554750.59,-4594179.52,-888755.66,71028036.75,-706877188.41,-3936839.91,3936839.91,777905225.17,710814028.32,1000000000.0,150000000.0,710814028.32,0.0,0.710814,289185971.68,139185971.68,False,False,11585259.422,887244349.048506,806585771.862278,1000000000.0,0.887244,False,1598058377.368506,0.217946,-0.217946,hist60,56231271.224178,89131413.401752,LME_UP,False,False,ACADEMIC SIMULATION — not actual trades
2022-05-04,True,False,True,2929.0,76.3493,-552856.78,0.0,164352.67,-717209.45,53078917.45,79618376.17,-147.0,437.0,125778987.77,-2389243.04,70310827.31,-70310827.31,-789250950.51,0.0,-11640735.17,-78289235.24,-9200171.07,-4687315.5,-4733284.89,-1498445.14,70310827.3,-828989310.2,-4122758.27,4122758.27,899300137.51,833112068.47,1000000000.0,150000000.0,833112068.47,0.0,0.833112,166887931.53,16887931.53,False,False,9915129.422,757013190.779105,688193809.799186,1000000000.0,0.757013,False,1590125259.249105,0.217842,-0.217842,hist60,56376052.586481,89374959.536188,LME_UP,False,False,ACADEMIC SIMULATION — not actual trades
2022-05-05,True,False,True,2917.0,76.2855,903064.1,0.0,-268461.91,1171526.01,52810455.54,79215683.3,-147.0,437.0,126682051.87,-2389243.04,71482353.32,-71482353.32,-789250950.51,0.0,-11640735.17,-78289235.24,-9200171.07,-4687315.5,-4733284.89,-1498445.14,71482353.31,-827817784.19,-4340793.83,4340793.83,899300137.51,832158578.02,1000000000.0,150000000.0,832158578.02,0.0,0.832159,167841421.98,17841421.98,False,False,9915129.422,756380605.521981,687618732.29271,1000000000.0,0.756381,False,1588539183.541981,0.217083,-0.217083,hist60,55873464.757018,88680556.146182,LME_UP,False,False,ACADEMIC SIMULATION — not actual trades
2022-05-06,True,False,True,2832.5,76.9139,3747592.36,0.0,-1114080.18,4861672.55,51696375.36,77544563.04,-147.0,437.0,130429644.23,-2389243.04,76344025.87,-76344025.87,-789250950.51,0.0,-11640735.17,-78289235.24,-9200171.07,-4687315.5,-4733284.89,-1498445.14,76344025.85,-822956111.64,-4558521.25,4558521.25,899300137.51,827514632.89,1000000000.0,150000000.0,827514632.89,0.0,0.827515,172485367.11,22485367.11,False,False,9915129.422,762611272.850766,693282975.318878,1000000000.0,0.762611,False,1590125905.740766,0.216965,-0.216965,hist60,54661666.045958,86772870.711641,LME_UP,False,False,ACADEMIC SIMULATION — not actual trades
2022-05-09,True,False,True,2708.0,77.4141,6627240.23,-84152.0,-13349140.27,19892228.49,38347235.08,57520852.63,-47.0,337.0,137056884.46,-2473395.04,96236254.36,-96236254.36,-789250950.51,0.0,-15994297.88,-107568923.34,-15919714.95,-5887315.5,-4733284.89,-1498445.14,96236254.35,-844616677.83,-5207867.44,5207867.44,940852932.19,849824545.27,1000000000.0,150000000.0,849824545.27,0.0,0.849825,150175454.73,175454.73,False,False,9915129.422,767570820.58765,697791655.079682,1000000000.0,0.767571,False,1617395365.85765,0.221123,-0.221123,hist60,22725401.170377,46644037.796762,LME_UP,False,False,ACADEMIC SIMULATION — not actual trades
2022-05-10,True,False,False,2677.0,77.2622,722793.54,-147242.74,19238121.19,-18662570.39,57585356.27,86378034.42,-223.0,513.0,137779678.0,-2620637.78,77573683.97,-77573683.97,-789250950.51,0.0,-15994297.88,-107568923.34,-15919714.95,-6055016.07,-4733284.89,-1498445.14,77573683.96,-863446948.79,-5430013.2,5430013.2,941020632.76,868876961.99,1000000000.0,150000000.0,868876961.99,0.0,0.868877,131123038.01,-18876961.99,True,False,9915129.422,766064712.428449,696422465.844044,1000000000.0,0.766065,False,1634941674.418449,0.220592,-0.220592,hist60,75995962.893163,111895081.220308,LME_UP,False,False,ACADEMIC SIMULATION — not actual trades
2022-05-11,True,False,False,2737.0,77.2231,-5447902.25,0.0,1253261.83,-6701164.08,58838618.1,88257927.14,-223.0,513.0,132331775.75,-2620637.78,70872519.89,-70872519.89,-906498783.24,0.0,-15994297.88,-107568923.34,-15919714.95,-6055016.07,-4873982.29,-409034.57,70872519.88,-986447232.43,-5657111.57,5657111.57,1057319752.32,992104344.0,1000000000.0,150000000.0,992104344.0,0.0,0.992104,7895656.0,-142104344.0,True,False,8244999.422,636704414.865048,578822195.331862,1000000000.0,0.636704,False,1628808758.865048,0.219129,-0.219129,hist60,77076620.445346,113703423.03893,LME_UP,False,True,ACADEMIC SIMULATION — not actual trades
2022-05-12,True,False,False,2688.0,77.5048,3695308.39,0.0,-850086.64,4545395.02,57988531.46,86982797.19,-223.0,513.0,136027084.14,-2620637.78,75417914.91,-75417914.91,-906498783.24,0.0,-15994297.88,-107568923.34,-15919714.95,-6055016.07,-4873982.29,-409034.57,75417914.91,-981901837.4,-5916560.71,5916560.71,1057319752.31,987818398.11,1000000000.0,150000000.0,987818398.11,0.0,0.987818,12181601.89,-137818398.11,True,False,8244999.422,639027031.202226,580933664.729296,1000000000.0,0.639027,False,1626845429.312226,0.21761,-0.21761,hist60,75376993.769008,111419820.236505,LME_UP,False,True,ACADEMIC SIMULATION — not actual trades
2022-05-13,True,False,False,2723.0,77.4497,-3067669.21,0.0,705701.48,-3773370.69,58694232.94,88041349.41,-223.0,513.0,132959414.93,-2620637.78,71644544.22,-71644544.22,-906498783.24,0.0,-15994297.88,-107568923.34,-15919714.95,-6055016.07,-5252846.4,-409034.57,71644544.22,-986054072.19,-6174814.36,6174814.36,1057698616.41,992228886.55,1000000000.0,150000000.0,992228886.55,0.0,0.992229,7771113.45,-142228886.55,True,False,11302339.422,875362797.532074,795784361.392794,1000000000.0,0.875363,False,1867591684.082074,0.216615,-0.216615,hist60,75906222.551987,112351387.651164,LME_UP,False,True,ACADEMIC SIMULATION — not actual trades
2022-05-16,True,False,False,2791.0,77.7979,-7445277.62,0.0,1712747.72,-9158025.34,60406980.66,90610470.98,-223.0,513.0,125514137.31,-2620637.78,62486518.88,-62486518.88,-906498783.24,0.0,-20347860.59,-136848611.44,-22672572.67,-6055016.07,-5252846.4,-103266.43,62486518.88,-1035292437.91,-6952851.52,6952851.52,1097778956.79,1042245289.43,1000000000.0,150000000.0,1042245289.43,0.0,1.042245,-42245289.43,-192245289.43,True,True,11302339.422,879298272.118814,799362065.562558,1000000000.0,0.879298,False,1921543561.548814,0.217195,-0.217195,hist60,78354243.050847,115884697.712746,LME_UP,False,True,ACADEMIC SIMULATION — not actual trades
2022-05-17,True,False,False,2836.0,77.4609,-3043577.72,-124294.25,-16571839.28,13403967.32,43835141.37,65752712.07,-368.0,368.0,122470559.59,-2744932.03,75890486.2,-75890486.2,-906498783.24,0.0,-20347860.59,-136848611.44,-29396178.79,-6055016.07,-5456133.1,-103266.43,75890486.19,-1028815363.41,-7227984.04,7227984.04,1104705849.61,1036043347.45,1000000000.0,150000000.0,1036043347.45,0.0,1.036043,-36043347.45,-186043347.45,True,True,11302339.422,875489383.7336,795899439.757818,1000000000.0,0.875489,False,1911532731.1836,0.217698,-0.217698,hist60,117273483.390899,144521666.243,LME_UP,False,True,ACADEMIC SIMULATION — not actual trades
2022-05-18,True,False,False,2845.0,77.5877,-2053912.34,0.0,205391.24,-2259303.57,44040532.61,66060798.92,-368.0,368.0,120416647.25,-2744932.03,73631182.63,-73631182.63,-906498783.24,0.0,-24701423.3,-166128299.54,-29396178.79,-8459991.84,-5456133.1,-103266.43,73631182.61,-1067112893.56,-7501395.24,7501395.24,1140744076.19,1074614288.8,1000000000.0,150000000.0,1074614288.8,0.0,1.074614,-74614288.8,-224614288.8,True,True,11302339.422,876922520.37231,797202291.247554,1000000000.0,0.876923,False,1951536809.17231,0.217643,-0.217643,hist60,117789762.871165,145164109.733968,LME_UP,False,True,ACADEMIC SIMULATION — not actual trades
2022-05-19,True,False,False,2826.0,77.6356,2727801.61,0.0,-272780.17,3000581.78,43767752.45,65651628.67,-368.0,368.0,123144448.86,-2744932.03,76631764.41,-76631764.41,-906498783.24,0.0,-24701423.3,-166128299.54,-29396178.79,-8459991.84,-5456133.1,-103266.43,76631764.39,-1064112311.78,-7784984.15,7784984.15,1140744076.19,1071897295.93,1000000000.0,150000000.0,1071897295.93,0.0,1.071897,-71897295.93,-221897295.93,True,True,11302339.422,877463902.430623,797694456.755112,1000000000.0,0.877464,False,1949361198.360623,0.217736,-0.217736,hist60,117115759.544064,144323079.782076,LME_UP,False,True,ACADEMIC SIMULATION — not actual trades
2022-05-20,True,False,False,2931.0,77.6796,-16460353.21,-641012.12,1822497.93,-18923863.26,45590250.38,68385375.58,-368.0,368.0,106684095.65,-3385944.15,57707901.15,-57707901.15,-906498783.24,168840000.0,-24701423.3,-166128299.54,-29396178.79,-8459991.84,-5456133.1,-103266.43,57707901.13,-914196175.04,-8067775.66,8067775.66,971904076.19,922263950.7,1000000000.0,150000000.0,922263950.7,0.0,0.922264,77736049.3,-72263950.7,True,False,11302339.422,877961205.365191,798146550.331992,1000000000.0,0.877961,False,1800225156.065191,0.218477,-0.218477,hist60,122454866.054706,150816121.530142,LME_UP,True,True,ACADEMIC SIMULATION — not actual trades
2022-05-23,True,False,False,2963.0,77.5678,-4135989.44,0.0,413598.95,-4549588.39,46003849.32,69005773.99,-368.0,368.0,102548106.21,-3385944.15,53158312.76,-53158312.76,-906498783.24,168840000.0,-24701423.3,-166128299.54,-29396178.79,-8459991.84,-5456133.1,-103266.43,53158312.74,-918745763.44,-8796627.93,8796627.93,971904076.2,927542391.37,1000000000.0,150000000.0,927542391.37,0.0,0.927542,72457608.63,-77542391.37,True,False,11302339.422,876697603.817812,796997821.652556,1000000000.0,0.876698,False,1804239995.187812,0.217025,-0.217025,hist60,122651903.895199,151228915.518148,LME_UP,True,True,ACADEMIC SIMULATION — not actual trades
2022-05-24,True,False,False,2881.0,77.5979,12615586.34,-75246.03,-11839219.75,24379560.05,34164629.57,51246944.37,-281.0,281.0,115163692.55,-3461190.18,77537872.81,-77537872.81,-906498783.24,320460000.0,-24701423.3,-166128299.54,-29396178.79,-10685991.84,-5456133.1,-103266.43,77537872.8,-744972203.38,-9040787.76,9040787.76,822510076.19,754012991.14,1000000000.0,150000000.0,754012991.14,0.0,0.754013,245987008.86,95987008.86,False,False,11302339.422,877037804.234414,797307094.758558,1000000000.0,0.877038,False,1631050795.374414,0.21181,-0.21181,hist60,88658526.172184,109770774.334201,LME_UP,False,False,ACADEMIC SIMULATION — not actual trades
2022-05-25,True,False,False,2829.5,77.5775,6238693.12,-211910.29,28858578.31,-22831795.5,63023207.9,94534811.85,-528.0,528.0,121402385.67,-3673100.47,54706077.31,-54706077.31,-906498783.24,320460000.0,-24701423.3,-166128299.54,-29396178.79,-10882159.74,-5672502.63,-103266.43,54706077.32,-768216536.3,-9238766.69,9238766.69,822922613.61,777455302.99,1000000000.0,150000000.0,777455302.99,0.0,0.777455,222544697.01,72544697.01,False,False,11302339.422,876807236.510205,797097487.73655,1000000000.0,0.876807,False,1654262539.500205,0.207642,-0.207642,hist60,159984137.923728,198767747.377244,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-05-26,True,False,False,2825.5,77.5979,806723.29,0.0,-80672.33,887395.62,62942535.56,94413803.35,-528.0,528.0,122209108.96,-3673100.47,55593472.93,-55593472.93,-906498783.24,320460000.0,-24701423.3,-147539315.52,-29396178.79,-10882159.74,-5672502.63,-103266.43,55593472.94,-748740156.65,-9442922.86,9442922.86,804333629.58,758183079.51,1000000000.0,150000000.0,758183079.51,0.0,0.758183,241816920.49,91816920.49,False,False,11302339.422,877037804.234414,797307094.758558,1000000000.0,0.877038,False,1635220883.744414,0.205964,-0.205964,hist60,158350857.60666,197019891.524886,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-05-27,True,False,False,2823.0,77.5895,706181.38,0.0,-70618.14,776799.52,62871917.43,94307876.15,-528.0,528.0,122915290.34,-3673100.47,56370272.45,-56370272.45,-906498783.24,320460000.0,-24701423.3,-147539315.52,-29396178.79,-13108159.74,-6210886.11,-103266.43,56370272.46,-750727740.62,-9641903.11,9641903.11,807098013.07,760369643.73,1000000000.0,150000000.0,760369643.73,0.0,0.76037,239630356.27,89630356.27,False,False,15639133.422,1213432542.646269,1103120493.31479,1000000000.0,1.213433,True,1973802186.376269,0.20559,-0.20559,hist60,157854996.075632,196466181.956483,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-05-30,True,False,False,2863.0,77.5502,-8338659.81,0.0,833865.98,-9172525.79,63705783.42,95558675.12,-528.0,528.0,114576630.53,-3673100.47,47197746.66,-47197746.66,-906498783.24,546055288.67,-24701423.3,-147539315.52,-29396178.79,-13108159.74,-6210886.11,-103266.43,47197746.67,-534304977.74,-10240428.52,10240428.52,581502724.4,544545406.26,1000000000.0,150000000.0,544545406.26,0.0,0.544545,455454593.74,305454593.74,False,False,15639133.422,1212817924.702784,1102561749.729804,1000000000.0,1.212818,True,1757363330.962784,0.20393,-0.20393,hist60,158521402.162539,197579811.751718,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-05-31,True,False,False,2816.5,77.6916,9285311.85,0.0,-928531.19,10213843.04,62777252.23,94165878.34,-528.0,528.0,123861942.38,-3673100.47,57411589.7,-57411589.7,-906498783.24,546055288.67,-27708564.07,-167763704.08,-29396178.79,-13108159.74,-6210886.11,-103266.43,57411589.71,-547322664.04,-10382421.91,10382421.91,604734253.74,557705085.95,1000000000.0,150000000.0,557705085.95,0.0,0.557705,442294914.05,292294914.05,False,False,15639133.422,1215029298.168655,1104572089.244232,1000000000.0,1.215029,True,1772734384.118655,0.202005,-0.202005,hist60,154582133.733625,192997221.059974,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-06-01,True,False,False,2701.5,77.5308,27000784.61,-148103.57,-22725803.05,49578484.09,40051449.18,60077173.77,-352.0,352.0,150862726.99,-3821204.04,106990073.79,-106990073.79,-1014243336.0,546055288.67,-27708564.07,-167763704.08,-29396178.79,-13108159.74,-6340179.57,-271032.38,106990073.8,-605785792.12,-10527874.77,10527874.77,712775865.91,616313666.89,1000000000.0,150000000.0,616313666.89,0.0,0.616314,383686333.11,233686333.11,False,False,14110463.422,1093995517.478398,994541379.525816,1000000000.0,1.093996,True,1710309184.368398,0.203546,-0.203546,hist60,99453868.639192,124000222.75791,LME_UP,False,False,ACADEMIC SIMULATION — not actual trades
2022-06-06,True,False,False,2742.0,77.6105,-6164518.84,0.0,616451.89,-6780970.73,40667901.06,61001851.59,-352.0,352.0,144698208.15,-3821204.04,100209103.06,-100209103.06,-1014243336.0,546055288.67,-27708564.07,-129233212.69,-29396178.79,-13108159.74,-6340179.57,-271032.38,100209103.07,-574036271.46,-11332823.02,11332823.02,674245374.52,585369094.48,1000000000.0,150000000.0,585369094.48,0.0,0.585369,414630905.52,264630905.52,False,False,14110463.422,1095120121.413131,995563746.73921,1000000000.0,1.09512,True,1680489215.893131,0.201452,-0.201452,hist60,99837919.09236,124709957.204829,LME_UP,False,False,ACADEMIC SIMULATION — not actual trades
2022-06-07,True,False,False,2715.0,77.7274,3449094.02,0.0,-344909.41,3794003.43,40322991.66,60484487.49,-352.0,352.0,148147302.17,-3821204.04,104003106.49,-104003106.49,-1014243336.0,546055288.67,-31119791.23,-152175265.93,-29396178.79,-13304706.68,-6340179.57,-271032.38,104003106.5,-596792095.38,-11485375.13,11485375.13,700795201.87,608277470.51,1000000000.0,150000000.0,608277470.51,0.0,0.608277,391722529.49,241722529.49,False,False,14110463.422,1096769634.587163,997063304.170148,1000000000.0,1.09677,True,1705047105.097163,0.159823,-0.159823,hist60,76869234.084707,100524786.108722,LME_UP,False,False,ACADEMIC SIMULATION — not actual trades
2022-06-08,True,False,False,2765.5,77.6739,-7288818.62,0.0,728881.87,-8017700.48,41051873.52,61577810.28,-352.0,352.0,140858483.55,-3821204.04,95985406.01,-95985406.01,-1014243336.0,787555288.67,-31119791.23,-152175265.93,-36037297.24,-13480439.76,-6340179.57,-271032.38,95985406.01,-370126647.39,-11643974.65,11643974.65,466112053.4,381770622.04,1000000000.0,150000000.0,381770622.04,0.0,0.381771,618229377.96,468229377.96,False,False,14110463.422,1096014724.794086,996377022.540078,1000000000.0,1.096015,True,1477785346.834086,0.160553,-0.160553,hist60,78645804.901113,102746550.715143,LME_UP,False,False,ACADEMIC SIMULATION — not actual trades
2022-06-09,True,False,False,2752.5,77.7492,1591081.89,0.0,-159108.19,1750190.08,40892765.33,61339147.99,-352.0,352.0,142449565.44,-3821204.04,97735596.09,-97735596.09,-995249401.48,787555288.67,-30335287.32,-152175265.93,-36037297.24,-14480439.76,-6340179.57,-271032.38,97735596.09,-349598018.88,-11742337.08,11742337.08,447333614.97,361340355.96,1000000000.0,150000000.0,361340355.96,0.0,0.36134,638659644.04,488659644.04,False,False,14110463.422,1097077242.689763,997342947.899784,1000000000.0,1.097077,True,1458417598.649763,0.160614,-0.160614,hist60,78372859.732917,102381644.515584,LME_UP,False,False,ACADEMIC SIMULATION — not actual trades
2022-06-10,True,False,False,2695.0,77.8365,8149260.35,0.0,-814926.03,8964186.39,40077839.3,60116758.94,-352.0,352.0,150598825.79,-3821204.04,106699782.48,-106699782.48,-995249401.48,787555288.67,-30335287.32,-152175265.93,-36037297.24,-14480439.76,-6825564.12,-271032.38,106699782.47,-341119217.03,-11835243.97,11835243.97,447818999.51,352954461.0,1000000000.0,150000000.0,352954461.0,0.0,0.352954,647045539.0,497045539.0,False,False,18126264.86,1410885014.77539,1282622740.7049,1000000000.0,1.410885,True,1763839475.77539,0.160957,-0.160957,hist60,76988652.305862,100527056.084271,LME_UP,False,False,ACADEMIC SIMULATION — not actual trades
2022-06-13,True,False,False,2589.5,78.0545,14773275.41,0.0,-1477327.54,16250602.95,38600511.76,57900767.63,-352.0,352.0,165372101.2,-3821204.04,122950385.43,-122950385.43,-995249401.48,787555288.67,-33338602.21,-151204163.89,-36037297.24,-14480439.76,-6825564.12,-271032.38,122950385.42,-326900826.92,-12107204.75,12107204.75,449851212.35,339008031.67,1000000000.0,150000000.0,339008031.67,0.0,0.339008,660991968.33,510991968.33,False,False,18126264.86,1414836540.51487,1286215036.8317,1000000000.0,1.414837,True,1753844572.18487,0.164129,-0.164129,hist60,75735197.419553,98477962.112206,LME_UP,False,False,ACADEMIC SIMULATION — not actual trades
2022-06-14,True,False,False,2588.0,78.032,388994.27,0.0,-38899.42,427893.7,38561612.33,57842418.5,-352.0,352.0,165761095.47,-3821204.04,123378279.13,-123378279.13,-1103690471.88,971357788.67,-36749829.37,-174146217.13,-36037297.24,-14480439.76,-6955693.4,-142448.94,123378279.11,-277466329.87,-12202614.7,12202614.7,400844609.0,289668944.57,1000000000.0,150000000.0,289668944.57,0.0,0.289669,710331055.43,560331055.43,False,False,16597594.86,1295143522.11552,1177403201.9232,1000000000.0,1.295144,True,1584812466.68552,0.155635,-0.155635,hist60,71431417.33234,93959105.705804,LME_UP,False,False,ACADEMIC SIMULATION — not actual trades
2022-06-15,True,False,False,2580.0,78.1461,684001.95,0.0,-68400.2,752402.15,38493212.13,57739818.19,-352.0,352.0,166445097.42,-3821204.04,124130681.28,-124130681.28,-1257737534.43,971357788.67,-36749829.37,-174146217.13,-42718788.79,-14657241.17,-7140549.88,530480.97,124130681.26,-437131209.8,-12284887.23,12284887.23,561261891.08,449416097.03,1000000000.0,150000000.0,449416097.03,0.0,0.449416,550583902.97,400583902.97,False,False,14429197.86,1127585538.887346,1025077762.62486,1000000000.0,1.127586,True,1577001635.917346,0.153515,-0.153515,hist60,70256862.6266,92696962.873684,LME_UP,False,False,ACADEMIC SIMULATION — not actual trades
2022-06-16,True,False,False,2500.5,78.0716,12269329.76,-228432.67,28431239.1,-16390342.01,66924451.24,100386676.86,-631.0,631.0,178714427.18,-4049636.71,107740339.27,-107740339.27,-1257737534.43,971357788.67,-36749829.37,-174146217.13,-42718788.79,-16326741.17,-7140549.88,530480.97,107740339.25,-455191051.81,-12412162.49,12412162.49,562931391.08,467603214.3,1000000000.0,150000000.0,467603214.3,0.0,0.467603,532396785.7,382396785.7,False,False,14429197.86,1126510563.646776,1024100512.40616,1000000000.0,1.126511,True,1594113777.946776,0.15628,-0.15628,hist60,124525753.846741,163648241.139015,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-06-17,True,False,False,2474.0,78.0765,7143931.4,0.0,-714393.15,7858324.54,66210058.1,99315087.15,-631.0,631.0,185858358.58,-4049636.71,115598663.81,-115598663.81,-1257737534.43,971357788.67,-36749829.37,-174146217.13,-42718788.79,-16326741.17,-7140549.88,530480.97,115598663.8,-447332727.27,-12544336.17,12544336.17,562931391.08,459877063.44,1000000000.0,150000000.0,459877063.44,0.0,0.459877,540122936.56,390122936.56,False,False,14429197.86,1126581266.71629,1024164787.9239,1000000000.0,1.126581,True,1586458330.15629,0.154375,-0.154375,hist60,121575613.869038,160206807.390679,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-06-20,True,False,False,2462.0,77.9633,4443774.93,0.0,-444377.49,4888152.42,65765680.61,98648520.91,-631.0,631.0,190302133.51,-4049636.71,120486816.23,-120486816.23,-1257737534.43,971357788.67,-41038641.99,-202990431.45,-42718788.79,-16326741.17,-7140549.88,530480.97,120486816.22,-475577601.78,-12934462.89,12934462.89,596064418.01,488512064.67,1000000000.0,150000000.0,488512064.67,0.0,0.488512,511487935.33,361487935.33,False,False,14429197.86,1124947881.518538,1022679892.28958,1000000000.0,1.124948,True,1613459946.188538,0.151464,-0.151464,hist250,118306305.590715,156566705.462395,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-06-21,True,False,False,2519.5,78.1261,-16670253.63,-577755.03,1820203.0,-19068211.64,67585883.61,101378825.41,-631.0,631.0,173631879.88,-4627391.74,101418604.59,-101418604.59,-1257737534.43,971357788.67,-41038641.99,-202990431.45,-42718788.79,-16326741.17,-7140549.88,530480.97,101418604.56,-494645813.43,-13072166.08,13072166.08,596064418.02,507717979.51,1000000000.0,150000000.0,507717979.51,0.0,0.507718,492282020.49,342282020.49,False,False,14429197.86,1127296954.930146,1024815413.57286,1000000000.0,1.127297,True,1635014934.440146,0.15183,-0.15183,hist250,121896616.540076,161230314.378833,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-06-22,True,False,False,2455.5,78.3267,15569309.32,0.0,-1556930.93,17126240.25,66028952.68,99043429.01,-631.0,631.0,189201189.2,-4627391.74,118544844.84,-118544844.84,-1412140608.34,971357788.67,-41038641.99,-202990431.45,-42718788.79,-17465713.55,-7325833.57,588333.81,118544844.81,-633189050.32,-13215041.18,13215041.18,751733895.16,646404091.5,1000000000.0,150000000.0,646404091.5,0.0,0.646404,353595908.5,203595908.5,False,False,12260800.86,960348070.720962,873043700.65542,1000000000.0,0.960348,False,1606752162.220962,0.153018,-0.153018,hist60,120093392.279336,158566659.799408,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-06-23,True,False,False,2480.0,78.2892,-6175432.94,0.0,617543.3,-6792976.22,66646495.97,99969743.95,-631.0,631.0,183025756.26,-4627391.74,111751868.62,-111751868.62,-1412140608.34,1140197788.67,-41038641.99,-173710743.35,-42718788.79,-19135213.55,-7325833.57,588333.81,111751868.57,-443531838.45,-13395493.75,13395493.75,555283707.07,456927332.2,1000000000.0,150000000.0,456927332.2,0.0,0.456927,543072667.8,393072667.8,False,False,12260800.86,959888290.688712,872625718.80792,1000000000.0,0.959888,False,1416815622.888712,0.152009,-0.152009,hist250,120355818.765671,159149785.18416,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-06-24,True,False,False,2436.0,78.2958,11860936.74,0.0,-1186093.66,13047030.4,65460402.3,98190603.44,-631.0,631.0,194886693.0,-4627391.74,124798899.02,-124798899.02,-1412140608.34,1140197788.67,-41038641.99,-173710743.35,-42718788.79,-19135213.55,-7325833.57,588333.81,124798898.97,-430484808.04,-13524505.06,13524505.06,555283707.06,444009313.1,1000000000.0,150000000.0,444009313.1,0.0,0.444009,555990686.9,405990686.9,False,False,12260800.86,959969211.974388,872699283.61308,1000000000.0,0.959969,False,1403978525.074388,0.152232,-0.152232,hist250,118400197.735382,156512225.225115,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-06-27,True,False,False,2453.0,78.4454,-5550047.21,0.0,555004.71,-6105051.93,66015407.02,99023110.53,-631.0,631.0,189336645.79,-4627391.74,118693847.09,-118693847.09,-1412140608.34,1140197788.67,-41038641.99,-173710743.35,-42718788.79,-19135213.55,-7325833.57,588333.81,118693847.05,-436589859.97,-13900922.67,13900922.67,555283707.06,450490782.64,1000000000.0,150000000.0,450490782.64,0.0,0.450491,549509217.36,399509217.36,False,False,12260800.86,961803427.783044,874366752.53004,1000000000.0,0.961803,False,1412294210.423044,0.151845,-0.151845,hist250,119077274.571427,157497581.301094,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
2022-06-28,True,False,False,2500.0,78.9774,-17116520.45,0.0,1711652.05,-18828172.5,67727059.06,101590588.6,-631.0,631.0,172220125.34,-4627391.74,99865674.59,-99865674.59,-1412140608.34,1140197788.67,-45596606.84,-204365128.75,-42718788.79,-19135213.55,-7325833.57,588333.81,99865674.55,-490630382.72,-14028051.1,14028051.1,590496057.31,504658433.82,1000000000.0,150000000.0,504658433.82,0.0,0.504658,495341566.18,345341566.18,False,False,12260800.86,968326173.840564,880296521.67324,1000000000.0,0.968326,False,1472984607.660564,0.152099,-0.152099,hist250,122385277.416549,161811774.050766,LME_UP,True,False,ACADEMIC SIMULATION — not actual trades
