sample,method,date,position_date,var_inr,pnl_inr,shortfall_inr,loss_to_var_frac,sigma_lme_frac,sigma_fx_frac,lme_ret_frac,fx_ret_frac,pnl_lme_flat_inr,pnl_fx_inr,pnl_freight_inr,pnl_cross_exchange_basis_inr,largest_loss_bucket,label
unit_lme_long_1000mt,garch,2022-08-30,,5214352.65,-7038590.85,1824238.2,1.34984941,0.01591278,,-0.03611532,-0.00394658,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2022-09-14,,4279849.28,-6519123.0,2239273.72,1.52321322,0.01423238,,-0.03615117,0.00430477,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch,2022-12-12,,4614615.75,-5245754.05,631138.3,1.13676942,0.01388539,,-0.02622221,0.0031547,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2019-10-22,,1852174.77,-1985522.0,133347.23,1.07199495,0.00915682,,-0.01626524,0.00076321,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2019-11-12,,1951638.59,-2831841.9,880203.31,1.45100733,0.00918816,,-0.02212666,0.00208469,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2019-12-04,,1945303.09,-2217405.2,272102.11,1.13987646,0.00914761,,-0.0173528,-0.00302635,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2020-01-02,,1874652.8,-1998911.6,124258.8,1.06628363,0.00887058,,-0.01567781,0.00015269,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2020-01-23,,1767804.78,-1854213.4,86408.62,1.04887905,0.00835967,,-0.01448897,0.00264104,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2020-02-17,,1635686.9,-1855921.6,220234.7,1.13464356,0.00816534,,-0.01537128,-0.00095637,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2020-03-06,,1662739.71,-2064580.0,401840.29,1.2416736,0.00802645,,-0.01646128,0.00406194,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2020-03-09,,1649412.07,-3226047.0,1576634.93,1.95587692,0.00806145,,-0.02612369,0.0057743,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2020-03-12,,1700940.04,-2042144.5,341204.46,1.20059758,0.00840189,,-0.01659914,0.00786415,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2020-03-16,,1729784.6,-2709037.3,979252.7,1.56611251,0.00850457,,-0.02200541,0.0065452,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2020-03-18,,1700607.58,-1892222.4,191614.82,1.11267433,0.00855045,,-0.01578736,-0.00092404,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2020-03-23,,1680602.51,-3389209.0,1708606.49,2.01666306,0.00860209,,-0.02855962,0.01335258,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2020-03-25,,1653021.08,-1909555.0,256533.92,1.15519095,0.00863365,,-0.01644774,0.00560863,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2020-04-01,,1600530.56,-1949350.05,348819.49,1.21793991,0.00863669,,-0.01727393,0.01025846,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2020-04-06,,1587847.39,-2092406.25,504558.86,1.31776282,0.00872125,,-0.01912104,-0.0018947,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2020-04-08,,1611519.22,-2591925.4,980406.18,1.60837387,0.00890796,,-0.02363683,0.00880916,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2020-04-20,,1701960.7,-2373341.4,671380.7,1.39447486,0.00912607,,-0.02113235,0.00104679,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2020-06-11,,1860259.31,-2388786.75,528527.44,1.28411493,0.00928155,,-0.01971586,0.00416773,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2020-08-21,,2133985.65,-2473049.7,339064.05,1.15888769,0.00984081,,-0.01897699,-0.00210345,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2020-09-03,,2119311.71,-2573564.0,454252.29,1.21433954,0.00989698,,-0.01987573,0.00450351,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2020-11-10,,2425928.89,-2450028.9,24100.01,1.00993434,0.01045369,,-0.01740091,0.00665705,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2020-12-21,,2651687.34,-2702606.0,50918.66,1.01920236,0.0107029,,-0.01797414,0.00722582,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2021-01-07,,2681080.23,-3997618.6,1316538.37,1.49104773,0.01080955,,-0.02677964,0.00327868,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2021-03-01,,3062263.01,-3531062.4,468799.39,1.1530892,0.01143782,,-0.0220344,-0.00458683,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2021-03-23,,2984252.56,-3550471.4,566218.84,1.18973556,0.01112478,,-0.02197891,0.00144324,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2021-05-12,,3442082.45,-5542749.45,2100667.0,1.61028957,0.01118747,,-0.03006099,0.00062405,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2021-05-13,,3390128.27,-3787984.65,397856.38,1.11735732,0.01134778,,-0.02103621,0.0018943,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2021-05-19,,3349078.74,-4791226.75,1442148.01,1.43061036,0.01130003,,-0.02689824,0.00191575,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2021-05-24,,3277212.45,-7146307.0,3869094.55,2.18060535,0.01137976,,-0.04163728,0.00084098,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2021-06-03,,3452541.57,-4047420.75,594879.18,1.17230182,0.01175798,,-0.02298952,-0.00241322,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2021-06-18,,3444266.88,-3958304.5,514037.62,1.14924442,0.01163739,,-0.02228562,-0.00184052,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2021-07-08,,3598132.29,-5501467.65,1903335.36,1.5289787,0.01168646,,-0.02973821,0.00308157,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2021-07-19,,3600563.33,-5098905.2,1498341.87,1.41614096,0.01177175,,-0.02765528,0.00526831,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2021-08-09,,3829174.44,-5308517.5,1479343.06,1.38633473,0.01199666,,-0.02768544,0.00184695,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2021-09-14,,4487711.62,-7588298.4,3100586.78,1.69090598,0.0125453,,-0.03553936,-0.00066217,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2021-09-20,,4499242.41,-5009390.0,510147.59,1.11338522,0.01277422,,-0.02360401,0.00284791,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2021-09-30,,4552630.97,-4608987.0,56356.03,1.01237878,0.01280618,,-0.02151367,0.00193088,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2021-10-20,,5073384.11,-8309349.0,3235964.89,1.63783164,0.01293582,,-0.03557497,-0.0028826,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2021-10-22,,4889723.18,-5091173.6,201450.42,1.04119874,0.01317088,,-0.02281978,-0.000207,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2021-10-26,,4779588.66,-6446078.4,1666489.74,1.34866803,0.01325259,,-0.02992568,-0.00282972,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2021-10-27,,4668852.3,-9533039.1,4864186.8,2.0418378,0.0133766,,-0.04589785,0.00145183,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2021-11-04,,4488525.29,-4688403.3,199878.01,1.04453089,0.0135393,,-0.02355689,-0.00084754,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2021-11-05,,4400679.04,-11324833.0,6924153.96,2.57342853,0.01360225,,-0.05943114,-0.00212402,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2021-11-26,,4832626.49,-9134554.8,4301928.31,1.89018432,0.01439098,,-0.04553875,0.00504654,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2022-02-11,,6210381.86,-8497374.0,2286992.14,1.36825306,0.01516966,,-0.03470331,0.00094994,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2022-02-23,,6495885.11,-7197819.2,701934.09,1.10805827,0.01545233,,-0.02862211,-0.00188189,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2022-02-25,,6950098.64,-12295592.4,5345493.76,1.76912488,0.01590077,,-0.04757607,-0.00413228,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2022-03-08,,8429978.45,-37292684.0,28862705.55,4.42381724,0.01672029,,-0.12950602,0.00160412,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2022-03-15,,7977096.61,-13864004.55,5886907.94,1.73797626,0.01863179,,-0.05487661,-0.00253261,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2022-04-11,,8174527.45,-12178643.7,4004116.25,1.48982847,0.01929727,,-0.0484294,0.00028602,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2022-04-25,,8002393.52,-11797354.8,3794961.28,1.47422828,0.01961746,,-0.04863605,0.0020607,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2022-05-03,,7589363.01,-9764447.25,2175084.24,1.28659642,0.01984488,,-0.0428601,0.00100986,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2022-05-09,,7181261.07,-9638055.45,2456794.38,1.34211183,0.02004005,,-0.04494936,0.00648232,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2022-06-01,,7262142.24,-8916042.0,1653899.76,1.22774268,0.02017686,,-0.04168781,-0.00207187,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2022-06-13,,7050152.46,-8234749.75,1184597.29,1.16802435,0.02043286,,-0.0399334,0.00279683,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2022-08-30,,6897024.59,-7038590.85,141566.26,1.0205257,0.02104784,,-0.03611532,-0.00394658,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist250,2022-09-14,,6314653.92,-6519123.0,204469.08,1.03238009,0.020999,,-0.03615117,0.00430477,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2019-01-03,,1948385.82,-2279927.0,331541.18,1.17016197,0.00908409,,-0.01764672,-0.00042185,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2019-01-11,,1902166.57,-1974968.8,72802.23,1.03827332,0.0089088,,-0.01530084,0.00198255,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2019-01-14,,1920897.22,-2868570.45,947673.23,1.49334926,0.00911714,,-0.02255421,0.00416374,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2019-01-17,,2159777.47,-2522519.95,362742.48,1.16795364,0.01003582,,-0.01948737,-0.00097339,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2019-05-01,,1978500.83,-2331127.65,352626.82,1.1782293,0.00955541,,-0.01869213,0.0,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2019-06-21,,1837190.11,-2399343.9,562153.79,1.30598564,0.00904767,,-0.01959455,0.0016463,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2019-09-17,,1445845.34,-1722772.8,276927.46,1.19153325,0.00693398,,-0.01364821,0.00253448,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2019-10-22,,1262316.57,-1985522.0,723205.43,1.57291923,0.00624067,,-0.01626524,0.00076321,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2019-11-11,,1504870.19,-1609715.25,104845.06,1.0696705,0.00702324,,-0.01238832,0.00366044,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2019-11-12,,1516346.14,-2831841.9,1315495.76,1.86754318,0.00713884,,-0.02212666,0.00208469,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2019-12-04,,1626254.58,-2217405.2,591150.62,1.36350435,0.00764731,,-0.0173528,-0.00302635,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2020-01-02,,1628340.61,-1998911.6,370570.99,1.22757584,0.00770506,,-0.01567781,0.00015269,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2020-01-23,,1657459.6,-1854213.4,196753.8,1.11870805,0.00783787,,-0.01448897,0.00264104,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2020-02-17,,1443534.87,-1855921.6,412386.73,1.2856784,0.00720612,,-0.01537128,-0.00095637,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2020-03-06,,1492031.56,-2064580.0,572548.44,1.38373749,0.0072024,,-0.01646128,0.00406194,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2020-03-09,,1517530.9,-3226047.0,1708516.1,2.12585259,0.00741688,,-0.02612369,0.0057743,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2020-03-12,,1814898.69,-2042144.5,227245.81,1.12521129,0.00896479,,-0.01659914,0.00786415,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2020-03-16,,1945735.92,-2709037.3,763301.38,1.39229444,0.0095663,,-0.02200541,0.0065452,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2020-03-23,,2005127.0,-3389209.0,1384082.0,1.69027149,0.01026315,,-0.02855962,0.01335258,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2020-04-06,,1973368.41,-2092406.25,119037.84,1.06032216,0.01083872,,-0.01912104,-0.0018947,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2020-04-08,,2071830.19,-2591925.4,520095.21,1.25103178,0.01145241,,-0.02363683,0.00880916,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2020-04-20,,2256124.96,-2373341.4,117216.44,1.05195476,0.01209755,,-0.02113235,0.00104679,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2020-08-21,,2418325.2,-2473049.7,54724.5,1.02262909,0.01115204,,-0.01897699,-0.00210345,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2020-09-03,,2384636.66,-2573564.0,188927.34,1.07922689,0.01113602,,-0.01987573,0.00450351,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2021-01-07,,2659743.15,-3997618.6,1337875.45,1.50300927,0.01072352,,-0.02677964,0.00327868,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2021-03-01,,3037254.7,-3531062.4,493807.7,1.16258357,0.01134441,,-0.0220344,-0.00458683,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2021-03-23,,3337308.03,-3550471.4,213163.37,1.06387285,0.01244091,,-0.02197891,0.00144324,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2021-05-12,,3752793.97,-5542749.45,1789955.48,1.47696609,0.01219734,,-0.03006099,0.00062405,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2021-05-19,,3774720.95,-4791226.75,1016505.8,1.26929296,0.01273617,,-0.02689824,0.00191575,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2021-05-24,,3778308.76,-7146307.0,3367998.24,1.89140365,0.01311977,,-0.04163728,0.00084098,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2021-06-03,,3944332.68,-4047420.75,103088.07,1.02613574,0.01343282,,-0.02298952,-0.00241322,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2021-07-08,,4139057.89,-5501467.65,1362409.76,1.32915939,0.01344334,,-0.02973821,0.00308157,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2021-07-19,,4275435.83,-5098905.2,823469.37,1.19260478,0.01397819,,-0.02765528,0.00526831,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2021-08-09,,4448924.08,-5308517.5,859593.42,1.19321378,0.01393831,,-0.02768544,0.00184695,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2021-09-14,,4883076.72,-7588298.4,2705221.68,1.55399942,0.01365053,,-0.03553936,-0.00066217,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2021-10-20,,5654704.19,-8309349.0,2654644.81,1.46945777,0.01441804,,-0.03557497,-0.0028826,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2021-10-26,,5439620.85,-6446078.4,1006457.55,1.18502348,0.01508269,,-0.02992568,-0.00282972,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2021-10-27,,5431016.72,-9533039.1,4102022.38,1.75529548,0.01556026,,-0.04589785,0.00145183,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2021-11-05,,5317123.47,-11324833.0,6007709.53,2.12987964,0.01643493,,-0.05943114,-0.00212402,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2021-11-26,,6251235.19,-9134554.8,2883319.61,1.46123998,0.01861542,,-0.04553875,0.00504654,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2022-02-11,,5977699.53,-8497374.0,2519674.47,1.4215124,0.0146013,,-0.03470331,0.00094994,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2022-02-23,,6819116.94,-7197819.2,378702.26,1.05553538,0.01622123,,-0.02862211,-0.00188189,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2022-02-25,,7498228.17,-12295592.4,4797364.23,1.63979971,0.01715481,,-0.04757607,-0.00413228,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2022-03-08,,10188534.4,-37292684.0,27104149.6,3.66025991,0.02020826,,-0.12950602,0.00160412,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2022-03-15,,11229805.02,-13864004.55,2634199.53,1.23457215,0.02622901,,-0.05487661,-0.00253261,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2022-04-11,,11739743.42,-12178643.7,438900.28,1.03738585,0.02771353,,-0.0484294,0.00028602,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2022-04-25,,11597913.12,-11797354.8,199441.68,1.01719634,0.0284317,,-0.04863605,0.0020607,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2022-06-13,,7549260.03,-8234749.75,685489.72,1.09080224,0.02187938,,-0.0399334,0.00279683,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2022-08-15,,5805471.74,-6281329.5,475857.76,1.08196711,0.01793503,,-0.03252654,-0.00264897,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2022-08-30,,5582820.91,-7038590.85,1455769.94,1.26075885,0.01703725,,-0.03611532,-0.00394658,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2022-09-14,,5001512.82,-6519123.0,1517610.18,1.30343023,0.01663223,,-0.03615117,0.00430477,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,hist60,2022-09-30,,5939270.07,-6599742.3,660472.23,1.11120428,0.01954319,,-0.03648232,-0.00291921,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch_t,2019-01-03,,2245587.14,-2279927.0,34339.86,1.01529215,0.01097368,,-0.01764672,-0.00042185,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch_t,2019-01-14,,2767546.14,-2868570.45,101024.31,1.03650321,0.01374901,,-0.02255421,0.00416374,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch_t,2019-02-04,,2288224.51,-2333938.75,45714.24,1.01997804,0.01084478,,-0.01750886,0.00738655,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch_t,2019-05-01,,2055267.27,-2331127.65,275860.38,1.13422117,0.01033968,,-0.01869213,0.0,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch_t,2019-10-22,,1775702.64,-1985522.0,209819.36,1.11816132,0.0090561,,-0.01626524,0.00076321,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch_t,2019-11-12,,2168007.51,-2831841.9,663834.39,1.30619561,0.01052067,,-0.02212666,0.00208469,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch_t,2019-12-04,,1914116.94,-2217405.2,303288.26,1.15844814,0.00927531,,-0.0173528,-0.00302635,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch_t,2020-01-02,,1653042.47,-1998911.6,345869.13,1.20923185,0.00806453,,-0.01567781,0.00015269,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch_t,2020-01-23,,1631942.49,-1854213.4,222270.91,1.13620021,0.00795755,,-0.01448897,0.00264104,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch_t,2020-02-17,,1683366.06,-1855921.6,172555.54,1.10250625,0.00865208,,-0.01537128,-0.00095637,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch_t,2020-03-06,,1990325.98,-2064580.0,74254.02,1.03730747,0.00989449,,-0.01646128,0.00406194,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch_t,2020-03-09,,2318178.3,-3226047.0,907868.7,1.39163023,0.01164819,,-0.02612369,0.0057743,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch_t,2020-03-23,,2465562.49,-3389209.0,923646.51,1.37461898,0.01294942,,-0.02855962,0.01335258,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch_t,2020-04-01,,1853545.95,-1949350.05,95804.1,1.05168693,0.01026728,,-0.01727393,0.01025846,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch_t,2020-04-06,,1907751.68,-2092406.25,184654.57,1.09679172,0.0107533,,-0.01912104,-0.0018947,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch_t,2020-04-20,,2109481.8,-2373341.4,263859.6,1.12508266,0.01159423,,-0.02113235,0.00104679,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch_t,2020-05-01,,1472205.17,-1538268.75,66063.58,1.04487389,0.0083688,,-0.01413573,0.0,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch_t,2020-08-21,,1946451.17,-2473049.7,526598.53,1.27054289,0.00918584,,-0.01897699,-0.00210345,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch_t,2020-09-03,,2059249.66,-2573564.0,514314.34,1.24975813,0.00983929,,-0.01987573,0.00450351,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch_t,2020-09-23,,1733275.82,-1875303.15,142027.33,1.08194156,0.00841426,,-0.01472951,0.00087472,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
unit_lme_long_1000mt,garch_t,2020-12-21,,2369440.95,-2702606.0,333165.05,1.14060914,0.00976381,,-0.01797414,0.00722582,,,,,n/a (constant exposure),ACADEMIC SIMULATION — not actual trades
