trade_id,instrument,hedge_id,decision_date,contract_month,direct_expiry,panel_expiry_slot,roll_deadline,direction,lots,lot_mt,position_mt,entry_date,exit_date,exit_reason,roll_to,entry_price_inr_kg,entry_price_src,exit_price_inr_kg,exit_price_src,contract_value_at_entry_inr,im_required_at_entry_inr,hedge_ratio_target,hedge_ratio_actual,open_lots_after_entry,exposure_inr_per_usd_t_at_entry,lme_eq_mt_at_entry,sizing_basis,notional_usd,booking_date,value_date,cancel_date,matched_leg,forward_mid_inr,bank_margin_inr,rate_inr,index_usd_box_at_fixture,fixture_vs_index_frac,basis_risk_note,weakest_input_flag
T05,MCX_ALUMINIUM_FUTURE,T05-MCX-4,2022-06-21,2022-07,2022-07-29,2022-07-29,2022-07-20,SELL,105,5.0,525.0,2022-06-21,2022-07-04,UNWIND,,214.2183,PANEL_M2,208.4704,PANEL_M1,112464607.5,11246460.75,1.0,,384,162887.96,1915.785,rolled: a roll keeps the position of the line it continues,,,,,,,,,,,"Two floating legs against two exchanges: the purchase on the LME official cash average of the month after shipment, the sale on the MCX near-month average over eight days at the turn of June and July. Because the sale's recovery factor grossed up by duty parity (0.916 x 1.0825 = 0.99) is larger than the purchase factor 0.702, the margin itself is LME-linked and the residual is a net long of about a quarter of a tonne per tonne of scrap — 105 lots at inception. When the purchase quotational period closes first the long becomes the whole cargo, so the hedge is increased by 279 lots rather than lifted, and both lines come off together when the sale's window passes its midpoint. The unhedgeable parts are the same as elsewhere: MCX prices duty-paid primary metal, the desk owns Tense scrap, and the two averaging windows do not overlap. In base runs the panel MCX series is a parity proxy, so the measured cross-exchange basis is zero by construction.",PROXY
T05,USDINR_FORWARD,T05-FX-1,2022-05-10,,,,,BUY_USD,,,,2022-05-10,2022-07-11,SETTLED_AT_VALUE_DATE,,,,,,145957269.9,,1.0,,,,,matched to PURCHASE_PROVISIONAL; tenor 62 days from booking,1874500.0,2022-05-10,2022-07-11,,PURCHASE_PROVISIONAL,77.764641,0.1,77.864641,,,"Deliverable outright against the LC/usance payment date. The forward mid is covered interest parity off the booking day's spot and 3-month rates (PROXY), so the hedge is exact against the panel and carries the panel's own FX proxy error, not a market quote.",PROXY
T05,USDINR_FORWARD,T05-FX-2,2022-05-18,,,,,BUY_USD,,,,2022-05-18,2022-07-18,SETTLED_AT_VALUE_DATE,,,,,,155722089.89,,1.0,,,,,matched to PURCHASE_PROVISIONAL; tenor 61 days from booking,1992200.0,2022-05-18,2022-07-18,,PURCHASE_PROVISIONAL,78.065892,0.1,78.165892,,,"Deliverable outright against the LC/usance payment date. The forward mid is covered interest parity off the booking day's spot and 3-month rates (PROXY), so the hedge is exact against the panel and carries the panel's own FX proxy error, not a market quote.",PROXY
T05,USDINR_FORWARD,T05-FX-3,2022-04-21,,,,,BUY_USD,,,,2022-04-21,2022-07-01,CANCELLED,,,,,,15374640.32,,1.0,,,,,matched to PURCHASE_FINAL; tenor 88 days from booking,200000.0,2022-04-21,2022-07-18,2022-07-01,PURCHASE_FINAL,76.773202,0.1,76.873202,,,"Deliverable outright against the LC/usance payment date. The forward mid is covered interest parity off the booking day's spot and 3-month rates (PROXY), so the hedge is exact against the panel and carries the panel's own FX proxy error, not a market quote.",PROXY
T06,MCX_ALUMINIUM_FUTURE,T06-MCX-1,2022-05-10,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,176,5.0,880.0,2022-05-10,2022-05-20,ROLL,T06-MCX-2,224.5043,PANEL_M1,246.8141,PANEL_M1,197563784.0,19756378.4,0.9,0.899699,176,82027.97,978.105,"unsold 1,300 MT at replacement value x grade factor 0.791500; k = 79.7201 ₹/t per USD/t, one lot = 424.26 ₹ per USD/t",,,,,,,,,,,"Fixed-price cargo, no buyer at inception: the whole position is a long in LME-equivalent metal marked at import replacement value, and the MCX short is the only thing standing against it. The cross-exchange mismatch is the standard one — MCX settles duty-paid primary ingot in the Indian evening, the cargo prices off LME 3M through a reconstructed Zorba factor fixed at the London ring — and it is larger than usual on this ticket because the Zorba discount has moved thirteen points since March while the flat price has fallen a thousand dollars. That divergence is the grade-spread bucket and no number of lots hedges it. One roll, May into June. In base runs the panel MCX series is a parity proxy, so the reported basis is zero by construction.",PROXY
T06,MCX_ALUMINIUM_FUTURE,T06-MCX-2,2022-05-20,2022-06,2022-06-30,2022-06-30,2022-06-21,SELL,176,5.0,880.0,2022-05-20,2022-06-01,UNWIND,,247.7731,PANEL_M2,227.5651,PANEL_M1,218040328.0,21804032.8,0.9,,176,84241.03,996.518,rolled: a roll keeps the position of the line it continues,,,,,,,,,,,"Fixed-price cargo, no buyer at inception: the whole position is a long in LME-equivalent metal marked at import replacement value, and the MCX short is the only thing standing against it. The cross-exchange mismatch is the standard one — MCX settles duty-paid primary ingot in the Indian evening, the cargo prices off LME 3M through a reconstructed Zorba factor fixed at the London ring — and it is larger than usual on this ticket because the Zorba discount has moved thirteen points since March while the flat price has fallen a thousand dollars. That divergence is the grade-spread bucket and no number of lots hedges it. One roll, May into June. In base runs the panel MCX series is a parity proxy, so the reported basis is zero by construction.",PROXY
T06,USDINR_FORWARD,T06-FX-1,2022-05-10,,,,,BUY_USD,,,,2022-05-10,2022-06-01,SETTLED_AT_VALUE_DATE,,,,,,64653403.42,,0.6,,,,,matched to PURCHASE_INVOICE; tenor 22 days from booking,833800.0,2022-05-10,2022-06-01,,PURCHASE_INVOICE,77.440661,0.1,77.540661,,,"Deliverable outright against the LC/usance payment date. The forward mid is covered interest parity off the booking day's spot and 3-month rates (PROXY), so the hedge is exact against the panel and carries the panel's own FX proxy error, not a market quote.",PROXY
T06,USDINR_FORWARD,T06-FX-2,2022-05-10,,,,,BUY_USD,,,,2022-05-10,2022-06-14,SETTLED_AT_VALUE_DATE,,,,,,64741255.5,,0.6,,,,,matched to PURCHASE_INVOICE; tenor 35 days from booking,833800.0,2022-05-10,2022-06-14,,PURCHASE_INVOICE,77.546025,0.1,77.646025,,,"Deliverable outright against the LC/usance payment date. The forward mid is covered interest parity off the booking day's spot and 3-month rates (PROXY), so the hedge is exact against the panel and carries the panel's own FX proxy error, not a market quote.",PROXY
T07,MCX_ALUMINIUM_FUTURE,T07-MCX-1,2022-05-25,2022-06,2022-06-30,2022-06-30,2022-06-21,SELL,247,5.0,1235.0,2022-05-25,2022-06-21,ROLL,T07-MCX-2,238.7243,PANEL_M2,213.348,PANEL_M1,294824510.5,29482451.05,0.9,0.899451,247,115844.68,1373.059,"unsold 1,890 MT at replacement value x grade factor 0.765516; k = 80.0682 ₹/t per USD/t, one lot = 425.17 ₹ per USD/t",,,,,,,,,,,"A fixed-price cargo held unsold for nine weeks across a forty-day transit: the longest naked long in the book and the one that rolls through three contract months before the boxes are even discharged. The MCX short covers the LME-equivalent metal; the Tense discount to LME, the two roll spreads and the primary-versus-scrap divergence stay open by construction. Because the sale is priced on accepted weight with the SPA's quality discount passed through, any out-turn shortfall reduces the sold tonnes and not the hedge — so a survey that goes against the desk leaves a small over-hedge for a few days, which the desk accepts rather than trading around a number it does not yet have. In base runs the panel MCX series is a parity proxy, so the reported cross-exchange basis is zero by construction.",PROXY
T07,MCX_ALUMINIUM_FUTURE,T07-MCX-2,2022-06-21,2022-07,2022-07-29,2022-07-29,2022-07-20,SELL,247,5.0,1235.0,2022-06-21,2022-07-20,ROLL,T07-MCX-3,214.2183,PANEL_M2,213.0299,PANEL_M1,264559600.5,26455960.05,0.9,,247,121542.76,1429.509,rolled: a roll keeps the position of the line it continues,,,,,,,,,,,"A fixed-price cargo held unsold for nine weeks across a forty-day transit: the longest naked long in the book and the one that rolls through three contract months before the boxes are even discharged. The MCX short covers the LME-equivalent metal; the Tense discount to LME, the two roll spreads and the primary-versus-scrap divergence stay open by construction. Because the sale is priced on accepted weight with the SPA's quality discount passed through, any out-turn shortfall reduces the sold tonnes and not the hedge — so a survey that goes against the desk leaves a small over-hedge for a few days, which the desk accepts rather than trading around a number it does not yet have. In base runs the panel MCX series is a parity proxy, so the reported cross-exchange basis is zero by construction.",PROXY
T07,MCX_ALUMINIUM_FUTURE,T07-MCX-3,2022-07-20,2022-08,2022-08-30,2022-08-31,2022-08-18,SELL,247,5.0,1235.0,2022-07-20,2022-07-26,UNWIND,,214.0517,PANEL_M2,211.6601,PANEL_M2,264353849.5,26435384.95,0.9,,247,123864.03,1421.694,rolled: a roll keeps the position of the line it continues,,,,,,,,,,,"A fixed-price cargo held unsold for nine weeks across a forty-day transit: the longest naked long in the book and the one that rolls through three contract months before the boxes are even discharged. The MCX short covers the LME-equivalent metal; the Tense discount to LME, the two roll spreads and the primary-versus-scrap divergence stay open by construction. Because the sale is priced on accepted weight with the SPA's quality discount passed through, any out-turn shortfall reduces the sold tonnes and not the hedge — so a survey that goes against the desk leaves a small over-hedge for a few days, which the desk accepts rather than trading around a number it does not yet have. In base runs the panel MCX series is a parity proxy, so the reported cross-exchange basis is zero by construction.",PROXY
T07,USDINR_FORWARD,T07-FX-1,2022-05-25,,,,,BUY_USD,,,,2022-05-25,2022-06-15,SETTLED_AT_VALUE_DATE,,,,,,153447869.29,,1.0,,,,,matched to PURCHASE_INVOICE; tenor 21 days from booking,1971300.0,2022-05-25,2022-06-15,,PURCHASE_INVOICE,77.740952,0.1,77.840952,,,"Deliverable outright against the LC/usance payment date. The forward mid is covered interest parity off the booking day's spot and 3-month rates (PROXY), so the hedge is exact against the panel and carries the panel's own FX proxy error, not a market quote.",PROXY
T07,USDINR_FORWARD,T07-FX-2,2022-05-25,,,,,BUY_USD,,,,2022-05-25,2022-06-22,SETTLED_AT_VALUE_DATE,,,,,,153555185.72,,1.0,,,,,matched to PURCHASE_INVOICE; tenor 28 days from booking,1971300.0,2022-05-25,2022-06-22,,PURCHASE_INVOICE,77.795392,0.1,77.895392,,,"Deliverable outright against the LC/usance payment date. The forward mid is covered interest parity off the booking day's spot and 3-month rates (PROXY), so the hedge is exact against the panel and carries the panel's own FX proxy error, not a market quote.",PROXY
T07,USDINR_FORWARD,T07-FX-3,2022-05-27,,,,,BUY_USD,,,,2022-05-27,2022-06-15,SETTLED_AT_VALUE_DATE,,,,,,13310128.88,,1.0,,,,,matched to FREIGHT; tenor 19 days from booking,171000.0,2022-05-27,2022-06-15,,FREIGHT,77.737011,0.1,77.837011,,,"Deliverable outright against the LC/usance payment date. The forward mid is covered interest parity off the booking day's spot and 3-month rates (PROXY), so the hedge is exact against the panel and carries the panel's own FX proxy error, not a market quote.",PROXY
T07,FREIGHT_FIXTURE,T07-FRT-1,2022-05-27,,,,,BUY_SPACE,90,21.0,1890.0,2022-05-27,2022-06-15,PREPAID_AT_BL,,,,,,13267804.5,,0.0,0.0,,,,"90 boxes fixed all-in; stop-loss 2,170 USD/FEU, book-by 2022-05-27",171000.0,2022-05-27,2022-06-15,,FREIGHT,,,,1867.74,0.017272,"Table 4 row 2.7(d): no accessible India-lane container derivative existed in 2022, so the freight layer is UNHEDGED with a stated stop-loss rather than a hedge. Once fixed, the box rate is a fixed payable and the only live freight exposure left is the difference against the later market, which is a competitiveness memo and not a loss on this cargo (a CFR-basis grade factor does not fall when freight falls). The lane index itself is an ASSUMPTION-level reconstruction and the fixture spread over it is an ASSUMPTION.",ASSUMPTION
T08,MCX_ALUMINIUM_FUTURE,T08-MCX-1,2022-07-15,2022-08,2022-08-30,2022-08-31,2022-08-18,SELL,230,5.0,1150.0,2022-07-15,2022-08-16,UNWIND,,201.9376,PANEL_M2,210.2062,PANEL_M1,232228240.0,23222824.0,0.9,0.898637,230,111349.07,1279.716,"unsold 1,680 MT at replacement value x grade factor 0.805000; k = 82.3344 ₹/t per USD/t, one lot = 435.05 ₹ per USD/t",,,,,,,,,,,"This ticket is unhedged on purpose for its first five weeks and the reason is arithmetic, not appetite: a CFR cargo bought on a forward LME average and not yet sold carries almost no flat-price risk, because the mark and the payable move together — the contract factor 0.782 and the mark factor 0.786 differ by four thousandths, about one lot on 1,680 tonnes. The exposure appears the moment the quotational period passes its midpoint and the payable stops floating: from that day the desk owns priced metal with no buyer, and 230 lots go on against 90 % of the replacement-value delta. They come off at the midpoint of the buyer's August averaging window. The mismatches carried throughout are the usual ones — MCX prices duty-paid primary ingot against LME-priced Tense scrap, and in base runs the panel MCX series is itself a parity proxy so the measured cross-exchange basis is zero by construction.",PROXY
T08,USDINR_FORWARD,T08-FX-1,2022-06-22,,,,,BUY_USD,,,,2022-06-22,2022-06-29,SETTLED_AT_VALUE_DATE,,,,,,120254709.78,,1.0,,,,,matched to PURCHASE_PROVISIONAL; tenor 7 days from booking,1532300.0,2022-06-22,2022-06-29,,PURCHASE_PROVISIONAL,78.379873,0.1,78.479873,,,"Deliverable outright against the LC/usance payment date. The forward mid is covered interest parity off the booking day's spot and 3-month rates (PROXY), so the hedge is exact against the panel and carries the panel's own FX proxy error, not a market quote.",PROXY
T08,USDINR_FORWARD,T08-FX-2,2022-06-29,,,,,BUY_USD,,,,2022-06-29,2022-07-06,SETTLED_AT_VALUE_DATE,,,,,,121040360.44,,1.0,,,,,matched to PURCHASE_PROVISIONAL; tenor 7 days from booking,1530100.0,2022-06-29,2022-07-06,,PURCHASE_PROVISIONAL,79.006176,0.1,79.106176,,,"Deliverable outright against the LC/usance payment date. The forward mid is covered interest parity off the booking day's spot and 3-month rates (PROXY), so the hedge is exact against the panel and carries the panel's own FX proxy error, not a market quote.",PROXY
T08,USDINR_FORWARD,T08-FX-3,2022-08-01,,,,,BUY_USD,,,,2022-08-01,2022-08-05,SETTLED_AT_VALUE_DATE,,,,,,7129200.64,,1.0,,,,,matched to PURCHASE_FINAL; tenor 4 days from booking,90000.0,2022-08-01,2022-08-05,,PURCHASE_FINAL,79.11334,0.1,79.21334,,,"Deliverable outright against the LC/usance payment date. The forward mid is covered interest parity off the booking day's spot and 3-month rates (PROXY), so the hedge is exact against the panel and carries the panel's own FX proxy error, not a market quote.",PROXY
T09,MCX_ALUMINIUM_FUTURE,T09-MCX-1,2022-08-03,2022-08,2022-08-30,2022-08-31,2022-08-18,SELL,157,5.0,785.0,2022-08-03,2022-08-18,ROLL,T09-MCX-2,206.7112,PANEL_M1,208.3171,PANEL_M1,162268292.0,16226829.2,0.9,0.900618,157,74968.43,871.624,"unsold 1,200 MT at replacement value x grade factor 0.765161; k = 81.6477 ₹/t per USD/t, one lot = 430.05 ₹ per USD/t",,,,,,,,,,,"Fixed price, no buyer for three weeks, so the position is a naked LME-equivalent long marked at replacement value and hedged with 157 lots of MCX. The roll on 18-Aug is the one place in this book where the panel's monthly slot and the exchange's real calendar disagree: the DIRECT expiry list puts August expiry on 30-Aug while the panel's rule-based slot is 31-Aug, and the position is keyed to the contract month so that both views resolve to the same contract. The cross-exchange mismatch is the usual one and in base runs the measured basis is zero by construction, the panel MCX series being a parity proxy.",PROXY
T09,MCX_ALUMINIUM_FUTURE,T09-MCX-2,2022-08-18,2022-09,2022-09-30,2022-09-30,2022-09-21,SELL,157,5.0,785.0,2022-08-18,2022-08-26,UNWIND,,209.2813,PANEL_M2,216.8196,PANEL_M2,164285820.5,16428582.05,0.9,,157,73688.18,849.268,rolled: a roll keeps the position of the line it continues,,,,,,,,,,,"Fixed price, no buyer for three weeks, so the position is a naked LME-equivalent long marked at replacement value and hedged with 157 lots of MCX. The roll on 18-Aug is the one place in this book where the panel's monthly slot and the exchange's real calendar disagree: the DIRECT expiry list puts August expiry on 30-Aug while the panel's rule-based slot is 31-Aug, and the position is keyed to the contract month so that both views resolve to the same contract. The cross-exchange mismatch is the usual one and in base runs the measured basis is zero by construction, the panel MCX series being a parity proxy.",PROXY
T09,USDINR_FORWARD,T09-FX-1,2022-08-03,,,,,BUY_USD,,,,2022-08-03,2022-10-17,SETTLED_AT_VALUE_DATE,,,,,,87348687.39,,1.0,,,,,matched to PURCHASE_INVOICE; tenor 75 days from booking,1096200.0,2022-08-03,2022-10-17,,PURCHASE_INVOICE,79.583167,0.1,79.683167,,,"Deliverable outright against the LC/usance payment date. The forward mid is covered interest parity off the booking day's spot and 3-month rates (PROXY), so the hedge is exact against the panel and carries the panel's own FX proxy error, not a market quote.",PROXY
T09,USDINR_FORWARD,T09-FX-2,2022-08-03,,,,,BUY_USD,,,,2022-08-03,2022-10-24,SETTLED_AT_VALUE_DATE,,,,,,87392362.21,,1.0,,,,,matched to PURCHASE_INVOICE; tenor 82 days from booking,1096200.0,2022-08-03,2022-10-24,,PURCHASE_INVOICE,79.623009,0.1,79.723009,,,"Deliverable outright against the LC/usance payment date. The forward mid is covered interest parity off the booking day's spot and 3-month rates (PROXY), so the hedge is exact against the panel and carries the panel's own FX proxy error, not a market quote.",PROXY
