date,in_window,trade_id,hedge_id,contract_month,panel_expiry_slot,direct_expiry,roll_deadline,direction,lots,lot_mt,action,fill_inr_kg,settle_inr_kg,prev_settle_inr_kg,vm_inr,cum_vm_inr,txn_cost_inr,contract_value_inr,im_required_inr,im_change_inr,im_stress_012_inr,im_stress_015_inr,net_margin_cash_inr,cum_margin_cash_inr,funding_on_margin_inr,mcx_series
2022-04-12,True,T03,T03-MCX-1,2022-04,2022-04-29,2022-04-29,2022-04-20,SELL,-143,5.0,hold,,265.5338,266.1944,472343.41,21568113.03,0.0,189856633.16,18985663.32,-47234.34,22782795.98,28478494.97,519577.75,2447543.74,501.8,PANEL_PROXY
2022-04-12,True,T04,T04-MCX-1,2022-04,2022-04-29,2022-04-29,2022-04-20,SELL,-87,5.0,hold,,265.5338,266.1944,287369.77,7763199.24,0.0,115507182.41,11550718.24,-28736.98,13860861.89,17326077.36,316106.74,-3867987.07,-1089.01,PANEL_PROXY
2022-04-13,True,T01,T01-MCX-1,2022-04,2022-04-29,2022-04-29,2022-04-20,SELL,-200,5.0,hold,,264.9376,265.5338,596160.92,29467391.74,0.0,264937591.75,26493759.17,-59616.09,31792511.01,39740638.76,655777.02,2785341.07,554.27,PANEL_PROXY
2022-04-13,True,T01,T01-MCX-2,2022-04,2022-04-29,2022-04-29,2022-04-20,SELL,-100,5.0,hold,,264.9376,265.5338,298080.46,14733695.87,0.0,132468795.87,13246879.59,-29808.05,15896255.5,19870319.38,327888.51,1392670.53,277.14,PANEL_PROXY
2022-04-13,True,T02,T02-MCX-2,2022-04,2022-04-29,2022-04-29,2022-04-20,SELL,-74,5.0,hold,,264.9376,265.5338,220579.54,10646286.65,0.0,98026908.95,9802690.89,-22057.95,11763229.07,14704036.34,242637.5,774004.89,138.3,PANEL_PROXY
2022-04-13,True,T03,T03-MCX-1,2022-04,2022-04-29,2022-04-29,2022-04-20,SELL,-143,5.0,hold,,264.9376,265.5338,426255.06,21994368.09,0.0,189430378.1,18943037.81,-42625.51,22731645.37,28414556.72,468880.57,2916424.31,637.03,PANEL_PROXY
2022-04-13,True,T04,T04-MCX-1,2022-04,2022-04-29,2022-04-29,2022-04-20,SELL,-87,5.0,hold,,264.9376,265.5338,259330.0,8022529.24,0.0,115247852.41,11524785.24,-25933.0,13829742.29,17287177.86,285263.0,-3582724.07,-1006.74,PANEL_PROXY
2022-04-14,True,T01,T01-MCX-1,2022-04,2022-04-29,2022-04-29,2022-04-20,SELL,-200,5.0,hold,,267.2344,264.9376,-2296842.88,27170548.86,0.0,267234434.63,26723443.46,229684.29,32068132.16,40085165.19,-2526527.17,258813.9,724.95,PANEL_PROXY
2022-04-14,True,T01,T01-MCX-2,2022-04,2022-04-29,2022-04-29,2022-04-20,SELL,-100,5.0,hold,,267.2344,264.9376,-1148421.44,13585274.43,0.0,133617217.32,13361721.73,114842.14,16034066.08,20042582.6,-1263263.59,129406.95,362.48,PANEL_PROXY
2022-04-14,True,T02,T02-MCX-2,2022-04,2022-04-29,2022-04-29,2022-04-20,SELL,-74,5.0,hold,,267.2344,264.9376,-849831.87,9796454.78,0.0,98876740.81,9887674.08,84983.19,11865208.9,14831511.12,-934815.05,-160810.16,201.45,PANEL_PROXY
2022-04-14,True,T03,T03-MCX-1,2022-04,2022-04-29,2022-04-29,2022-04-20,SELL,-143,5.0,hold,,267.2344,264.9376,-1642242.66,20352125.43,0.0,191072620.76,19107262.08,164224.27,22928714.49,28660893.11,-1806466.93,1109957.38,759.07,PANEL_PROXY
2022-04-14,True,T04,T04-MCX-1,2022-04,2022-04-29,2022-04-29,2022-04-20,SELL,-87,5.0,hold,,267.2344,264.9376,-999126.65,7023402.59,0.0,116246979.07,11624697.91,99912.67,13949637.49,17437046.86,-1099039.32,-4681763.38,-932.49,PANEL_PROXY
2022-04-19,True,T01,T01-MCX-1,2022-04,2022-04-29,2022-04-29,2022-04-20,SELL,-200,5.0,hold,,274.4359,267.2344,-7201472.77,19969076.08,0.0,274435907.4,27443590.74,720147.28,32932308.89,41165386.11,-7921620.05,-7662806.15,336.81,PANEL_PROXY
2022-04-19,True,T01,T01-MCX-2,2022-04,2022-04-29,2022-04-29,2022-04-20,SELL,-100,5.0,hold,,274.4359,267.2344,-3600736.39,9984538.04,0.0,137217953.7,13721795.37,360073.64,16466154.44,20582693.06,-3960810.02,-3831403.08,168.41,PANEL_PROXY
2022-04-19,True,T02,T02-MCX-2,2022-04,2022-04-29,2022-04-29,2022-04-20,SELL,-74,5.0,hold,,274.4359,267.2344,-2664544.93,7131909.85,0.0,101541285.74,10154128.57,266454.49,12184954.29,15231192.86,-2930999.42,-3091809.58,-209.27,PANEL_PROXY
2022-04-19,True,T03,T03-MCX-1,2022-04,2022-04-29,2022-04-29,2022-04-20,SELL,-143,5.0,hold,,274.4359,267.2344,-5149053.03,15203072.4,0.0,196221673.79,19622167.38,514905.3,23546600.86,29433251.07,-5663958.33,-4554000.95,1444.47,PANEL_PROXY
2022-04-19,True,T04,T04-MCX-1,2022-04,2022-04-29,2022-04-29,2022-04-20,SELL,-87,5.0,hold,,274.4359,267.2344,-3132640.66,3890761.93,0.0,119379619.72,11937961.97,313264.07,14325554.37,17906942.96,-3445904.72,-8127668.11,-6092.71,PANEL_PROXY
2022-04-20,True,T01,T01-MCX-1,2022-04,2022-04-29,2022-04-29,2022-04-20,SELL,-200,5.0,roll_out,267.9723,267.8723,274.4359,6563572.92,26532649.0,-180391.7,267872334.49,0.0,-27443590.74,0.0,0.0,33826771.96,26163965.81,-2015.42,PANEL_PROXY
2022-04-20,True,T01,T01-MCX-2,2022-04,2022-04-29,2022-04-29,2022-04-20,SELL,-100,5.0,roll_out,267.9723,267.8723,274.4359,3281786.46,13266324.5,-90195.85,133936167.24,0.0,-13721795.37,0.0,0.0,16913385.98,13081982.9,-1007.71,PANEL_PROXY
2022-04-20,True,T01,T01-MCX-3,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-200,5.0,roll_in,268.6933,268.7933,,0.0,0.0,-180608.0,268793334.84,26879333.48,26879333.48,32255200.18,40319000.23,-27059941.48,-27059941.48,0.0,PANEL_PROXY
2022-04-20,True,T01,T01-MCX-4,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-100,5.0,roll_in,268.6933,268.7933,,0.0,0.0,-90304.0,134396667.42,13439666.74,13439666.74,16127600.09,20159500.11,-13529970.74,-13529970.74,0.0,PANEL_PROXY
2022-04-20,True,T02,T02-MCX-2,2022-04,2022-04-29,2022-04-29,2022-04-20,SELL,-74,5.0,roll_out,267.9723,267.8723,274.4359,2428521.98,9560431.83,-66744.93,99112763.76,0.0,-10154128.57,0.0,0.0,12515905.62,9424096.05,-813.19,PANEL_PROXY
2022-04-20,True,T02,T02-MCX-3,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-74,5.0,roll_in,268.6933,268.7933,,0.0,0.0,-66824.96,99453533.89,9945353.39,9945353.39,11934424.07,14918030.08,-10012178.35,-10012178.35,0.0,PANEL_PROXY
2022-04-20,True,T03,T03-MCX-1,2022-04,2022-04-29,2022-04-29,2022-04-20,SELL,-143,5.0,roll_out,267.9723,267.8723,274.4359,4692954.64,19896027.04,-128980.07,191528719.16,0.0,-19622167.38,0.0,0.0,24186141.95,19632141.0,-1197.76,PANEL_PROXY
2022-04-20,True,T03,T03-MCX-2,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-143,5.0,roll_in,268.6933,268.7933,,0.0,0.0,-129134.72,192187234.41,19218723.44,19218723.44,23062468.13,28828085.16,-19347858.16,-19347858.16,0.0,PANEL_PROXY
2022-04-20,True,T04,T04-MCX-1,2022-04,2022-04-29,2022-04-29,2022-04-20,SELL,-87,5.0,roll_out,267.9723,267.8723,274.4359,2855154.22,6745916.15,-78470.39,116524465.5,0.0,-11937961.97,0.0,0.0,14714645.8,6586977.7,-2137.69,PANEL_PROXY
2022-04-20,True,T04,T04-MCX-2,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-87,5.0,roll_in,268.6933,268.7933,,0.0,0.0,-78564.48,116925100.65,11692510.07,11692510.07,14031012.08,17538765.1,-11771074.55,-11771074.55,0.0,PANEL_PROXY
2022-04-21,True,T01,T01-MCX-3,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-200,5.0,hold,,270.2483,268.7933,-1455008.64,-1455008.64,0.0,270248343.48,27024834.35,145500.86,32429801.22,40537251.52,-1600509.51,-28660450.99,-7117.14,PANEL_PROXY
2022-04-21,True,T01,T01-MCX-4,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-100,5.0,hold,,270.2483,268.7933,-727504.32,-727504.32,0.0,135124171.74,13512417.17,72750.43,16214900.61,20268625.76,-800254.75,-14330225.5,-3558.57,PANEL_PROXY
2022-04-21,True,T02,T02-MCX-3,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-74,5.0,hold,,270.2483,268.7933,-538353.2,-538353.2,0.0,99991887.09,9999188.71,53835.32,11999026.45,14998783.06,-592188.52,-10604366.87,-2633.34,PANEL_PROXY
2022-04-21,True,T03,T03-MCX-2,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-143,5.0,hold,,270.2483,268.7933,-1040331.18,-1040331.18,0.0,193227565.59,19322756.56,104033.12,23187307.87,28984134.84,-1144364.3,-20492222.46,-5088.75,PANEL_PROXY
2022-04-21,True,T04,T04-MCX-2,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-87,5.0,hold,,270.2483,268.7933,-632928.76,-632928.76,0.0,117558029.41,11755802.94,63292.88,14106963.53,17633704.41,-696221.64,-12467296.18,-3095.95,PANEL_PROXY
2022-04-21,True,T05,T05-MCX-1,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-105,5.0,entry,270.1483,270.2483,,0.0,0.0,-95048.36,141880380.33,14188038.03,14188038.03,17025645.64,21282057.05,-14283086.4,-14283086.4,0.0,PANEL_PROXY
2022-04-22,True,T01,T01-MCX-3,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-200,5.0,hold,,269.5849,270.2483,663481.73,-791526.91,0.0,269584861.75,26958486.17,-66348.17,32350183.41,40437729.26,729829.9,-27930621.09,-7538.09,PANEL_PROXY
2022-04-22,True,T01,T01-MCX-4,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-100,5.0,hold,,269.5849,270.2483,331740.87,-395763.46,0.0,134792430.87,13479243.09,-33174.09,16175091.7,20218864.63,364914.95,-13965310.54,-3769.05,PANEL_PROXY
2022-04-22,True,T02,T02-MCX-3,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-74,5.0,hold,,269.5849,270.2483,245488.24,-292864.96,0.0,99746398.85,9974639.88,-24548.82,11969567.86,14961959.83,270037.06,-10334329.8,-2789.09,PANEL_PROXY
2022-04-22,True,T03,T03-MCX-2,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-143,5.0,hold,,269.5849,270.2483,474389.44,-565941.74,0.0,192753176.15,19275317.62,-47438.94,23130381.14,28912976.42,521828.38,-19970394.08,-5389.74,PANEL_PROXY
2022-04-22,True,T04,T04-MCX-2,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-87,5.0,hold,,269.5849,270.2483,288614.55,-344314.21,0.0,117269414.86,11726941.49,-28861.46,14072329.78,17590412.23,317476.01,-12149820.17,-3279.07,PANEL_PROXY
2022-04-22,True,T05,T05-MCX-1,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-105,5.0,hold,,269.5849,270.2483,348327.91,348327.91,0.0,141532052.42,14153205.24,-34832.79,16983846.29,21229807.86,383160.7,-13899925.7,-3756.65,PANEL_PROXY
2022-04-25,True,T01,T01-MCX-3,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-200,5.0,exit,257.3341,257.2341,269.5849,12350769.42,11559242.5,-177200.23,257234092.33,0.0,-26958486.17,0.0,0.0,39132055.36,11201434.28,-22038.41,PANEL_PROXY
2022-04-25,True,T01,T01-MCX-4,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-100,5.0,hold,,257.2341,269.5849,6175384.71,5779621.25,0.0,128617046.17,12861704.62,-617538.47,15434045.54,19292556.92,6792923.18,-7172387.36,-11019.2,PANEL_PROXY
2022-04-25,True,T02,T02-MCX-3,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-74,5.0,exit,257.3341,257.2341,269.5849,4569784.68,4276919.73,-65564.08,95176614.16,0.0,-9974639.88,0.0,0.0,14478860.48,4144530.68,-8154.21,PANEL_PROXY
2022-04-25,True,T02,T02-MCX-4,2022-05,2022-05-31,2022-05-31,2022-05-20,BUY,145,5.0,entry,257.3341,257.2341,,0.0,0.0,-128470.17,186494716.94,18649471.69,18649471.69,22379366.03,27974207.54,-18777941.86,-18777941.86,0.0,PANEL_PROXY
2022-04-25,True,T03,T03-MCX-2,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-143,5.0,hold,,257.2341,269.5849,8830800.13,8264858.39,0.0,183922376.02,18392237.6,-883080.01,22070685.12,27588356.4,9713880.15,-10256513.93,-15757.46,PANEL_PROXY
2022-04-25,True,T04,T04-MCX-2,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-87,5.0,hold,,257.2341,269.5849,5372584.7,5028270.49,0.0,111896830.16,11189683.02,-537258.47,13427619.62,16784524.52,5909843.17,-6239977.01,-9586.71,PANEL_PROXY
2022-04-25,True,T05,T05-MCX-1,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-105,5.0,hold,,257.2341,269.5849,6484153.94,6832481.85,0.0,135047898.47,13504789.85,-648415.39,16205747.82,20257184.77,7132569.34,-6767356.36,-10967.61,PANEL_PROXY
2022-04-26,True,T01,T01-MCX-4,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-100,5.0,hold,,258.1115,257.2341,-438701.53,5340919.72,0.0,129055747.7,12905574.77,43870.15,15486689.72,19358362.15,-482571.69,-7654959.05,-1886.44,PANEL_PROXY
2022-04-26,True,T02,T02-MCX-4,2022-05,2022-05-31,2022-05-31,2022-05-20,BUY,145,5.0,hold,,258.1115,257.2341,636117.22,636117.22,0.0,187130834.16,18713083.42,63611.72,22455700.1,28069625.12,572505.5,-18205436.36,-4938.86,PANEL_PROXY
2022-04-26,True,T03,T03-MCX-2,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-143,5.0,exit,258.2115,258.1115,257.2341,-627343.19,7637515.2,-126886.37,184549719.21,0.0,-18392237.6,0.0,0.0,17638008.05,7381494.11,-2697.6,PANEL_PROXY
2022-04-26,True,T04,T04-MCX-2,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-87,5.0,hold,,258.1115,257.2341,-381670.33,4646600.16,0.0,112278500.5,11227850.05,38167.03,13473420.06,16841775.07,-419837.37,-6659814.37,-1641.2,PANEL_PROXY
2022-04-26,True,T05,T05-MCX-1,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-105,5.0,hold,,258.1115,257.2341,-460636.61,6371845.24,0.0,135508535.08,13550853.51,46063.66,16261024.21,20326280.26,-506700.27,-7274056.63,-1779.91,PANEL_PROXY
2022-04-27,True,T01,T01-MCX-4,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-100,5.0,hold,,258.0055,258.1115,52975.44,5393895.16,0.0,129002772.26,12900277.23,-5297.54,15480332.67,19350415.84,58272.98,-7596686.07,-2013.36,PANEL_PROXY
2022-04-27,True,T02,T02-MCX-4,2022-05,2022-05-31,2022-05-31,2022-05-20,BUY,145,5.0,hold,,258.0055,258.1115,-76814.39,559302.83,0.0,187054019.77,18705401.98,-7681.44,22446482.37,28058102.97,-69132.95,-18274569.31,-4788.28,PANEL_PROXY
2022-04-27,True,T04,T04-MCX-2,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-87,5.0,hold,,258.0055,258.1115,46088.63,4692688.79,0.0,112232411.86,11223241.19,-4608.86,13467889.42,16834861.78,50697.5,-6609116.88,-1751.62,PANEL_PROXY
2022-04-27,True,T05,T05-MCX-1,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-105,5.0,hold,,258.0055,258.1115,55624.21,6427469.46,0.0,135452910.87,13545291.09,-5562.42,16254349.3,20317936.63,61186.63,-7212870.0,-1913.18,PANEL_PROXY
2022-04-28,True,T01,T01-MCX-4,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-100,5.0,hold,,255.2567,258.0055,1374416.53,6768311.69,0.0,127628355.72,12762835.57,-137441.65,15315402.69,19144253.36,1511858.19,-6084827.88,-1998.03,PANEL_PROXY
2022-04-28,True,T02,T02-MCX-4,2022-05,2022-05-31,2022-05-31,2022-05-20,BUY,145,5.0,hold,,255.2567,258.0055,-1992903.98,-1433601.14,0.0,185061115.8,18506111.58,-199290.4,22207333.9,27759167.37,-1793613.58,-20068182.89,-4806.46,PANEL_PROXY
2022-04-28,True,T04,T04-MCX-2,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-87,5.0,hold,,255.2567,258.0055,1195742.39,5888431.17,0.0,111036669.48,11103666.95,-119574.24,13324400.34,16655500.42,1315316.62,-5293800.25,-1738.29,PANEL_PROXY
2022-04-28,True,T05,T05-MCX-1,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-105,5.0,hold,,255.2567,258.0055,1443137.36,7870606.82,0.0,134009773.51,13400977.35,-144313.74,16081172.82,20101466.03,1587451.1,-5625418.9,-1897.08,PANEL_PROXY
2022-04-29,True,T01,T01-MCX-4,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-100,5.0,hold,,252.5513,255.2567,1352713.83,8121025.53,0.0,126275641.89,12627564.19,-135271.38,15153077.03,18941346.28,1487985.22,-4596842.66,-1600.39,PANEL_PROXY
2022-04-29,True,T02,T02-MCX-4,2022-05,2022-05-31,2022-05-31,2022-05-20,BUY,145,5.0,hold,,252.5513,255.2567,-1961435.06,-3395036.2,0.0,183099680.74,18309968.07,-196143.51,21971961.69,27464952.11,-1765291.55,-21833474.44,-5278.21,PANEL_PROXY
2022-04-29,True,T04,T04-MCX-2,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-87,5.0,hold,,252.5513,255.2567,1176861.03,7065292.21,0.0,109859808.44,10985980.84,-117686.1,13183177.01,16478971.27,1294547.14,-3999253.12,-1392.34,PANEL_PROXY
2022-04-29,True,T05,T05-MCX-1,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-105,5.0,hold,,252.5513,255.2567,1420349.52,9290956.34,0.0,132589423.98,13258942.4,-142034.95,15910730.88,19888413.6,1562384.48,-4063034.42,-1479.56,PANEL_PROXY
2022-05-03,True,T01,T01-MCX-4,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-100,5.0,hold,,242.1719,252.5513,5189681.29,13310706.81,0.0,121085960.6,12108596.06,-518968.13,14530315.27,18162894.09,5708649.41,1111806.75,-4836.13,PANEL_PROXY
2022-05-03,True,T02,T02-MCX-4,2022-05,2022-05-31,2022-05-31,2022-05-20,BUY,145,5.0,hold,,242.1719,252.5513,-7525037.86,-10920074.06,0.0,175574642.88,17557464.29,-752503.79,21068957.15,26336196.43,-6772534.08,-28606008.52,-22970.01,PANEL_PROXY
2022-05-03,True,T04,T04-MCX-2,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-87,5.0,hold,,242.1719,252.5513,4515022.72,11580314.93,0.0,105344785.73,10534478.57,-451502.27,12641374.29,15801717.86,4966524.99,967271.88,-4207.43,PANEL_PROXY
2022-05-03,True,T05,T05-MCX-1,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-105,5.0,hold,,242.1719,252.5513,5449165.35,14740121.69,0.0,127140258.63,12714025.86,-544916.54,15256831.04,19071038.8,5994081.89,1931047.46,-4274.53,PANEL_PROXY
2022-05-04,True,T01,T01-MCX-4,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-100,5.0,hold,,242.9241,242.1719,-376093.05,12934613.76,0.0,121462053.66,12146205.37,37609.31,14575446.44,18219308.05,-413702.36,698104.4,292.42,PANEL_PROXY
2022-05-04,True,T02,T02-MCX-4,2022-05,2022-05-31,2022-05-31,2022-05-20,BUY,145,5.0,hold,,242.9241,242.1719,545334.93,-10374739.14,0.0,176119977.8,17611997.78,54533.49,21134397.34,26417996.67,490801.43,-28115207.08,-7523.77,PANEL_PROXY
2022-05-04,True,T04,T04-MCX-2,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-87,5.0,hold,,242.9241,242.1719,-327200.96,11253113.97,0.0,105671986.68,10567198.67,32720.1,12680638.4,15850798.0,-359921.05,607350.82,254.41,PANEL_PROXY
2022-05-04,True,T05,T05-MCX-1,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-105,5.0,hold,,242.9241,242.1719,-394897.7,14345223.99,0.0,127535156.34,12753515.63,39489.77,15304218.76,19130273.45,-434387.47,1496659.99,507.89,PANEL_PROXY
2022-05-05,True,T01,T01-MCX-4,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-100,5.0,hold,,241.6954,242.9241,614329.32,13548943.08,0.0,120847724.34,12084772.43,-61432.93,14501726.92,18127158.65,675762.25,1373866.65,183.61,PANEL_PROXY
2022-05-05,True,T02,T02-MCX-4,2022-05,2022-05-31,2022-05-31,2022-05-20,BUY,145,5.0,hold,,241.6954,242.9241,-890777.51,-11265516.65,0.0,175229200.29,17522920.03,-89077.75,21027504.03,26284380.04,-801699.76,-28916906.84,-7394.68,PANEL_PROXY
2022-05-05,True,T04,T04-MCX-2,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-87,5.0,hold,,241.6954,242.9241,534466.51,11787580.48,0.0,105137520.17,10513752.02,-53446.65,12616502.42,15770628.03,587913.16,1195263.98,159.74,PANEL_PROXY
2022-05-05,True,T05,T05-MCX-1,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-105,5.0,hold,,241.6954,242.9241,645045.78,14990269.77,0.0,126890110.55,12689011.06,-64504.58,15226813.27,19033516.58,709550.36,2206210.35,393.64,PANEL_PROXY
2022-05-06,True,T01,T01-MCX-4,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-100,5.0,hold,,236.5967,241.6954,2549382.56,16098325.64,0.0,118298341.78,11829834.18,-254938.26,14195801.01,17744751.27,2804320.82,4178187.46,361.35,PANEL_PROXY
2022-05-06,True,T02,T02-MCX-4,2022-05,2022-05-31,2022-05-31,2022-05-20,BUY,145,5.0,hold,,236.5967,241.6954,-3696604.72,-14962121.37,0.0,171532595.57,17153259.56,-369660.47,20583911.47,25729889.34,-3326944.24,-32243851.09,-7605.54,PANEL_PROXY
2022-05-06,True,T04,T04-MCX-2,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-87,5.0,hold,,236.5967,241.6954,2217962.83,14005543.31,0.0,102919557.34,10291955.73,-221796.28,12350346.88,15437933.6,2439759.11,3635023.09,314.37,PANEL_PROXY
2022-05-06,True,T05,T05-MCX-1,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-105,5.0,hold,,236.5967,241.6954,2676851.69,17667121.46,0.0,124213258.86,12421325.89,-267685.17,14905591.06,18631988.83,2944536.86,5150747.21,580.26,PANEL_PROXY
2022-05-09,True,T01,T01-MCX-4,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-100,5.0,exit,227.68,227.58,236.5967,4508326.69,20606652.33,-84152.0,113790015.09,0.0,-11829834.18,0.0,0.0,16254008.86,20432196.32,3296.76,PANEL_PROXY
2022-05-09,True,T02,T02-MCX-4,2022-05,2022-05-31,2022-05-31,2022-05-20,BUY,145,5.0,hold,,227.58,236.5967,-6537073.7,-21499195.06,0.0,164995521.88,16499552.19,-653707.37,19799462.63,24749328.28,-5883366.33,-38127217.41,-25441.72,PANEL_PROXY
2022-05-09,True,T04,T04-MCX-2,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-87,5.0,hold,,227.58,236.5967,3922244.22,17927787.53,0.0,98997313.13,9899731.31,-392224.42,11879677.58,14849596.97,4314468.64,7949491.73,2868.18,PANEL_PROXY
2022-05-09,True,T05,T05-MCX-1,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-105,5.0,hold,,227.58,236.5967,4733743.02,22400864.48,0.0,119479515.84,11947951.58,-473374.3,14337541.9,17921927.38,5207117.32,10357864.53,4064.15,PANEL_PROXY
2022-05-10,True,T02,T02-MCX-4,2022-05,2022-05-31,2022-05-31,2022-05-20,BUY,145,5.0,hold,,224.5043,227.58,-2229894.98,-23729090.04,0.0,162765626.9,16276562.69,-222989.5,19531875.23,24414844.04,-2006905.48,-40134122.89,-10027.98,PANEL_PROXY
2022-05-10,True,T04,T04-MCX-2,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-87,5.0,hold,,224.5043,227.58,1337936.99,19265724.51,0.0,97659376.14,9765937.61,-133793.7,11719125.14,14648906.42,1471730.68,9421222.42,2090.83,PANEL_PROXY
2022-05-10,True,T05,T05-MCX-1,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-105,5.0,hold,,224.5043,227.58,1614751.53,24015616.02,0.0,117864764.31,11786476.43,-161475.15,14143771.72,17679714.65,1776226.69,12134091.22,2724.26,PANEL_PROXY
2022-05-10,True,T06,T06-MCX-1,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-176,5.0,entry,224.4043,224.5043,,0.0,0.0,-147242.74,197563795.41,19756379.54,19756379.54,23707655.45,29634569.31,-19903622.28,-19903622.28,0.0,PANEL_PROXY
2022-05-11,True,T02,T02-MCX-4,2022-05,2022-05-31,2022-05-31,2022-05-20,BUY,145,5.0,hold,,229.3903,224.5043,3542357.97,-20186732.07,0.0,166307984.87,16630798.49,354235.8,19956958.18,24946197.73,3188122.17,-36946000.72,-10555.82,PANEL_PROXY
2022-05-11,True,T04,T04-MCX-2,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-87,5.0,hold,,229.3903,224.5043,-2125414.78,17140309.73,0.0,99784790.92,9978479.09,212541.48,11974174.91,14967718.64,-2337956.26,7083266.16,2477.91,PANEL_PROXY
2022-05-11,True,T05,T05-MCX-1,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-105,5.0,hold,,229.3903,224.5043,-2565155.77,21450460.25,0.0,120429920.08,12042992.01,256515.58,14451590.41,18064488.01,-2821671.35,9312419.87,3191.43,PANEL_PROXY
2022-05-11,True,T06,T06-MCX-1,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-176,5.0,hold,,229.3903,224.5043,-4299689.67,-4299689.67,0.0,201863485.09,20186348.51,429968.97,24223618.21,30279522.76,-4729658.64,-24633280.92,-5234.93,PANEL_PROXY
2022-05-12,True,T02,T02-MCX-4,2022-05,2022-05-31,2022-05-31,2022-05-20,BUY,145,5.0,hold,,226.0761,229.3903,-2402779.0,-22589511.06,0.0,163905205.88,16390520.59,-240277.9,19668624.71,24585780.88,-2162501.1,-39108501.82,-9717.3,PANEL_PROXY
2022-05-12,True,T04,T04-MCX-2,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-87,5.0,hold,,226.0761,229.3903,1441667.4,18581977.13,0.0,98343123.53,9834312.35,-144166.74,11801174.82,14751468.53,1585834.14,8669100.29,1863.0,PANEL_PROXY
2022-05-12,True,T05,T05-MCX-1,2022-05,2022-05-31,2022-05-31,2022-05-20,SELL,-105,5.0,hold,,226.0761,229.3903,1739943.41,23190403.66,0.0,118689976.67,11868997.67,-173994.34,14242797.2,17803496.5,1913937.75,11226357.63,2449.29,PANEL_PROXY
