date,in_window,position_date,lme_cash_usd_t_prev,usdinr_prev,exp_lme_inr,exp_lme_physical_inr,exp_lme_mcx_inr,exp_fx_inr,exp_fx_physical_forwards_inr,exp_fx_mcx_inr,exp_freight_inr,exp_spread_inr_per_usd_t,memo_customs_fx_delta_usd,lme_ret_frac,fx_ret_frac,position_held,position_date_mcx_exit_or_roll,sigma_lme_garch_frac,sigma_lme_hist250_frac,sigma_lme_hist60_frac,sigma_fx_garch_frac,sigma_fx_hist250_frac,sigma_fx_hist60_frac,sigma_freight_hist250_frac,sigma_spread_hist250_usd_t,corr_lme_fx,corr_lme_freight,corr_fx_freight,corr_lme_spread,corr_fx_spread,corr_freight_spread,var_garch_inr,var_garch_incl_spread_memo_inr,var_hist250_inr,var_hist250_incl_spread_memo_inr,var_hist60_inr,var_hist60_incl_spread_memo_inr,var_garch_lme_inr,var_garch_lme_physical_inr,var_garch_lme_mcx_inr,var_garch_fx_inr,var_garch_fx_physical_forwards_inr,var_garch_fx_mcx_inr,var_garch_mcx_beta_sensitivity_inr,var_garch_mcx_beta_weekly_sensitivity_inr,var_hist250_lme_inr,var_hist250_lme_physical_inr,var_hist250_lme_mcx_inr,var_hist250_fx_inr,var_hist250_fx_physical_forwards_inr,var_hist250_fx_mcx_inr,var_hist250_mcx_beta_sensitivity_inr,var_hist250_mcx_beta_weekly_sensitivity_inr,var_freight_hist250_inr,pnl_lme_flat_inr,pnl_cross_exchange_basis_inr,pnl_freight_inr,pnl_fx_inr,pnl_market_inr,memo_pnl_grade_spread_inr,memo_pnl_roll_term_structure_inr,memo_pnl_funding_carry_inr,memo_pnl_roll_ex_funding_inr,memo_pnl_broad_inr,memo_pnl_new_deal_inr,memo_pnl_demurrage_penalty_inr,daily_pnl_inr,exception_garch,exception_hist250,exception_hist60
2022-04-14,True,2022-04-13,3207.0,76.1851,226648246.86,1026759757.93,-800111515.88,42640594.01,842752121.49,-800111526.72,-9257850.58,-267335.82,-43313.62,0.00946551,-0.00072613,True,False,0.02048648,0.01952554,0.02836117,0.00337268,0.00285531,0.00343685,0.01557772,10.7264,0.0289449,-0.03097363,0.05220953,0.3933782,0.14525146,0.082571,7658554.56,7240141.23,7298579.91,6958058.42,10592569.21,9750305.73,7637425.81,34598994.64,26961568.99,236551.76,4675227.97,4438676.21,29717001.78,15943292.83,7279182.45,32976083.91,25696901.62,200264.32,3958040.14,3757775.82,28254299.59,15172020.65,237214.53,2155525.82,0.0,-8901.78,-34180.12,2112443.92,2558555.13,-805295.63,-83505.31,-721790.32,1390653.6,-188557.73,0.0,3677145.69,False,False,False
2022-04-19,True,2022-04-14,3237.5,76.1298,231241934.0,1038289920.18,-807048003.56,55748074.15,862796067.34,-807047992.43,0.0,-268586.37,-39999.61,0.02275081,0.00437765,True,False,0.01938284,0.01952719,0.02821901,0.00325042,0.0028434,0.00343812,0.01557784,10.6965,0.0264311,-0.03089199,0.05326783,0.39312158,0.13880043,0.08337364,7386329.48,7007561.08,7438805.19,7051867.17,10746312.87,9875294.43,7372439.73,33102689.15,25730249.97,298054.88,4612905.13,4314850.25,28428261.63,15291459.38,7427346.15,33349222.21,25921876.62,260732.6,4035279.54,3774546.93,28555328.63,15375086.86,0.0,5321242.9,0.0,0.0,319438.35,5640681.25,12540512.62,-4137802.09,-622447.38,-3515354.71,2125326.54,0.0,0.0,14043391.77,False,False,False
2022-04-20,True,2022-04-19,3312.0,76.4638,216825743.52,1045622174.57,-828796439.44,36381684.02,865178123.4,-828796440.14,0.0,-276823.2,-30240.56,-0.02197891,-0.0021209,True,False,0.01977367,0.01956415,0.02834383,0.0033993,0.00283584,0.00348416,0.01557751,10.735,0.03763128,-0.03135115,0.05239665,0.3973824,0.14562738,0.08232847,7062793.39,6788924.15,6985932.69,6734091.73,10118722.13,9312021.82,7052212.37,34008644.5,26956432.41,203422.99,4837519.92,4634096.93,29328623.57,15429567.91,6977487.91,33648292.67,26670805.04,169703.59,4035652.54,3865948.95,28905427.41,15227036.47,0.0,-4713603.15,0.0,0.0,-73059.9,-4786663.05,2427951.28,-2246602.92,-143732.91,-2102870.01,-6889533.06,-0.0,0.0,-4605314.69,False,False,False
2022-04-21,True,2022-04-20,3240.0,76.3018,-630764949.6,990451593.83,-1621216544.88,-811530167.88,809686372.27,-1621216540.14,0.0,-277660.99,38523.01,0.00676717,-0.00126158,True,True,0.01997033,0.01961347,0.02844725,0.0033298,0.00283855,0.00347248,0.01557751,10.7193,0.04108144,-0.03067107,0.05258876,0.39479081,0.14337737,0.08175868,21368710.06,23810090.92,20851511.71,23296619.18,30063773.2,32378904.42,20719532.56,32534613.82,53254146.43,4444778.23,4434679.7,8879457.94,39024502.81,15584934.6,20349290.88,31953245.97,52302536.89,3789036.43,3780427.74,7569464.16,38173924.37,15214122.63,0.0,-4282971.78,0.0,0.0,1025749.19,-3257222.59,2436348.12,5514139.41,-168448.26,5682587.67,2425365.08,47622722.62,0.0,52315987.56,False,False,False
2022-04-22,True,2022-04-21,3262.0,76.2056,148221593.94,1106294539.35,-958072947.84,-21938401.15,936134540.11,-958072942.02,0.0,-205722.47,-90682.16,-0.00553337,0.00318236,True,False,0.01854699,0.01961436,0.02844873,0.00323184,0.00283488,0.00346327,0.01557972,10.7223,0.04153993,-0.03038471,0.05190167,0.39429511,0.14406208,0.08151039,4518465.57,4556839.68,4778879.78,4735653.08,6931813.51,6442041.63,4521807.38,33749811.23,29228003.92,116622.29,4976395.34,5093017.64,29525148.46,13976279.01,4782036.09,35692103.11,30910067.1,102298.06,4365165.51,4467463.58,31080355.53,14734272.05,0.0,-817899.67,0.0,0.0,-96672.75,-914572.42,2422947.26,567892.74,-173476.18,741368.92,-173203.5,-148200.0,0.0,1928067.58,False,False,False
2022-04-25,True,2022-04-22,3244.0,76.4485,117634933.64,1073313247.26,-955678325.71,60912295.63,1016590630.45,-955678334.82,0.0,-209095.52,-90724.34,-0.04863605,0.0020607,True,False,0.01717187,0.01961746,0.0284317,0.00326435,0.00283668,0.00348516,0.01557972,10.7239,0.03983742,-0.03021607,0.05076998,0.39453419,0.1429837,0.08167176,3351623.13,3849936.37,3817726.21,4102644.38,5526248.91,5269161.45,3322623.3,30315957.07,26993334.12,327061.45,5458464.62,5131403.16,26806504.68,12281222.22,3795826.92,34633515.71,30837689.18,284212.17,4743335.14,4459122.97,30367875.19,13926631.58,0.0,-5584395.25,0.0,0.0,129126.69,-5455268.56,6954300.03,-674705.52,-518557.84,-156147.68,-5611416.24,18420523.74,0.0,19244849.69,True,True,False
2022-04-26,True,2022-04-25,3090.0,76.6062,-38518704.0,687043110.79,-725561809.67,-88163376.74,637398434.46,-725561811.97,0.0,-116370.15,-207748.15,0.00403715,-0.0005249,True,True,0.02414854,0.01985694,0.02911092,0.00321246,0.00283823,0.0034762,0.01557972,10.7246,0.03243746,-0.02849115,0.05009764,0.38759304,0.14345573,0.08156677,1613736.45,3086636.36,1336332.92,2871291.09,1927757.3,3340998.77,1529993.99,27289906.45,28819900.23,465857.83,3368031.73,3833889.57,25023875.05,9159632.11,1258088.75,22440038.74,23698127.32,411588.59,2975679.16,3387267.76,20607952.61,7541696.86,0.0,-155819.96,0.0,0.0,45561.89,-110258.07,1544227.12,1215077.24,-155919.21,1370996.45,1260738.38,12787471.59,0.0,15436517.88,False,False,False
2022-04-27,True,2022-04-26,3102.5,76.566,60368569.1,434685595.38,-374317028.89,15584312.55,389901345.57,-374317033.03,0.0,-46290.17,-285611.22,-0.00080613,0.00050271,True,True,0.02217709,0.01983156,0.02911532,0.00311343,0.00281886,0.00347669,0.01555354,10.7142,0.03850259,-0.03110599,0.05671291,0.38621083,0.1500589,0.07952876,2206642.72,2031652.12,1973327.04,1816856.3,2895878.6,2684780.02,2202128.25,15856486.98,13654358.83,79809.42,1996738.77,1916929.34,13792491.67,6593819.65,1969223.46,14179449.4,12210226.03,72258.5,1807823.51,1735565.01,12336996.96,5897645.4,0.0,-48645.1,0.0,0.0,8290.51,-40354.59,981636.49,-97152.71,-151500.22,54347.51,13992.92,-151830.0,0.0,692299.18,False,False,False
2022-04-28,True,2022-04-27,3100.0,76.6045,214475391.0,404109468.21,-189634086.6,286127118.01,475761193.12,-189634075.11,0.0,-48591.66,-285238.79,-0.01119142,0.00058726,True,False,0.02035185,0.01982876,0.0290809,0.00302856,0.00281898,0.0034297,0.01555354,10.7108,0.03859518,-0.03094831,0.0565663,0.38603977,0.15030463,0.07984476,7373615.07,7070413.58,7170034.92,6868573.64,10446744.58,10132672.53,7179737.02,13527890.99,6348154.28,1425354.3,2370024.44,944670.14,11807030.59,9112771.19,6995201.75,13180193.98,6184992.54,1326716.48,2206013.25,879296.77,11485010.89,8862686.91,0.0,-2386903.58,0.0,0.0,167206.86,-2219696.72,971729.62,-65313.0,-152720.53,87407.53,-2132289.19,-1192701.52,0.0,-2505981.62,False,False,False
2022-04-29,True,2022-04-28,3065.5,76.6495,180926790.96,368540483.88,-187613686.93,257371922.03,444985605.5,-187613682.71,0.0,-50848.2,-284999.72,-0.00868217,-0.00186607,True,False,0.01917178,0.01983952,0.02911629,0.00295773,0.00281512,0.00342953,0.01555362,10.711,0.03728719,-0.03063087,0.05607412,0.38596674,0.1503517,0.07988188,5886690.36,5583263.99,6066681.01,5762219.62,8838971.73,8517439.01,5705484.1,11621838.1,5916353.8,1252124.88,2164873.09,912748.21,10103233.24,7525231.71,5904203.27,12026620.92,6122417.46,1191751.36,2060489.73,868738.36,10422004.52,7759089.99,0.0,-1564038.55,0.0,0.0,-478594.54,-2042633.09,964249.53,-825583.53,-159308.8,-666274.73,-2708907.82,0.0,0.0,-1903967.1,False,False,False
2022-05-03,True,2022-04-29,3039.0,76.5066,150428220.75,336053434.26,-185625190.39,226037656.42,411662849.7,-185625193.28,0.0,-53082.82,-244253.32,-0.0428601,0.00100986,True,False,0.01820856,0.01984488,0.02911211,0.00293312,0.00281759,0.00343696,0.01555362,10.7425,0.03866424,-0.03027005,0.05635275,0.38231446,0.1462801,0.07902022,4676291.5,4383718.47,5060227.66,4761995.24,7364234.25,7042365.66,4505386.99,10064938.38,5559550.69,1090529.87,1986087.81,895557.94,8729387.85,6236678.02,4910266.26,10969430.02,6059163.01,1047578.21,1907863.66,860285.45,9465194.24,6756043.61,0.0,-6311154.83,0.0,0.0,225447.23,-6085707.6,3672995.57,1339309.32,-754085.43,2093394.75,-3992312.85,0.0,0.0,-1073402.71,True,True,False
2022-05-04,True,2022-05-03,2911.5,76.5839,156543668.64,334540036.97,-177996351.18,225538571.53,403534933.18,-177996362.41,0.0,-62977.41,-242751.05,0.00599266,-0.00306801,True,False,0.02303896,0.02001382,0.02962602,0.002885,0.00281607,0.00342822,0.01438616,10.886,0.03726024,-0.04619389,0.07825298,0.39797776,0.13977354,0.09939441,6067223.88,5693921.31,5296224.22,4936268.81,7780336.78,7386288.5,5932333.38,12677632.03,6745298.0,1070271.22,1914935.53,844664.32,10910589.56,7939684.67,5153386.55,11012991.72,5859604.6,1044700.37,1869184.03,824483.66,9512576.82,6926330.56,0.0,940928.77,0.0,0.0,-696624.85,244303.92,933985.82,99050.25,-185918.37,284968.62,529272.54,-151830.0,0.0,1125509.99,False,False,False
2022-05-05,True,2022-05-04,2929.0,76.3493,166485619.47,345034833.56,-178549221.09,343002645.35,521551864.68,-178549218.56,0.0,-65009.41,-242333.76,-0.00410538,-0.00083598,True,False,0.0213512,0.01998913,0.02961192,0.00297297,0.00281489,0.00343698,0.01438616,10.8805,0.04010343,-0.04600273,0.0782456,0.40025089,0.13740404,0.09921416,6147060.56,5758313.44,5760480.04,5378741.42,8412978.32,7997466.05,5846909.5,12117487.7,6270578.45,1677320.15,2550445.2,873125.05,10597462.87,7871819.54,5473912.69,11344466.63,5870554.17,1588127.81,2414824.0,826696.19,9927379.67,7375348.42,0.0,-682085.16,0.0,0.0,-286797.55,-968882.71,927750.44,-382279.55,-218035.53,-164244.02,-1133126.73,0.0,0.0,-423411.83,False,False,False
2022-05-06,True,2022-05-05,2917.0,76.2855,174961835.02,352607974.84,-177646156.9,338442818.54,516088973.0,-177646154.46,0.0,-67145.02,-242140.91,-0.02939598,0.00820373,True,False,0.01976508,0.0199573,0.02950873,0.00291364,0.00281225,0.00343857,0.01441609,10.8737,0.04338748,-0.04449715,0.07937272,0.40302495,0.1351225,0.09723706,5982157.4,5585325.25,6018167.86,5620743.99,8785932.29,8354221.38,5688125.05,11463518.63,5775394.13,1621988.94,2473359.05,851370.11,10063179.08,7569153.29,5743444.17,11575005.59,5831561.98,1565549.06,2387294.28,821745.22,10136595.86,7619740.78,0.0,-5068314.95,0.0,0.0,2776877.68,-2291437.27,899377.66,358104.9,-217727.4,575832.3,-1715604.97,0.0,0.0,-1033954.71,False,False,False
2022-05-09,True,2022-05-06,2832.5,76.9139,180415492.68,354314064.48,-173898564.41,337475505.14,511374067.33,-173898562.2,0.0,-69853.86,-242003.12,-0.04494936,0.00648232,True,False,0.02131975,0.02004005,0.02949267,0.00375728,0.00285967,0.00359794,0.01441609,10.8818,0.02577289,-0.04380196,0.07689439,0.40467796,0.12522876,0.09732569,6712552.84,6290162.12,6194637.95,5781145.52,9027187.96,8577367.97,6326786.85,12425039.18,6098252.07,2085656.11,3160378.85,1074722.74,10997280.9,8383789.94,5947025.39,11679233.89,5732208.26,1587394.74,2405367.18,817972.44,10210600.22,7761126.14,0.0,-7930001.74,0.0,0.0,2158903.39,-5771098.35,2608503.13,-129350.69,-649346.19,519995.5,-5251102.85,3627672.11,0.0,335726.2,False,False,False
2022-05-10,True,2022-05-09,2708.0,77.4141,40624955.64,207930410.41,-167305452.84,192783568.38,360089027.75,-167305459.37,0.0,-23782.02,-291724.76,-0.01151359,-0.0019641,True,True,0.02559472,0.02015119,0.0300579,0.00406041,0.00288864,0.00368953,0.01441609,10.8839,0.00664592,-0.04323638,0.07527858,0.4043779,0.12063837,0.0973676,2147597.75,2017986.84,1633589.1,1513977.37,2331141.73,2191735.45,1710292.76,8753778.8,7043485.96,1287557.7,2404952.89,1117395.19,7732543.92,4192217.81,1346545.11,6892011.9,5545466.73,915988.65,1710921.03,794932.38,6047453.1,3256104.13,0.0,-465056.75,0.0,0.0,-378218.73,-843275.48,519901.0,-1802986.04,-222145.76,-1580840.28,-2424115.76,595034.08,0.0,-1531326.43,False,False,False
2022-05-11,True,2022-05-10,2677.0,77.2622,183798858.04,434180437.8,-250381577.3,260386616.46,510768194.45,-250381578.0,0.0,-107755.24,-234266.74,0.02216567,-0.0005062,True,False,0.02399599,0.02012041,0.02998571,0.00388817,0.00288882,0.00366453,0.0141242,10.8822,0.01092974,-0.03052227,0.06966,0.40617831,0.11837224,0.0932419,7460923.82,6874470.51,6220641.63,5685124.7,9217098.33,8588031.78,7254521.98,17137057.13,9882535.05,1665296.44,3266605.89,1601309.45,14732484.46,10247203.44,6082845.65,14369254.6,8286408.87,1237276.51,2427012.17,1189735.67,12302887.88,8551184.73,0.0,4119511.35,0.0,0.0,-134387.94,3985123.41,1076029.8,-479061.92,-227098.39,-251963.53,3733159.88,0.0,0.0,4582091.28,False,False,False
2022-05-12,True,2022-05-11,2737.0,77.2231,196905609.81,452675819.68,-255770213.14,265400272.86,521170483.82,-255770210.96,0.0,-109851.58,-233085.3,-0.01806501,0.00364123,True,False,0.02358385,0.02016515,0.0297869,0.00369735,0.00287756,0.00366306,0.0141242,10.8616,0.01163945,-0.03076312,0.06947363,0.4084655,0.11283927,0.09291111,7825389.28,7219903.98,6665158.81,6103146.7,9797382.94,9146831.98,7638359.6,17560193.93,9921834.46,1614057.06,3169547.98,1555490.92,15081857.86,10612123.81,6531107.06,15014677.56,8483570.61,1256183.19,2466785.72,1210602.52,12857842.76,9043318.2,0.0,-3525164.5,0.0,0.0,959052.44,-2566112.06,1055337.57,-209790.22,-259449.14,49658.92,-2516453.14,0.0,0.0,-1720564.71,False,False,False
2022-05-13,True,2022-05-12,2688.0,77.5048,202974240.0,455049142.07,-252074895.25,264055165.15,516130067.69,-252074902.54,0.0,-112363.25,-233456.49,0.01293679,-0.00071118,True,False,0.02275945,0.02019271,0.02958038,0.00368876,0.00288627,0.00364865,0.01417443,10.8616,0.00695373,-0.0252335,0.06227349,0.4077892,0.11250594,0.09252859,7776499.83,7165161.63,6865724.88,6290009.43,10013004.82,9349081.85,7598537.17,17035205.17,9436667.74,1602146.49,3131603.11,1529456.62,14642040.69,10418857.78,6741596.82,15114025.54,8372428.5,1253600.7,2450325.16,1196724.46,12940936.26,9203828.57,0.0,2642893.64,0.0,0.0,-190339.6,2452554.04,1072644.55,-1126236.66,-258253.64,-867983.02,1584571.02,-378864.11,0.0,2020097.83,False,False,False
2022-05-16,True,2022-05-13,2723.0,77.4497,214466420.84,469608992.14,-255142575.87,266321166.29,521463738.56,-255142572.27,0.0,-114373.32,-232856.39,0.02466574,0.00448575,True,False,0.02161086,0.02020652,0.02944509,0.00352577,0.00287432,0.00363066,0.01417443,10.8656,0.00766911,-0.0253566,0.06210843,0.40978244,0.10831024,0.09200205,7790055.13,7169923.9,7248024.51,6649286.85,10520326.79,9836151.95,7623574.54,16693052.19,9069477.81,1544496.39,3024163.91,1479667.53,14357191.31,10323036.95,7128170.03,15608283.72,8480113.84,1259121.6,2465392.68,1206271.09,13370080.09,9609238.59,0.0,5355753.47,0.0,0.0,1234573.95,6590327.42,3027049.09,-146300.6,-778037.19,631736.59,7222064.01,0.0,0.0,9471075.92,False,False,False
2022-05-17,True,2022-05-16,2791.0,77.7979,232016918.49,494604774.47,-262587845.71,276833581.94,539421431.71,-262587849.77,0.0,-120982.82,-230547.14,0.01599465,-0.00434115,True,False,0.02191494,0.02019512,0.02952403,0.00362994,0.00288574,0.00365588,0.01417443,10.8685,0.01787831,-0.02631859,0.06155006,0.40848952,0.10560004,0.09213002,8554194.37,7894233.04,7841480.94,7207498.29,11419088.49,10695969.33,8363484.81,17828956.38,9465471.2,1652895.81,3220734.34,1567838.53,15380555.29,11194032.59,7707142.23,16429790.42,8722647.85,1314024.8,2560430.46,1246405.67,14109720.52,10265371.15,0.0,3740867.75,0.0,0.0,-1218905.51,2521962.24,854947.16,-1249404.95,-275132.51,-974272.44,1547689.8,-124294.25,0.0,2003210.2,False,False,False
2022-05-18,True,2022-05-17,2836.0,77.4609,243794499.56,509477732.49,-265683235.69,265666788.14,531350032.07,-265683243.16,0.0,-122409.17,-173405.27,0.00316846,0.00163562,True,True,0.02109712,0.02021854,0.0295924,0.00369895,0.00289791,0.00369661,0.0134894,10.8817,0.0124887,-0.02285296,0.07432794,0.41035696,0.10026294,0.0907436,8632912.46,7962710.99,8221670.54,7567084.75,11996152.12,11254330.2,8460078.85,17679733.53,9219654.78,1616380.16,3232860.45,1616480.28,15259479.18,11200504.93,8107762.58,16943468.8,8835706.31,1266335.51,2532749.46,1266413.94,14539302.7,10669459.1,0.0,773677.88,0.0,0.0,437500.76,1211178.64,851348.71,-17217.66,-273411.21,256193.55,1467372.19,-199220.0,0.0,1846089.69,False,False,False
2022-05-19,True,2022-05-18,2845.0,77.5877,82047893.85,522453215.95,-440405336.86,257712955.74,698118281.97,-440405326.23,0.0,-124514.46,-172609.41,-0.00670078,0.00061718,True,False,0.01957363,0.02021745,0.02958491,0.00356273,0.00289423,0.0036169,0.0134894,10.8905,0.01357402,-0.02283256,0.07398982,0.40996473,0.09737102,0.09078193,3060581.08,2975758.28,3006774.43,2914250.86,4296328.11,3932623.49,2641593.43,16820772.8,14179179.85,1510243.35,4091096.2,2580852.85,14840292.36,7457475.04,2728482.41,17374052.44,14645570.52,1226865.37,3323453.96,2096588.59,15160832.35,7562439.54,0.0,-547947.21,0.0,0.0,159281.92,-388665.29,849461.74,-2249735.09,-283588.91,-1966146.18,-2354811.47,0.0,0.0,-1788938.65,False,False,False
2022-05-20,True,2022-05-19,2826.0,77.6356,90662855.94,528340388.14,-437677524.23,256426923.48,694104448.08,-437677524.6,0.0,-126458.31,-116813.31,0.03648138,0.00056659,True,False,0.01831568,0.0200497,0.02959753,0.00341682,0.00289401,0.00361112,0.0135061,10.9373,0.01523481,-0.02234384,0.07350703,0.40877528,0.09778117,0.0851983,3107610.45,3018538.17,3246692.2,3100401.51,4691087.92,4277260.77,2731365.2,15917108.89,13185743.45,1441162.05,3900982.68,2459820.63,14020378.64,7184405.6,2989953.9,17424041.91,14434087.75,1220647.97,3304088.26,2083440.29,15166512.56,7715768.74,0.0,3368577.67,0.0,0.0,-30259.8,3338317.87,876445.04,-2150170.81,-282791.5,-1867379.31,1470938.56,-0.0,0.0,2064592.1,False,False,False
2022-05-23,True,2022-05-20,2931.0,77.6796,-352566033.15,557747365.04,-910313390.07,-196638298.68,713675095.1,-910313393.78,0.0,-128439.69,-115242.92,0.01085861,-0.00144028,True,True,0.02157346,0.02015821,0.0296983,0.00328789,0.00289094,0.00361102,0.0135061,10.9555,0.01840188,-0.02253132,0.07333214,0.41227043,0.09827555,0.08480601,12575468.42,13706165.03,11744612.3,12885176.52,17283610.97,18370608.36,12510868.95,19791765.33,32302634.0,1063440.59,3859629.92,4923070.51,23605791.2,9256496.13,11690137.12,18493395.74,30183532.59,935048.66,3393646.84,4328695.5,22020431.06,8639585.92,0.0,-3849236.72,0.0,0.0,284871.44,-3564365.28,2651915.72,4692308.56,-728852.29,5421160.85,1856795.57,0.0,0.0,3779859.01,False,False,False
2022-05-24,True,2022-05-23,2963.0,77.5678,114193071.84,574231580.59,-460038492.34,262156401.73,722194894.86,-460038493.13,0.0,-133671.5,-113432.94,-0.02806481,0.00038797,True,False,0.02037741,0.02016376,0.02950085,0.0032035,0.00289236,0.00360764,0.0135061,10.9664,0.01739977,-0.02256897,0.07341763,0.4105532,0.09975288,0.08487931,4091700.19,3783316.05,4008009.53,3712088.83,5781400.36,5245897.16,3827507.63,19247014.89,15419506.72,1381377.08,3805451.51,2424074.43,16717193.31,8827181.57,3787376.23,19045210.05,15257833.27,1247213.03,3435853.09,2188640.06,16486488.08,8691296.69,0.0,-3160253.89,0.0,0.0,100854.81,-3059399.08,860675.06,1837183.55,-244159.83,2081343.38,-978055.7,2767437.73,0.0,2405897.26,False,False,False
2022-05-25,True,2022-05-24,2881.0,77.5979,-116349530.72,331105106.97,-447454640.33,29564338.19,477018978.3,-447454640.1,0.0,-53349.5,-195915.29,-0.01803744,-0.00026293,True,True,0.02144305,0.02022748,0.02879195,0.00310514,0.00288954,0.00323817,0.01344931,11.0074,0.01889244,-0.02524321,0.07825649,0.4153229,0.09939724,0.08504583,4103651.7,4586560.04,3870989.32,4358497.17,5509418.96,5973060.46,4103726.38,11678300.31,15782026.78,151000.1,2436378.32,2285378.22,12182887.93,4015707.37,3871093.74,11016279.14,14887372.97,140515.31,2267206.86,2126691.54,11487073.5,3785312.31,0.0,2079833.76,0.0,0.0,-8412.08,2071421.68,431717.39,-1988817.37,-197978.91,-1790838.46,280583.22,1354453.12,0.0,1868774.82,False,False,False
2022-05-26,True,2022-05-25,2829.5,77.5775,31199340.28,661519861.55,-630320529.95,-92578416.81,537742109.63,-630320526.44,-13594164.19,-170775.96,-194517.8,-0.00141468,0.00026293,True,False,0.02091509,0.02025494,0.02822541,0.00302016,0.00288914,0.00319411,0.01344931,11.0055,0.02000266,-0.0248728,0.07822243,0.41487805,0.10000501,0.08518214,1213231.66,2952732.66,1175759.02,2950198.98,1562524.97,2956726.04,1073327.91,22757780.24,21684452.63,459903.87,2671353.49,3131257.36,20182369.17,8448349.6,1039450.21,22039471.22,21000021.3,439952.69,2555467.0,2995419.7,19541313.6,8181056.09,300732.07,-44105.78,0.0,152641.53,-24044.46,84491.29,1058170.15,422085.58,-204156.18,626241.76,710733.05,0.0,0.0,1564747.02,False,False,False
2022-05-27,True,2022-05-26,2825.5,77.5979,40577316.3,670002666.05,-629425362.65,-90348626.3,539076729.42,-629425355.72,-13443592.29,-172601.93,-194024.25,-0.00088519,-0.00010826,True,False,0.01940432,0.02020087,0.02799735,0.00294798,0.00287315,0.00315294,0.01346826,11.0006,0.01296837,-0.02423675,0.07890019,0.41375244,0.09707765,0.08620814,1408021.94,2969074.95,1453778.01,2966851.54,1956112.61,3032406.36,1295116.89,21384651.47,20089535.0,438100.08,2613980.65,3052080.73,18894908.78,8060372.95,1348281.59,22262493.97,20914212.81,426979.22,2547626.58,2974605.8,19647490.45,8384720.65,297820.09,-35902.77,0.0,0.0,9672.11,-26230.66,1058617.55,-1393189.48,-198980.26,-1194209.22,-1220439.88,-787637.04,0.0,-1148439.63,False,False,False
2022-05-30,True,2022-05-27,2823.0,77.5895,49854518.76,678573702.78,-628719176.06,-77971082.06,550748092.53,-628719174.59,0.0,-174335.27,-194247.85,0.01406988,-0.00050664,True,False,0.01796386,0.02019468,0.02794644,0.00286621,0.00286757,0.00313382,0.01346826,11.0097,0.01455681,-0.02433466,0.0792898,0.4137427,0.09598678,0.08602057,1513068.74,2937868.37,1691143.36,2953617.48,2320909.38,3100087.92,1473097.55,20050444.43,18577346.65,367594.5,2596500.69,2964095.19,17673283.18,7669642.49,1656032.26,22540382.92,20884350.39,367769.37,2597735.88,2965505.24,19824738.69,8610549.44,0.0,706404.98,0.0,0.0,37595.24,744000.22,3211673.11,423683.07,-598525.39,1022208.46,1766208.68,0.0,0.0,4379356.4,False,False,False
2022-05-31,True,2022-05-30,2863.0,77.5502,62214936.84,699272787.02,-637057842.27,-72647647.74,564410186.54,-637057834.28,0.0,-179404.91,-191717.58,-0.01637505,0.00182167,True,False,0.01745745,0.02016192,0.02772085,0.00281785,0.00286369,0.00313082,0.01330919,11.0081,0.00953992,-0.01357176,0.08930364,0.41576407,0.09823446,0.08272274,1814794.31,3038923.16,2088220.51,3091627.51,2857820.41,3360885.7,1786498.31,20079577.64,18293079.1,336718.87,2616018.06,2952736.92,17621167.41,7820637.36,2063259.07,23190265.81,21127006.47,342195.83,2658569.42,3000765.25,20304013.6,9019746.94,0.0,-1010476.76,0.0,0.0,-132245.91,-1142722.67,1054278.02,887982.69,-141993.37,1029976.06,-112746.61,0.0,0.0,799538.03,False,False,False
2022-06-01,True,2022-05-31,2816.5,77.6916,70542734.96,698315263.77,-627772525.1,-71659872.01,556112650.37,-627772522.39,0.0,-181383.01,-192351.82,-0.04168781,-0.00207187,True,False,0.01728248,0.02017686,0.02745913,0.00282637,0.0028652,0.0031206,0.01330919,11.0129,0.00707694,-0.01326337,0.08920705,0.41649928,0.09684357,0.08283756,2030485.96,3105157.9,2363037.95,3191677.56,3204725.58,3546774.29,2005328.78,19851111.44,17845782.56,333144.79,2585352.56,2918497.36,17366288.43,7842666.7,2341171.47,23175678.9,20834507.3,337720.92,2620865.33,2958586.24,20224262.81,9143022.67,0.0,-2880317.91,0.0,0.0,151686.47,-2728631.44,1015336.36,-983561.07,-145452.87,-838108.2,-3566739.64,4062453.19,0.0,1365597.04,True,True,False
2022-06-06,True,2022-06-01,2701.5,77.5308,-147561305.98,453270510.68,-600831820.62,-320927093.72,279904720.96,-600831814.68,0.0,-96786.06,-238074.32,0.01488041,0.00102745,True,True,0.02205978,0.02034798,0.0276686,0.00283988,0.00286227,0.00307652,0.01330919,10.9867,0.01412141,-0.01267706,0.08924352,0.40968519,0.10096469,0.08319674,5580530.64,6511867.4,5185109.68,6128310.49,6931465.46,7829586.81,5354278.0,16446969.67,21801247.82,1499111.01,1307487.76,2806598.77,16781343.87,5495110.48,4938795.02,15170712.45,20109507.6,1510931.19,1317797.04,2828728.23,15501936.29,5087787.62,0.0,-2212190.63,0.0,0.0,-305449.62,-2517640.25,3040517.68,3160306.65,-804948.26,3965254.91,1447614.66,0.0,0.0,3683184.09,False,False,False
