date,m1_close_inr_kg,m2_close_inr_kg
2021-07-23,198.4,201.0
2021-07-26,198.8,200.8
2021-07-27,198.9,200.35
2021-07-28,200.95,201.9
2021-07-29,204.35,205.4
2021-07-30,205.55,205.9
2021-08-02,207.95,205.05
2021-08-03,206.55,206.35
2021-08-04,204.3,205.75
2021-08-05,205.8,203.9
2021-08-06,205.85,204.4
2021-08-09,205.0,204.75
2021-08-10,207.15,203.0
2021-08-11,207.9,204.95
2021-08-12,206.95,205.2
2021-08-13,208.15,204.65
2021-08-16,208.15,207.05
2021-08-17,207.45,206.75
2021-08-18,207.2,204.0
2021-08-19,204.75,202.65
2021-08-20,205.8,203.7
2021-08-23,207.75,205.8
2021-08-24,209.7,206.85
2021-08-25,212.15,207.6
2021-08-26,213.45,207.65
2021-08-27,214.35,208.4
2021-08-30,213.3,210.1
2021-08-31,212.8,211.25
2021-09-01,211.5,209.45
2021-09-02,212.4,208.75
2021-09-03,214.6,209.55
2021-09-06,218.05,211.0
2021-09-07,218.05,214.65
2021-09-08,221.7,214.85
2021-09-09,224.2,218.5
2021-09-10,230.95,221.55
2021-09-13,229.1,228.6
2021-09-14,225.45,227.4
2021-09-15,229.05,221.3
2021-09-16,228.3,225.35
2021-09-17,227.35,225.35
2021-09-20,226.7,224.4
2021-09-21,228.55,222.55
2021-09-22,232.45,229.45
2021-09-23,235.75,232.6
2021-09-24,232.7,231.0
2021-09-27,230.9,230.05
2021-09-28,232.65,233.45
2021-09-29,233.0,231.75
2021-09-30,230.05,227.9
2021-10-01,228.05,227.65
2021-10-04,233.15,227.75
2021-10-05,233.5,232.55
2021-10-06,233.15,233.0
2021-10-07,237.1,232.55
2021-10-08,238.15,235.8
2021-10-11,242.85,237.95
2021-10-12,244.9,245.8
2021-10-13,245.95,249.1
2021-10-14,250.2,249.1
2021-10-15,254.25,257.05
2021-10-18,255.35,259.0
2021-10-19,249.0,248.65
2021-10-20,247.55,248.75
2021-10-21,232.85,238.65
2021-10-22,230.7,234.05
2021-10-25,230.75,235.25
2021-10-26,229.15,230.4
2021-10-27,217.0,217.5
2021-10-28,217.55,223.35
2021-10-29,216.9,222.7
2021-11-01,220.1,224.1
2021-11-02,216.55,223.2
2021-11-03,213.8,219.45
2021-11-04,209.45,216.8
2021-11-05,204.6,216.8
2021-11-08,207.55,208.0
2021-11-09,205.4,210.75
2021-11-10,206.0,209.3
2021-11-11,211.8,209.9
2021-11-12,214.1,215.4
2021-11-15,210.05,218.7
2021-11-16,204.75,214.55
2021-11-17,207.25,209.05
2021-11-18,207.25,211.45
2021-11-19,212.05,211.35
2021-11-22,212.35,215.95
2021-11-23,211.25,216.15
2021-11-24,213.2,217.95
2021-11-25,215.0,219.0
2021-11-26,208.7,210.65
2021-11-29,211.05,214.3
2021-11-30,210.2,212.65
2021-12-01,212.5,213.95
2021-12-02,209.85,216.45
2021-12-03,211.45,213.55
2021-12-06,210.4,215.15
2021-12-07,212.4,214.45
2021-12-08,213.2,216.0
2021-12-09,214.45,216.7
2021-12-10,213.2,217.55
2021-12-13,216.55,215.45
2021-12-14,215.6,217.5
2021-12-15,215.4,216.8
2021-12-16,219.8,214.4
2021-12-17,220.55,219.6
2021-12-20,216.15,223.55
2021-12-21,222.5,218.5
2021-12-22,225.0,225.0
2021-12-23,225.95,228.7
2021-12-24,226.9,228.55
2021-12-27,227.6,228.4
2021-12-28,227.2,228.3
2021-12-29,226.15,226.8
2021-12-30,224.6,226.7
2021-12-31,223.4,226.15
2022-01-03,225.25,227.1
2022-01-04,226.15,227.85
2022-01-05,230.85,228.35
2022-01-06,231.85,232.6
2022-01-07,230.8,233.5
2022-01-10,232.2,233.5
2022-01-11,234.15,235.0
2022-01-12,232.95,236.75
2022-01-13,233.05,236.1
2022-01-14,235.05,236.2
2022-01-17,236.3,237.85
2022-01-18,238.9,239.25
2022-01-19,240.9,242.45
2022-01-20,245.75,246.35
2022-01-21,239.1,242.95
2022-01-24,240.15,243.45
2022-01-25,244.7,247.05
2022-01-27,246.85,249.05
2022-01-28,243.3,246.05
2022-01-31,243.3,242.9
2022-02-01,243.25,244.15
2022-02-02,240.4,245.45
2022-02-03,243.15,243.45
2022-02-04,246.2,245.85
2022-02-07,250.15,248.5
2022-02-08,254.3,251.95
2022-02-09,260.55,256.1
2022-02-10,260.35,262.55
2022-02-11,254.25,263.35
2022-02-14,259.1,257.5
2022-02-15,257.0,257.5
2022-02-16,259.45,260.35
2022-02-17,261.55,263.0
2022-02-18,260.35,262.35
2022-02-21,264.5,263.7
2022-02-22,266.05,266.45
2022-02-23,265.15,265.6
2022-02-24,274.95,272.1
2022-02-25,268.95,270.85
2022-02-28,276.15,274.7
2022-03-01,281.95,276.05
2022-03-02,288.35,283.9
2022-03-03,303.15,290.65
2022-03-04,308.35,306.5
2022-03-07,300.95,311.4
2022-03-08,279.9,305.15
2022-03-09,267.2,283.35
2022-03-10,279.75,271.9
2022-03-11,282.65,285.3
2022-03-14,271.35,287.15
2022-03-15,266.35,275.95
2022-03-16,264.35,270.55
2022-03-17,271.15,268.95
2022-03-18,272.2,275.95
2022-03-21,280.55,276.9
2022-03-22,280.25,286.95
2022-03-23,296.4,297.15
2022-03-24,284.0,296.45
2022-03-25,287.35,293.9
2022-03-28,287.3,291.9
2022-03-29,278.5,281.05
2022-03-30,284.15,287.95
2022-03-31,282.1,284.2
2022-04-01,280.6,286.3
2022-04-04,276.15,284.25
2022-04-05,279.9,278.75
2022-04-06,280.9,283.05
2022-04-07,276.65,284.0
2022-04-08,276.7,279.45
2022-04-11,267.7,280.35
2022-04-12,269.5,270.5
2022-04-13,268.4,272.65
2022-04-14,270.8,271.2
2022-04-18,271.55,273.9
2022-04-19,269.4,275.3
2022-04-20,269.3,271.3
2022-04-21,271.5,272.0
2022-04-22,270.35,271.0
2022-04-25,254.9,258.0
2022-04-26,254.15,256.7
2022-04-27,256.1,259.8
2022-04-28,257.0,255.3
2022-04-29,251.95,253.75
2022-05-02,245.45,254.55
2022-05-03,243.55,248.2
2022-05-04,246.95,246.85
2022-05-05,243.95,248.8
2022-05-06,239.8,245.6
2022-05-09,233.55,240.95
2022-05-10,232.0,235.3
2022-05-11,232.55,236.0
2022-05-12,232.3,236.0
2022-05-13,236.35,235.6
2022-05-16,237.4,239.2
2022-05-17,240.3,240.4
2022-05-18,238.25,242.15
2022-05-19,244.7,246.55
2022-05-20,248.4,249.4
2022-05-23,247.3,252.0
2022-05-24,241.1,244.75
2022-05-25,240.4,243.05
2022-05-26,240.2,242.35
2022-05-27,241.25,242.45
2022-05-30,243.65,244.7
2022-05-31,243.8,237.0
2022-06-01,231.25,238.85
2022-06-02,234.05,233.45
2022-06-03,232.85,235.9
2022-06-06,237.05,235.35
2022-06-07,235.1,238.6
2022-06-08,238.4,238.15
2022-06-09,233.15,240.05
2022-06-10,228.15,236.05
2022-06-13,223.85,231.7
2022-06-14,217.45,226.9
2022-06-15,222.3,221.1
2022-06-16,215.8,225.2
2022-06-17,215.35,218.3
2022-06-20,215.65,215.2
2022-06-21,216.6,215.55
2022-06-22,217.1,214.6
2022-06-23,208.9,210.5
2022-06-24,208.1,209.65
2022-06-27,211.7,212.95
2022-06-28,214.55,213.85
2022-06-29,212.0,212.4
2022-06-30,210.5,209.85
2022-07-01,211.3,210.85
2022-07-04,211.85,212.85
2022-07-05,206.35,213.5
2022-07-06,208.05,208.6
2022-07-07,211.45,209.6
2022-07-08,211.4,213.2
2022-07-11,206.95,212.95
2022-07-12,205.7,209.4
2022-07-13,206.2,207.75
2022-07-14,204.15,208.15
2022-07-15,204.7,205.5
2022-07-18,210.45,205.75
2022-07-19,207.6,212.6
2022-07-20,209.45,209.05
2022-07-21,210.5,210.9
2022-07-22,211.45,214.05
2022-07-25,206.9,210.6
2022-07-26,207.95,211.3
2022-07-27,208.45,211.45
2022-07-28,210.9,214.45
2022-07-29,212.1,215.7
2022-08-01,211.0,216.55
2022-08-02,208.45,213.4
2022-08-03,207.75,210.55
2022-08-04,209.45,210.15
2022-08-05,211.55,211.15
2022-08-08,213.0,213.65
2022-08-09,214.85,215.0
2022-08-10,215.3,217.45
2022-08-11,218.15,217.5
2022-08-12,212.4,219.85
2022-08-16,209.2,216.0
2022-08-17,210.65,212.8
2022-08-18,210.8,212.65
2022-08-19,209.95,213.2
2022-08-22,209.8,212.35
2022-08-23,210.55,214.4
2022-08-24,209.5,213.45
2022-08-25,210.4,214.15
2022-08-26,214.15,216.55
2022-08-29,215.0,216.5
2022-08-30,209.7,210.65
2022-08-31,206.25,212.45
2022-09-01,203.25,209.75
2022-09-02,203.05,206.55
2022-09-05,202.35,205.8
2022-09-06,199.4,205.1
2022-09-07,197.4,202.6
2022-09-08,200.1,200.9
2022-09-09,200.25,203.15
2022-09-12,199.95,203.55
2022-09-13,201.05,203.65
2022-09-14,198.5,204.65
2022-09-15,201.6,202.0
2022-09-16,199.1,204.45
2022-09-19,196.55,202.5
2022-09-20,196.5,199.65
2022-09-21,193.55,198.95
2022-09-22,196.95,195.7
2022-09-23,191.85,194.75
2022-09-26,188.35,191.85
2022-09-27,188.9,190.4
2022-09-28,187.1,192.1
2022-09-29,191.95,196.9
2022-09-30,195.05,192.75
2022-10-03,196.6,194.4
2022-10-04,205.0,199.1
2022-10-05,206.65,208.1
2022-10-06,206.4,210.25
2022-10-07,204.55,209.7
2022-10-10,200.9,206.75
2022-10-11,199.35,203.2
2022-10-12,207.7,201.35
2022-10-13,208.45,209.9
2022-10-14,203.2,210.45
2022-10-17,199.6,206.7
2022-10-18,194.65,202.8
2022-10-19,196.2,197.75
2022-10-20,197.75,199.95
2022-10-21,196.9,198.1
2022-10-24,194.4,197.5
2022-10-25,195.65,199.4
2022-10-26,201.9,205.65
2022-10-27,199.15,202.25
2022-10-28,194.95,198.15
2022-10-31,193.4,199.3
2022-11-01,199.4,201.1
2022-11-02,200.4,202.5
2022-11-03,200.85,203.6
2022-11-04,206.6,203.6
2022-11-07,204.75,209.15
2022-11-08,205.85,207.85
2022-11-09,201.7,209.05
2022-11-10,201.65,205.5
2022-11-11,211.8,205.15
2022-11-14,209.8,214.75
2022-11-15,209.75,213.3
2022-11-16,208.45,213.55
2022-11-17,207.45,212.25
2022-11-18,209.15,211.25
2022-11-21,206.3,213.05
2022-11-22,209.75,212.45
2022-11-23,206.55,211.1
2022-11-24,204.25,208.5
2022-11-25,205.8,208.25
2022-11-28,204.7,208.05
2022-11-29,206.25,208.45
2022-11-30,210.2,212.8
2022-12-01,211.1,214.0
2022-12-02,214.1,214.25
2022-12-05,214.45,217.35
2022-12-06,215.35,218.2
2022-12-07,215.1,219.0
2022-12-08,215.45,219.2
2022-12-09,214.15,219.55
2022-12-12,211.1,217.9
2022-12-13,212.9,214.85
2022-12-14,212.85,216.55
2022-12-15,210.1,216.0
2022-12-16,209.8,213.1
2022-12-19,208.7,212.5
2022-12-20,209.4,210.1
2022-12-21,208.55,211.1
2022-12-22,207.75,210.85
2022-12-23,206.4,209.25
2022-12-26,206.75,210.05
2022-12-27,209.2,211.2
2022-12-28,207.55,209.5
2022-12-29,207.55,211.55
2022-12-30,210.35,210.25
