date,lme_cash_usd_t,lme_3m_usd_t,lme_cash_3m_spread_usd_t,lme_stock_mt
2020-02-21,1677.0,1703.0,-26.0,1138975
2020-02-24,1672.5,1698.0,-25.5,1127400
2020-02-25,1685.0,1705.0,-20.0,1115400
2020-02-26,1676.5,1698.0,-21.5,1103575
2020-02-27,1671.0,1690.5,-19.5,1092275
2020-02-28,1663.0,1680.0,-17.0,1082150
2020-03-02,1684.5,1700.0,-15.5,1071875
2020-03-03,1706.0,1722.0,-16.0,1061375
2020-03-04,1723.5,1732.0,-8.5,1050750
2020-03-05,1715.0,1726.0,-11.0,1040775
2020-03-06,1687.0,1709.0,-22.0,1030750
2020-03-09,1643.5,1666.5,-23.0,1019950
2020-03-10,1689.0,1708.5,-19.5,1010025
2020-03-11,1670.5,1687.0,-16.5,1002300
2020-03-12,1643.0,1658.0,-15.0,994675
2020-03-13,1677.0,1696.0,-19.0,987175
2020-03-16,1640.5,1655.0,-14.5,978450
2020-03-17,1628.0,1649.0,-21.0,973050
2020-03-18,1602.5,1628.0,-25.5,967325
2020-03-19,1581.0,1607.0,-26.0,1009100
2020-03-20,1580.5,1605.0,-24.5,1069925
2020-03-23,1536.0,1568.0,-32.0,1076050
2020-03-24,1532.5,1567.5,-35.0,1100675
2020-03-25,1507.5,1541.5,-34.0,1098425
2020-03-26,1507.5,1539.5,-32.0,1112575
2020-03-27,1506.0,1538.5,-32.5,1131675
2020-03-30,1495.0,1528.0,-33.0,1150775
2020-03-31,1489.0,1524.0,-35.0,1148750
2020-04-01,1463.5,1498.0,-34.5,1164200
2020-04-02,1448.5,1482.5,-34.0,1210475
2020-04-03,1452.0,1486.0,-34.0,1207925
2020-04-06,1424.5,1460.5,-36.0,1213400
2020-04-07,1455.5,1491.5,-36.0,1213750
2020-04-08,1421.5,1459.5,-38.0,1227450
2020-04-09,1428.5,1467.0,-38.5,1239700
2020-04-14,1456.0,1495.5,-39.5,1248000
2020-04-15,1469.5,1507.5,-38.0,1261550
2020-04-16,1476.0,1514.0,-38.0,1261475
2020-04-17,1482.5,1520.0,-37.5,1259150
2020-04-20,1451.5,1490.0,-38.5,1300950
2020-04-21,1443.5,1483.5,-40.0,1298225
2020-04-22,1461.5,1501.5,-40.0,1298125
2020-04-23,1473.5,1509.5,-36.0,1307725
2020-04-24,1473.0,1508.0,-35.0,1317925
2020-04-27,1472.5,1509.5,-37.0,1336775
2020-04-28,1465.0,1503.5,-38.5,1347000
2020-04-29,1464.0,1504.0,-40.0,1346775
2020-04-30,1460.5,1498.0,-37.5,1346200
2020-05-01,1440.0,1477.5,-37.5,1356150
2020-05-04,1437.0,1477.0,-40.0,1355175
2020-05-05,1438.5,1479.5,-41.0,1355025
2020-05-06,1443.0,1481.0,-38.0,1352525
2020-05-07,1450.0,1486.5,-36.5,1349800
2020-05-11,1454.5,1490.5,-36.0,1347100
2020-05-12,1443.0,1482.0,-39.0,1354375
2020-05-13,1439.0,1476.5,-37.5,1351800
2020-05-14,1433.5,1469.0,-35.5,1361575
2020-05-15,1432.5,1467.0,-34.5,1419675
2020-05-18,1441.5,1476.0,-34.5,1414475
2020-05-19,1464.0,1498.0,-34.0,1436575
2020-05-20,1454.0,1486.5,-32.5,1466625
2020-05-21,1487.0,1514.5,-27.5,1462600
2020-05-22,1473.0,1498.5,-25.5,1458100
2020-05-26,1486.0,1513.0,-27.0,1479000
2020-05-27,1504.0,1527.5,-23.5,1493775
2020-05-28,1500.5,1524.0,-23.5,1493075
2020-05-29,1515.0,1536.5,-21.5,1500900
2020-06-01,1511.5,1540.0,-28.5,1496050
2020-06-02,1499.5,1529.0,-29.5,1505550
2020-06-03,1526.0,1555.5,-29.5,1500900
2020-06-04,1535.0,1560.5,-25.5,1526250
2020-06-05,1553.5,1579.0,-25.5,1521325
2020-06-08,1569.5,1596.0,-26.5,1525650
2020-06-09,1565.5,1592.5,-27.0,1541150
2020-06-10,1613.5,1638.0,-24.5,1541125
2020-06-11,1582.0,1605.5,-23.5,1535250
2020-06-12,1560.0,1586.5,-26.5,1548550
2020-06-15,1546.0,1570.5,-24.5,1577000
2020-06-16,1573.5,1595.5,-22.0,1616550
2020-06-17,1577.5,1600.0,-22.5,1614975
2020-06-18,1586.5,1608.0,-21.5,1610300
2020-06-19,1578.0,1599.0,-21.0,1605625
2020-06-22,1573.0,1590.5,-17.5,1617825
2020-06-23,1577.5,1598.0,-20.5,1617550
2020-06-24,1564.0,1586.5,-22.5,1614100
2020-06-25,1543.5,1563.5,-20.0,1637750
2020-06-26,1582.0,1597.5,-15.5,1652025
2020-06-29,1589.0,1607.0,-18.0,1648000
2020-06-30,1602.0,1621.5,-19.5,1642600
2020-07-01,1593.5,1614.0,-20.5,1638300
2020-07-02,1601.5,1621.5,-20.0,1633775
2020-07-03,1581.5,1614.0,-32.5,1629275
2020-07-06,1593.0,1626.0,-33.0,1629275
2020-07-07,1596.5,1630.0,-33.5,1618025
2020-07-08,1619.0,1651.0,-32.0,1613050
2020-07-09,1659.5,1687.0,-27.5,1632675
2020-07-10,1639.5,1669.0,-29.5,1626550
2020-07-13,1664.5,1695.5,-31.0,1674900
2020-07-14,1640.0,1675.0,-35.0,1669550
2020-07-15,1651.0,1686.0,-35.0,1663800
2020-07-16,1627.0,1660.5,-33.5,1668525
2020-07-17,1618.0,1654.5,-36.5,1664400
2020-07-20,1621.0,1658.0,-37.0,1658975
2020-07-21,1646.5,1682.5,-36.0,1652200
2020-07-22,1651.0,1686.5,-35.5,1648225
2020-07-23,1661.0,1697.5,-36.5,1640425
2020-07-24,1654.5,1692.0,-37.5,1649275
2020-07-27,1661.5,1700.5,-39.0,1668500
2020-07-28,1671.0,1709.0,-38.0,1658175
2020-07-29,1687.0,1726.5,-39.5,1648775
2020-07-30,1681.5,1719.0,-37.5,1643125
2020-07-31,1685.5,1722.0,-36.5,1637425
2020-08-03,1679.5,1718.5,-39.0,1632175
2020-08-04,1709.5,1748.5,-39.0,1642050
2020-08-05,1739.0,1778.5,-39.5,1637675
2020-08-06,1722.0,1758.5,-36.5,1632325
2020-08-07,1744.0,1780.0,-36.0,1626850
2020-08-10,1730.0,1766.0,-36.0,1621400
2020-08-11,1749.5,1786.0,-36.5,1617175
2020-08-12,1754.0,1789.5,-35.5,1606400
2020-08-13,1738.0,1774.0,-36.0,1600525
2020-08-14,1730.0,1766.0,-36.0,1594325
2020-08-17,1719.5,1757.0,-37.5,1588325
2020-08-18,1733.0,1770.0,-37.0,1590550
2020-08-19,1746.5,1783.0,-36.5,1585000
2020-08-20,1755.5,1791.5,-36.0,1578200
2020-08-21,1722.5,1761.5,-39.0,1574100
2020-08-24,1735.5,1776.0,-40.5,1572950
2020-08-25,1733.0,1773.5,-40.5,1567375
2020-08-26,1737.0,1779.0,-42.0,1563300
2020-08-27,1738.0,1776.5,-38.5,1559300
2020-08-28,1762.0,1797.5,-35.5,1554375
2020-09-01,1781.5,1818.0,-36.5,1550225
2020-09-02,1778.5,1815.0,-36.5,1545575
2020-09-03,1743.5,1779.0,-35.5,1541800
2020-09-04,1753.0,1789.0,-36.0,1537675
2020-09-07,1763.0,1803.5,-40.5,1533625
2020-09-08,1744.0,1783.0,-39.0,1529425
2020-09-09,1740.0,1777.5,-37.5,1526575
2020-09-10,1743.5,1781.0,-37.5,1524075
2020-09-11,1746.5,1785.5,-39.0,1520650
2020-09-14,1749.0,1787.5,-38.5,1516500
2020-09-15,1767.0,1806.5,-39.5,1513925
2020-09-16,1759.0,1798.0,-39.0,1510400
2020-09-17,1743.5,1783.0,-39.5,1506425
2020-09-18,1745.0,1785.5,-40.5,1504175
2020-09-21,1752.5,1793.0,-40.5,1499100
2020-09-22,1744.0,1785.5,-41.5,1493175
2020-09-23,1718.5,1759.0,-40.5,1486175
2020-09-24,1697.0,1735.0,-38.0,1482225
2020-09-25,1708.5,1746.0,-37.5,1477175
2020-09-28,1737.0,1772.0,-35.0,1473025
2020-09-29,1746.0,1780.0,-34.0,1466925
2020-09-30,1737.0,1770.5,-33.5,1458900
2020-10-01,1716.0,1754.0,-38.0,1450950
2020-10-02,1705.0,1740.0,-35.0,1444275
2020-10-05,1741.5,1773.0,-31.5,1438925
2020-10-06,1755.0,1783.0,-28.0,1432650
2020-10-07,1745.5,1772.5,-27.0,1428475
2020-10-08,1786.0,1802.0,-16.0,1423075
2020-10-09,1805.5,1820.0,-14.5,1416325
2020-10-12,1829.5,1847.0,-17.5,1422475
2020-10-13,1841.0,1854.0,-13.0,1412600
2020-10-14,1836.0,1853.5,-17.5,1412125
2020-10-15,1824.0,1839.5,-15.5,1407025
2020-10-16,1865.5,1863.5,2.0,1406575
2020-10-19,1848.0,1859.0,-11.0,1406550
2020-10-20,1826.0,1844.0,-18.0,1421500
2020-10-21,1842.5,1854.5,-12.0,1485125
2020-10-22,1828.0,1840.0,-12.0,1481950
2020-10-23,1829.0,1842.5,-13.5,1479075
2020-10-26,1822.5,1837.5,-15.0,1473900
2020-10-27,1808.0,1823.0,-15.0,1469000
2020-10-28,1801.0,1815.0,-14.0,1466325
2020-10-29,1786.0,1795.5,-9.5,1462750
2020-10-30,1820.5,1823.5,-3.0,1462925
2020-11-02,1834.5,1839.5,-5.0,1461025
2020-11-03,1891.0,1891.0,0.0,1456075
2020-11-04,1877.0,1885.5,-8.5,1450025
2020-11-05,1885.5,1896.5,-11.0,1443950
2020-11-06,1891.5,1904.0,-12.5,1437675
2020-11-09,1913.0,1930.0,-17.0,1431575
2020-11-10,1880.0,1900.0,-20.0,1425450
2020-11-11,1905.0,1923.5,-18.5,1419225
2020-11-12,1904.5,1922.5,-18.0,1420100
2020-11-13,1918.0,1934.5,-16.5,1414675
2020-11-16,1933.0,1946.5,-13.5,1413775
2020-11-17,1944.5,1961.0,-16.5,1416700
2020-11-18,1978.0,1994.0,-16.0,1409575
2020-11-19,1983.0,1994.5,-11.5,1404425
2020-11-20,1984.0,1995.5,-11.5,1399525
2020-11-23,1969.5,1985.5,-16.0,1395525
2020-11-24,1964.5,1981.0,-16.5,1392250
2020-11-25,1967.0,1981.5,-14.5,1388250
2020-11-26,1961.5,1978.0,-16.5,1383250
2020-11-27,1975.0,1988.5,-13.5,1378025
2020-11-30,2014.5,2022.5,-8.0,1374025
2020-12-01,2045.5,2052.5,-7.0,1368125
2020-12-02,2051.5,2062.0,-10.5,1364175
2020-12-03,2028.0,2039.5,-11.5,1358425
2020-12-04,2027.5,2040.0,-12.5,1353350
2020-12-07,2004.0,2018.5,-14.5,1350575
2020-12-08,1986.0,2007.0,-21.0,1343950
2020-12-09,2010.0,2027.5,-17.5,1338575
2020-12-10,2031.0,2042.0,-11.0,1333375
2020-12-11,2022.0,2034.5,-12.5,1329600
2020-12-14,2042.5,2054.0,-11.5,1357650
2020-12-15,2022.0,2038.0,-16.0,1357375
2020-12-16,2029.0,2045.5,-16.5,1377225
2020-12-17,2028.0,2041.0,-13.0,1371300
2020-12-18,2049.0,2059.5,-10.5,1367025
2020-12-21,2012.5,2023.5,-11.0,1390350
2020-12-22,1993.0,2006.5,-13.5,1383725
2020-12-23,1999.0,2008.5,-9.5,1366000
2020-12-24,2022.0,2025.5,-3.5,1372350
2020-12-29,2000.0,2004.0,-4.0,1366275
2020-12-30,1995.5,1997.0,-1.5,1351250
2020-12-31,1978.0,1980.5,-2.5,1345800
2021-01-04,2013.5,2016.0,-2.5,1340525
2021-01-05,2027.5,2032.5,-5.0,1324500
2021-01-06,2062.5,2068.0,-5.5,1319075
2021-01-07,2008.0,2020.5,-12.5,1313100
2021-01-08,2029.5,2032.0,-2.5,1309100
2021-01-11,2008.0,2008.0,0.0,1305825
2021-01-12,2025.5,2025.0,0.5,1298075
2021-01-13,2009.5,2008.5,1.0,1293300
2021-01-14,2010.5,2009.0,1.5,1285125
2021-01-15,2000.5,1998.5,2.0,1288675
2021-01-18,1979.5,1984.0,-4.5,1397075
2021-01-19,1951.5,1958.5,-7.0,1414675
2021-01-20,1976.0,1977.0,-1.0,1417050
2021-01-21,1992.5,1994.5,-2.0,1419250
2021-01-22,1975.5,1976.0,-0.5,1416775
2021-01-25,2011.5,2006.0,5.5,1412925
2021-01-26,2025.0,2018.0,7.0,1419775
2021-01-27,2003.5,2003.5,0.0,1428225
2021-01-28,1979.0,1978.5,0.5,1424175
2021-01-29,1987.0,1987.5,-0.5,1431050
2021-02-01,1985.5,1982.5,3.0,1428175
2021-02-02,1958.0,1962.5,-4.5,1421725
2021-02-03,1973.0,1972.0,1.0,1425225
2021-02-04,1979.5,1984.0,-4.5,1415125
2021-02-05,2007.5,2012.0,-4.5,1406525
2021-02-08,2025.5,2027.5,-2.0,1402625
2021-02-09,2045.5,2052.0,-6.5,1395275
2021-02-10,2070.5,2073.0,-2.5,1389975
2021-02-11,2075.5,2080.5,-5.0,1384625
2021-02-12,2076.0,2081.0,-5.0,1379975
2021-02-15,2079.0,2082.5,-3.5,1379325
2021-02-16,2077.0,2086.0,-9.0,1372475
2021-02-17,2096.5,2103.5,-7.0,1365375
2021-02-18,2147.0,2161.0,-14.0,1360850
2021-02-19,2135.0,2150.5,-15.5,1354150
2021-02-22,2153.5,2161.5,-8.0,1349150
2021-02-23,2136.5,2148.5,-12.0,1343075
2021-02-24,2145.5,2157.5,-12.0,1337700
2021-02-25,2223.0,2227.0,-4.0,1332525
2021-02-26,2202.5,2202.5,0.0,1325875
2021-03-01,2154.5,2165.5,-11.0,1316800
2021-03-02,2176.0,2178.5,-2.5,1307125
2021-03-03,2203.0,2207.0,-4.0,1304075
2021-03-04,2169.0,2177.5,-8.5,1299775
2021-03-05,2185.0,2176.0,9.0,1299150
2021-03-08,2152.5,2163.5,-11.0,1293225
2021-03-09,2141.0,2156.5,-15.5,1286825
2021-03-10,2149.5,2168.5,-19.0,1280575
2021-03-11,2159.0,2181.5,-22.5,1608675
2021-03-12,2139.0,2166.0,-27.0,1923025
2021-03-15,2184.5,2210.5,-26.0,1916725
2021-03-16,2174.5,2201.0,-26.5,1910650
2021-03-17,2202.5,2232.5,-30.0,1903625
2021-03-18,2192.0,2226.5,-34.5,1897300
2021-03-19,2188.0,2223.0,-35.0,1967275
2021-03-22,2254.0,2282.5,-28.5,1964025
2021-03-23,2205.0,2234.0,-29.0,1956325
2021-03-24,2220.5,2249.0,-28.5,1946550
2021-03-25,2208.0,2235.5,-27.5,1934425
2021-03-26,2260.5,2285.0,-24.5,1926000
2021-03-29,2255.5,2279.0,-23.5,1917075
2021-03-30,2220.5,2246.0,-25.5,1905375
2021-03-31,2212.5,2235.0,-22.5,1897075
2021-04-01,2212.5,2236.5,-24.0,1889400
2021-04-06,2247.0,2268.5,-21.5,1882275
2021-04-07,2239.5,2258.5,-19.0,1860125
2021-04-08,2267.5,2280.0,-12.5,1860850
2021-04-09,2250.0,2267.5,-17.5,1854250
2021-04-12,2254.0,2268.5,-14.5,1847600
2021-04-13,2278.0,2293.0,-15.0,1841575
2021-04-14,2297.5,2315.0,-17.5,1833550
2021-04-15,2328.0,2344.0,-16.0,1829325
2021-04-16,2308.5,2324.5,-16.0,1824250
2021-04-19,2331.0,2342.5,-11.5,1819625
2021-04-20,2324.0,2330.0,-6.0,1812625
2021-04-21,2344.0,2337.0,7.0,1809250
2021-04-22,2373.5,2368.5,5.0,1802450
2021-04-23,2373.5,2378.5,-5.0,1796925
2021-04-26,2388.0,2393.5,-5.5,1793100
2021-04-27,2389.0,2394.0,-5.0,1787525
2021-04-28,2392.5,2397.5,-5.0,1782600
2021-04-29,2432.0,2429.5,2.5,1838950
2021-04-30,2445.0,2438.0,7.0,1835150
2021-05-04,2434.5,2428.0,6.5,1827800
2021-05-05,2446.0,2439.5,6.5,1810550
2021-05-06,2476.5,2476.0,0.5,1802175
2021-05-07,2518.5,2523.5,-5.0,1797100
2021-05-10,2565.0,2577.0,-12.0,1789725
2021-05-11,2549.5,2565.0,-15.5,1780900
2021-05-12,2474.0,2492.5,-18.5,1772700
2021-05-13,2422.5,2436.0,-13.5,1766025
2021-05-14,2438.0,2462.5,-24.5,1762525
2021-05-17,2455.0,2479.0,-24.0,1768375
2021-05-18,2468.0,2498.5,-30.5,1765525
2021-05-19,2402.5,2432.5,-30.0,1759675
2021-05-20,2392.0,2419.0,-27.0,1757350
2021-05-21,2403.0,2434.0,-31.0,1750350
2021-05-24,2305.0,2337.0,-32.0,1741825
2021-05-25,2341.0,2372.5,-31.5,1733775
2021-05-26,2359.5,2393.0,-33.5,1728375
2021-05-27,2388.0,2421.0,-33.0,1724075
2021-05-28,2404.5,2434.0,-29.5,1718300
2021-06-01,2461.5,2485.0,-23.5,1707000
2021-06-02,2442.0,2463.0,-21.0,1683675
2021-06-03,2386.5,2402.5,-16.0,1674475
2021-06-04,2412.5,2426.5,-14.0,1666375
2021-06-07,2417.5,2418.5,-1.0,1666375
2021-06-08,2439.0,2438.0,1.0,1653175
2021-06-09,2459.0,2448.5,10.5,1649750
2021-06-10,2470.0,2447.5,22.5,1640500
2021-06-11,2490.0,2477.5,12.5,1663150
2021-06-14,2504.0,2478.0,26.0,1652850
2021-06-15,2458.5,2449.5,9.0,1640200
2021-06-16,2454.5,2452.5,2.0,1627225
2021-06-17,2427.5,2407.0,20.5,1628800
2021-06-18,2374.0,2380.0,-6.0,1621325
2021-06-21,2353.5,2370.5,-17.0,1612900
2021-06-22,2375.5,2403.0,-27.5,1623850
2021-06-23,2386.5,2416.0,-29.5,1616325
2021-06-24,2397.5,2424.0,-26.5,1609100
2021-06-25,2451.0,2470.0,-19.0,1596450
2021-06-28,2458.0,2477.5,-19.5,1586150
2021-06-29,2518.5,2533.0,-14.5,1577175
2021-06-30,2523.0,2535.0,-12.0,1578075
2021-07-01,2481.0,2497.5,-16.5,1568900
2021-07-02,2519.5,2535.0,-15.5,1562950
2021-07-05,2539.5,2558.5,-19.0,1552250
2021-07-06,2529.5,2551.0,-21.5,1538725
2021-07-07,2508.5,2528.0,-19.5,1526275
2021-07-08,2435.0,2450.0,-15.0,1517200
2021-07-09,2470.0,2488.5,-18.5,1506675
2021-07-12,2449.0,2468.5,-19.5,1496075
2021-07-13,2478.0,2492.5,-14.5,1480150
2021-07-14,2509.0,2526.5,-17.5,1472800
2021-07-15,2495.0,2510.5,-15.5,1465775
2021-07-16,2493.0,2510.5,-17.5,1457800
2021-07-19,2425.0,2446.0,-21.0,1449325
2021-07-20,2424.5,2442.5,-18.0,1440350
2021-07-21,2432.0,2449.0,-17.0,1434125
2021-07-22,2449.0,2462.5,-13.5,1430200
2021-07-23,2492.0,2504.0,-12.0,1423525
2021-07-26,2499.5,2508.5,-9.0,1416775
2021-07-27,2497.5,2492.0,5.5,1408000
2021-07-28,2516.0,2504.5,11.5,1401500
2021-07-29,2556.5,2545.5,11.0,1395225
2021-07-30,2624.0,2619.0,5.0,1387800
2021-08-02,2635.0,2628.5,6.5,1378575
2021-08-03,2595.5,2599.5,-4.0,1371150
2021-08-04,2575.5,2580.5,-5.0,1363475
2021-08-05,2583.5,2589.0,-5.5,1355600
2021-08-06,2618.5,2621.5,-3.0,1353050
2021-08-09,2547.0,2553.0,-6.0,1345850
2021-08-10,2579.0,2585.0,-6.0,1339100
2021-08-11,2578.0,2577.5,0.5,1340225
2021-08-12,2602.0,2600.0,2.0,1333575
2021-08-13,2602.5,2592.0,10.5,1323825
2021-08-16,2644.0,2626.0,18.0,1312950
2021-08-17,2633.0,2618.5,14.5,1322150
2021-08-18,2589.5,2571.5,18.0,1315125
2021-08-19,2544.0,2532.0,12.0,1309700
2021-08-20,2569.0,2552.0,17.0,1304950
2021-08-23,2609.0,2589.0,20.0,1300250
2021-08-24,2648.5,2627.0,21.5,1295125
2021-08-25,2647.5,2630.0,17.5,1292500
2021-08-26,2635.0,2614.5,20.5,1306950
2021-08-27,2673.5,2655.5,18.0,1338125
2021-08-31,2714.0,2696.0,18.0,1334675
2021-09-01,2667.5,2664.5,3.0,1336850
2021-09-02,2694.5,2705.5,-11.0,1335300
2021-09-03,2696.0,2703.5,-7.5,1343425
2021-09-06,2745.5,2758.0,-12.5,1341000
2021-09-07,2740.5,2760.0,-19.5,1333625
2021-09-08,2775.0,2793.0,-18.0,1334225
2021-09-09,2817.0,2828.0,-11.0,1325225
2021-09-10,2896.5,2907.0,-10.5,1317725
2021-09-13,2950.0,2950.0,0.0,1309450
2021-09-14,2847.0,2858.0,-11.0,1303500
2021-09-15,2868.0,2888.0,-20.0,1299900
2021-09-16,2869.0,2893.0,-24.0,1319150
2021-09-17,2915.0,2927.0,-12.0,1327725
2021-09-20,2847.0,2857.0,-10.0,1326150
2021-09-21,2864.0,2878.5,-14.5,1315975
2021-09-22,2887.0,2906.0,-19.0,1304725
2021-09-23,2937.0,2951.0,-14.0,1289075
2021-09-24,2905.5,2918.0,-12.5,1281550
2021-09-27,2888.0,2904.0,-16.0,1273750
2021-09-28,2899.0,2916.0,-17.0,1256450
2021-09-29,2913.0,2930.0,-17.0,1248625
2021-09-30,2851.0,2867.0,-16.0,1238300
2021-10-01,2865.0,2881.0,-16.0,1229700
2021-10-04,2889.0,2910.0,-21.0,1218775
2021-10-05,2894.5,2912.0,-17.5,1211975
2021-10-06,2880.0,2888.0,-8.0,1198425
2021-10-07,2916.0,2929.0,-13.0,1188575
2021-10-08,2902.0,2922.5,-20.5,1170800
2021-10-11,3020.0,3034.0,-14.0,1150225
2021-10-12,3052.0,3073.0,-21.0,1137675
2021-10-13,3076.0,3089.0,-13.0,1128500
2021-10-14,3152.0,3172.0,-20.0,1126550
2021-10-15,3163.0,3185.5,-22.5,1118325
2021-10-18,3180.0,3200.0,-20.0,1111525
2021-10-19,3176.0,3195.0,-19.0,1103275
2021-10-20,3065.0,3076.0,-11.0,1098300
2021-10-21,3014.0,3023.5,-9.5,1092600
2021-10-22,2946.0,2957.0,-11.0,1086625
2021-10-25,2917.0,2925.0,-8.0,1078525
2021-10-26,2831.0,2844.5,-13.5,1064425
2021-10-27,2704.0,2725.0,-21.0,1055300
2021-10-28,2721.0,2733.0,-12.0,1051350
2021-10-29,2695.0,2695.0,0.0,1042800
2021-11-01,2713.0,2730.0,-17.0,1035525
2021-11-02,2680.0,2698.0,-18.0,1028325
2021-11-03,2706.0,2724.0,-18.0,1019825
2021-11-04,2643.0,2666.0,-23.0,1009725
2021-11-05,2490.5,2522.0,-31.5,1004050
2021-11-08,2530.5,2558.0,-27.5,1000375
2021-11-09,2582.0,2601.0,-19.0,991375
2021-11-10,2554.0,2575.0,-21.0,985275
2021-11-11,2645.5,2655.5,-10.0,982025
2021-11-12,2676.0,2679.0,-3.0,974700
2021-11-15,2678.0,2678.0,0.0,968450
2021-11-16,2628.5,2628.0,0.5,959975
2021-11-17,2628.0,2622.5,5.5,956750
2021-11-18,2607.5,2596.0,11.5,952850
2021-11-19,2661.0,2644.0,17.0,948650
2021-11-22,2653.5,2655.0,-1.5,943125
2021-11-23,2691.0,2685.0,6.0,935750
2021-11-24,2699.0,2691.0,8.0,923700
2021-11-25,2740.5,2735.0,5.5,919225
2021-11-26,2618.5,2619.0,-0.5,915850
2021-11-29,2650.0,2642.5,7.5,909225
2021-11-30,2635.0,2626.0,9.0,900975
2021-12-01,2669.5,2646.5,23.0,893775
2021-12-02,2655.0,2640.0,15.0,889575
2021-12-03,2648.0,2629.0,19.0,882800
2021-12-06,2600.5,2586.0,14.5,898450
2021-12-07,2625.0,2620.0,5.0,893650
2021-12-08,2626.0,2627.0,-1.0,894350
2021-12-09,2630.5,2634.0,-3.5,890650
2021-12-10,2625.0,2619.0,6.0,913200
2021-12-13,2677.0,2651.0,26.0,909650
2021-12-14,2636.0,2631.0,5.0,977400
2021-12-15,2597.0,2590.0,7.0,990550
2021-12-16,2630.0,2645.0,-15.0,984650
2021-12-17,2694.0,2711.0,-17.0,979600
2021-12-20,2645.5,2675.0,-29.5,975825
2021-12-21,2696.0,2716.0,-20.0,971600
2021-12-22,2811.0,2829.0,-18.0,970425
2021-12-23,2818.0,2830.0,-12.0,968650
2021-12-24,2848.0,2841.5,6.5,964175
2021-12-29,2835.0,2818.5,16.5,959700
2021-12-30,2829.5,2825.5,4.0,943500
2021-12-31,2806.0,2810.0,-4.0,939200
2022-01-04,2815.5,2823.0,-7.5,934375
2022-01-05,2866.0,2885.0,-19.0,926800
2022-01-06,2912.5,2923.5,-11.0,921400
2022-01-07,2919.5,2932.0,-12.5,916875
2022-01-10,2923.0,2934.5,-11.5,911500
2022-01-11,2950.0,2962.0,-12.0,902850
2022-01-12,3003.0,3014.0,-11.0,898525
2022-01-13,2960.0,2970.0,-10.0,895000
2022-01-14,2977.5,2980.0,-2.5,891550
2022-01-17,3009.0,2996.0,13.0,892800
2022-01-18,3006.0,3006.0,0.0,884125
2022-01-19,3036.0,3027.0,9.0,878750
2022-01-20,3109.5,3082.0,27.5,873650
2022-01-21,3079.5,3061.0,18.5,865950
2022-01-24,3044.5,3031.0,13.5,859800
2022-01-25,3064.0,3061.0,3.0,845625
2022-01-26,3093.0,3080.0,13.0,835000
2022-01-27,3107.0,3096.0,11.0,823525
2022-01-28,3110.0,3085.5,24.5,811050
2022-01-31,3076.0,3052.0,24.0,799475
2022-02-01,3072.0,3049.0,23.0,788425
2022-02-02,3043.0,3028.0,15.0,782225
2022-02-03,3058.5,3035.0,23.5,781900
2022-02-04,3087.0,3065.0,22.0,775475
2022-02-07,3148.0,3111.0,37.0,768250
2022-02-08,3245.0,3195.5,49.5,767700
2022-02-09,3248.0,3225.5,22.5,761950
2022-02-10,3313.0,3287.0,26.0,880975
2022-02-11,3200.0,3180.0,20.0,875250
2022-02-14,3306.0,3232.0,74.0,868950
2022-02-15,3223.0,3195.0,28.0,860250
2022-02-16,3282.0,3242.0,40.0,857225
2022-02-17,3294.0,3241.0,53.0,855525
2022-02-18,3314.0,3265.0,49.0,849275
2022-02-21,3315.0,3270.0,45.0,843475
2022-02-22,3420.0,3366.5,53.5,835125
2022-02-23,3323.5,3290.0,33.5,833900
2022-02-24,3519.0,3445.0,74.0,824150
2022-02-25,3355.5,3314.0,41.5,823125
2022-02-28,3450.0,3447.0,3.0,824025
2022-03-01,3495.5,3464.0,31.5,814275
2022-03-02,3605.0,3570.0,35.0,809750
2022-03-03,3728.5,3704.0,24.5,801100
2022-03-04,3851.0,3820.0,31.0,794150
2022-03-07,3984.5,3968.0,16.5,786475
2022-03-08,3500.5,3516.0,-15.5,779350
2022-03-09,3532.0,3535.0,-3.0,771175
2022-03-10,3535.0,3531.0,4.0,762775
2022-03-11,3472.0,3500.0,-28.0,755950
2022-03-14,3399.0,3411.0,-12.0,752850
2022-03-15,3217.5,3254.0,-36.5,742200
2022-03-16,3306.0,3327.0,-21.0,733900
2022-03-17,3288.0,3317.0,-29.0,724700
2022-03-18,3380.5,3400.0,-19.5,715225
2022-03-21,3518.0,3525.0,-7.0,704850
2022-03-22,3550.5,3550.5,0.0,695825
2022-03-23,3560.0,3560.0,0.0,689575
2022-03-24,3664.0,3675.5,-11.5,684250
2022-03-25,3583.0,3590.5,-7.5,678100
2022-03-28,3606.0,3616.0,-10.0,671025
2022-03-29,3583.0,3608.0,-25.0,663225
2022-03-30,3508.0,3527.0,-19.0,654475
2022-03-31,3503.0,3518.0,-15.0,646850
2022-04-01,3483.0,3499.0,-16.0,635975
2022-04-04,3444.0,3461.0,-17.0,629775
2022-04-05,3415.0,3441.0,-26.0,623325
2022-04-06,3443.5,3467.0,-23.5,619875
2022-04-07,3346.0,3374.0,-28.0,619775
2022-04-08,3395.0,3423.0,-28.0,615750
2022-04-11,3234.5,3251.0,-16.5,609850
2022-04-12,3214.5,3245.0,-30.5,610775
2022-04-13,3207.0,3238.5,-31.5,612275
2022-04-14,3237.5,3266.0,-28.5,608000
2022-04-19,3312.0,3326.0,-14.0,603650
