week_end,freight_jea_nsa_usd_t,freight_usec_mun_usd_t,index_name,index_value,freight_src,note
2022-03-18,22.84,101.29,DREWRY_WCI_COMPOSITE_USD_FEU,8832.23,WCI_REPORTED|USEC:EXTRAP_PRE|JEA:ASSUMPTION,"USEC 40ft 2,127 USD/box (WCI x k=0.2408; k extrap_pre vs Container News USEC->West India anchors); JEA 20ft 571 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-09-30 (+196 days vs week end; hindsight-calibrated)"
2022-03-25,21.91,97.14,DREWRY_WCI_COMPOSITE_USD_FEU,8470.45,WCI_REPORTED|USEC:EXTRAP_PRE|JEA:ASSUMPTION,"USEC 40ft 2,040 USD/box (WCI x k=0.2408; k extrap_pre vs Container News USEC->West India anchors); JEA 20ft 548 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-09-30 (+189 days vs week end; hindsight-calibrated)"
2022-04-01,21.12,93.66,DREWRY_WCI_COMPOSITE_USD_FEU,8152.09,WCI_REPORTED|USEC:SIBLING|JEA:ASSUMPTION,"USEC 40ft 1,967 USD/box (WCI x k=0.2413; k sibling vs Container News USEC->West India anchors); JEA 20ft 528 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-09-30 (+182 days vs week end; hindsight-calibrated)"
2022-04-08,21.11,93.6,DREWRY_WCI_COMPOSITE_USD_FEU,8041.5,WCI_REPORTED|USEC:SIBLING|JEA:ASSUMPTION,"USEC 40ft 1,966 USD/box (WCI x k=0.2444; k sibling vs Container News USEC->West India anchors); JEA 20ft 528 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-09-30 (+175 days vs week end; hindsight-calibrated)"
2022-04-15,21.13,93.69,DREWRY_WCI_COMPOSITE_USD_FEU,7945.31,WCI_REPORTED|USEC:SIBLING|JEA:ASSUMPTION,"USEC 40ft 1,968 USD/box (WCI x k=0.2476; k sibling vs Container News USEC->West India anchors); JEA 20ft 528 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-09-30 (+168 days vs week end; hindsight-calibrated)"
2022-04-22,21.22,94.08,DREWRY_WCI_COMPOSITE_USD_FEU,7874.43,WCI_REPORTED|USEC:SIBLING|JEA:ASSUMPTION,"USEC 40ft 1,976 USD/box (WCI x k=0.2509; k sibling vs Container News USEC->West India anchors); JEA 20ft 530 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-09-30 (+161 days vs week end; hindsight-calibrated)"
2022-04-29,21.2,94.01,DREWRY_WCI_COMPOSITE_USD_FEU,7766.67,WCI_DERIVED|USEC:SIBLING|JEA:ASSUMPTION,"back-filled from 2022-05-06 WCI 7,727.84 and published change -0.5% (rounded pct => approx.); USEC 40ft 1,974 USD/box (WCI x k=0.2542; k sibling vs Container News USEC->West India anchors); JEA 20ft 530 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-09-30 (+154 days vs week end; hindsight-calibrated)"
2022-05-06,20.89,92.64,DREWRY_WCI_COMPOSITE_USD_FEU,7727.84,WCI_REPORTED|USEC:SIBLING|JEA:ASSUMPTION,"USEC 40ft 1,946 USD/box (WCI x k=0.2518; k sibling vs Container News USEC->West India anchors); JEA 20ft 522 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-09-30 (+147 days vs week end; hindsight-calibrated)"
2022-05-13,20.5,90.91,DREWRY_WCI_COMPOSITE_USD_FEU,7655.84,WCI_DERIVED|USEC:SIBLING|JEA:ASSUMPTION,"back-filled from 2022-05-20 WCI 7,648.18 and published change -0.1% (rounded pct => approx.); USEC 40ft 1,909 USD/box (WCI x k=0.2494; k sibling vs Container News USEC->West India anchors); JEA 20ft 513 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-09-30 (+140 days vs week end; hindsight-calibrated)"
2022-05-20,20.29,89.95,DREWRY_WCI_COMPOSITE_USD_FEU,7648.18,WCI_REPORTED|USEC:SIBLING|JEA:ASSUMPTION,"USEC 40ft 1,889 USD/box (WCI x k=0.2470; k sibling vs Container News USEC->West India anchors); JEA 20ft 507 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-09-30 (+133 days vs week end; hindsight-calibrated)"
2022-05-27,20.06,88.94,DREWRY_WCI_COMPOSITE_USD_FEU,7635.28,WCI_REPORTED|USEC:SIBLING|JEA:ASSUMPTION,"USEC 40ft 1,868 USD/box (WCI x k=0.2446; k sibling vs Container News USEC->West India anchors); JEA 20ft 501 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-09-30 (+126 days vs week end; hindsight-calibrated)"
2022-06-03,19.84,87.98,DREWRY_WCI_COMPOSITE_USD_FEU,7625.56,WCI_REPORTED|USEC:SIBLING|JEA:ASSUMPTION,"USEC 40ft 1,848 USD/box (WCI x k=0.2423; k sibling vs Container News USEC->West India anchors); JEA 20ft 496 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-09-30 (+119 days vs week end; hindsight-calibrated)"
2022-06-10,19.53,86.6,DREWRY_WCI_COMPOSITE_USD_FEU,7578.65,WCI_REPORTED|USEC:SIBLING|JEA:ASSUMPTION,"USEC 40ft 1,819 USD/box (WCI x k=0.2400; k sibling vs Container News USEC->West India anchors); JEA 20ft 488 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-09-30 (+112 days vs week end; hindsight-calibrated)"
2022-06-17,19.15,84.91,DREWRY_WCI_COMPOSITE_USD_FEU,7502.43,WCI_REPORTED|USEC:SIBLING|JEA:ASSUMPTION,"USEC 40ft 1,783 USD/box (WCI x k=0.2377; k sibling vs Container News USEC->West India anchors); JEA 20ft 479 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-09-30 (+105 days vs week end; hindsight-calibrated)"
2022-06-24,18.42,81.66,DREWRY_WCI_COMPOSITE_USD_FEU,7284.57,WCI_DERIVED|USEC:SIBLING|JEA:ASSUMPTION,"back-filled from 2022-07-01 WCI 7,066.03 and published change -3.0% (rounded pct => approx.); USEC 40ft 1,715 USD/box (WCI x k=0.2354; k sibling vs Container News USEC->West India anchors); JEA 20ft 460 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-09-30 (+98 days vs week end; hindsight-calibrated)"
2022-07-01,17.66,78.31,DREWRY_WCI_COMPOSITE_USD_FEU,7066.03,WCI_REPORTED|USEC:ANCHORED|JEA:ASSUMPTION,"USEC 40ft 1,645 USD/box (WCI x k=0.2327; k anchored vs Container News USEC->West India anchors); JEA 20ft 442 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-08-30 (+60 days vs week end; hindsight-calibrated)"
2022-07-08,17.23,76.39,DREWRY_WCI_COMPOSITE_USD_FEU,7050.94,WCI_REPORTED|USEC:ANCHORED|JEA:ASSUMPTION,"USEC 40ft 1,604 USD/box (WCI x k=0.2275; k anchored vs Container News USEC->West India anchors); JEA 20ft 431 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-08-30 (+53 days vs week end; hindsight-calibrated)"
2022-07-15,16.72,74.12,DREWRY_WCI_COMPOSITE_USD_FEU,6998.8,WCI_REPORTED|USEC:ANCHORED|JEA:ASSUMPTION,"USEC 40ft 1,557 USD/box (WCI x k=0.2224; k anchored vs Container News USEC->West India anchors); JEA 20ft 418 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-08-30 (+46 days vs week end; hindsight-calibrated)"
2022-07-22,15.92,70.61,DREWRY_WCI_COMPOSITE_USD_FEU,6820.04,WCI_REPORTED|USEC:ANCHORED|JEA:ASSUMPTION,"USEC 40ft 1,483 USD/box (WCI x k=0.2174; k anchored vs Container News USEC->West India anchors); JEA 20ft 398 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-08-30 (+39 days vs week end; hindsight-calibrated)"
2022-07-29,15.68,69.51,DREWRY_WCI_COMPOSITE_USD_FEU,6761.63,WCI_REPORTED|USEC:ANCHORED|JEA:ASSUMPTION,"USEC 40ft 1,460 USD/box (WCI x k=0.2159; k anchored vs Container News USEC->West India anchors); JEA 20ft 392 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-08-30 (+32 days vs week end; hindsight-calibrated)"
2022-08-05,15.87,70.36,DREWRY_WCI_COMPOSITE_USD_FEU,6628.29,WCI_REPORTED|USEC:ANCHORED|JEA:ASSUMPTION,"USEC 40ft 1,478 USD/box (WCI x k=0.2229; k anchored vs Container News USEC->West India anchors); JEA 20ft 397 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-08-30 (+25 days vs week end; hindsight-calibrated)"
2022-08-12,15.9,70.48,DREWRY_WCI_COMPOSITE_USD_FEU,6430.07,WCI_REPORTED|USEC:ANCHORED|JEA:ASSUMPTION,"USEC 40ft 1,480 USD/box (WCI x k=0.2302; k anchored vs Container News USEC->West India anchors); JEA 20ft 397 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-08-30 (+18 days vs week end; hindsight-calibrated)"
2022-08-19,15.89,70.45,DREWRY_WCI_COMPOSITE_USD_FEU,6223.82,WCI_REPORTED|USEC:ANCHORED|JEA:ASSUMPTION,"USEC 40ft 1,479 USD/box (WCI x k=0.2377; k anchored vs Container News USEC->West India anchors); JEA 20ft 397 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-08-30 (+11 days vs week end; hindsight-calibrated)"
2022-08-26,15.78,69.96,DREWRY_WCI_COMPOSITE_USD_FEU,5985.53,WCI_REPORTED|USEC:ANCHORED|JEA:ASSUMPTION,"USEC 40ft 1,469 USD/box (WCI x k=0.2454; k anchored vs Container News USEC->West India anchors); JEA 20ft 394 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-08-30 (+4 days vs week end; hindsight-calibrated)"
2022-09-02,15.73,69.76,DREWRY_WCI_COMPOSITE_USD_FEU,5661.69,WCI_REPORTED|USEC:ANCHORED|JEA:ASSUMPTION,"USEC 40ft 1,465 USD/box (WCI x k=0.2588; k anchored vs Container News USEC->West India anchors); JEA 20ft 393 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-09-30 (+28 days vs week end; hindsight-calibrated)"
2022-09-09,16.2,71.84,DREWRY_WCI_COMPOSITE_USD_FEU,5378.68,WCI_REPORTED|USEC:ANCHORED|JEA:ASSUMPTION,"USEC 40ft 1,509 USD/box (WCI x k=0.2805; k anchored vs Container News USEC->West India anchors); JEA 20ft 405 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-09-30 (+21 days vs week end; hindsight-calibrated)"
2022-09-16,16.14,71.55,DREWRY_WCI_COMPOSITE_USD_FEU,4941.91,WCI_REPORTED|USEC:ANCHORED|JEA:ASSUMPTION,"USEC 40ft 1,503 USD/box (WCI x k=0.3040; k anchored vs Container News USEC->West India anchors); JEA 20ft 403 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-09-30 (+14 days vs week end; hindsight-calibrated)"
2022-09-23,15.83,70.18,DREWRY_WCI_COMPOSITE_USD_FEU,4471.99,WCI_REPORTED|USEC:ANCHORED|JEA:ASSUMPTION,"USEC 40ft 1,474 USD/box (WCI x k=0.3296; k anchored vs Container News USEC->West India anchors); JEA 20ft 396 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-09-30 (+7 days vs week end; hindsight-calibrated)"
2022-09-30,15.4,68.29,DREWRY_WCI_COMPOSITE_USD_FEU,4014.1,WCI_REPORTED|USEC:ANCHORED|JEA:ASSUMPTION,"USEC 40ft 1,434 USD/box (WCI x k=0.3572; k anchored vs Container News USEC->West India anchors); JEA 20ft 385 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-09-30 (+0 days vs week end; hindsight-calibrated)"
2022-10-07,15.0,66.5,DREWRY_WCI_COMPOSITE_USD_FEU,3688.75,WCI_REPORTED|USEC:ANCHORED|JEA:ASSUMPTION,"USEC 40ft 1,397 USD/box (WCI x k=0.3786; k anchored vs Container News USEC->West India anchors); JEA 20ft 375 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-11-29 (+53 days vs week end; hindsight-calibrated)"
2022-10-14,15.01,66.55,DREWRY_WCI_COMPOSITE_USD_FEU,3483.19,WCI_REPORTED|USEC:ANCHORED|JEA:ASSUMPTION,"USEC 40ft 1,398 USD/box (WCI x k=0.4012; k anchored vs Container News USEC->West India anchors); JEA 20ft 375 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-11-29 (+46 days vs week end; hindsight-calibrated)"
2022-10-21,15.45,68.51,DREWRY_WCI_COMPOSITE_USD_FEU,3383.46,WCI_REPORTED|USEC:ANCHORED|JEA:ASSUMPTION,"USEC 40ft 1,439 USD/box (WCI x k=0.4252; k anchored vs Container News USEC->West India anchors); JEA 20ft 386 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-11-29 (+39 days vs week end; hindsight-calibrated)"
2022-10-28,15.22,67.49,DREWRY_WCI_COMPOSITE_USD_FEU,3145.11,WCI_REPORTED|USEC:ANCHORED|JEA:ASSUMPTION,"USEC 40ft 1,417 USD/box (WCI x k=0.4506; k anchored vs Container News USEC->West India anchors); JEA 20ft 381 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-11-29 (+32 days vs week end; hindsight-calibrated)"
2022-11-04,15.74,69.77,DREWRY_WCI_COMPOSITE_USD_FEU,3049.73,WCI_REPORTED|USEC:ANCHORED|JEA:ASSUMPTION,"USEC 40ft 1,465 USD/box (WCI x k=0.4804; k anchored vs Container News USEC->West India anchors); JEA 20ft 393 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-11-29 (+25 days vs week end; hindsight-calibrated)"
2022-11-11,15.57,69.04,DREWRY_WCI_COMPOSITE_USD_FEU,2817.59,WCI_INTERPOLATED|USEC:ANCHORED|JEA:ASSUMPTION,"linear interpolation between neighbouring WCI weeks; USEC 40ft 1,450 USD/box (WCI x k=0.5146; k anchored vs Container News USEC->West India anchors); JEA 20ft 389 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-11-29 (+18 days vs week end; hindsight-calibrated)"
2022-11-18,15.3,67.86,DREWRY_WCI_COMPOSITE_USD_FEU,2585.44,WCI_DERIVED|USEC:ANCHORED|JEA:ASSUMPTION,"back-filled from 2022-11-25 WCI 2,404.46 and published change -7.0% (rounded pct => approx.); USEC 40ft 1,425 USD/box (WCI x k=0.5512; k anchored vs Container News USEC->West India anchors); JEA 20ft 383 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-11-29 (+11 days vs week end; hindsight-calibrated)"
2022-11-25,15.24,67.59,DREWRY_WCI_COMPOSITE_USD_FEU,2404.46,WCI_REPORTED|USEC:ANCHORED|JEA:ASSUMPTION,"USEC 40ft 1,419 USD/box (WCI x k=0.5903; k anchored vs Container News USEC->West India anchors); JEA 20ft 381 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2022-11-29 (+4 days vs week end; hindsight-calibrated)"
2022-12-02,14.85,65.84,DREWRY_WCI_COMPOSITE_USD_FEU,2284.1,WCI_REPORTED|USEC:ANCHORED|JEA:ASSUMPTION,"USEC 40ft 1,383 USD/box (WCI x k=0.6053; k anchored vs Container News USEC->West India anchors); JEA 20ft 371 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2023-01-30 (+59 days vs week end; hindsight-calibrated)"
2022-12-09,13.45,59.65,DREWRY_WCI_COMPOSITE_USD_FEU,2138.7,WCI_REPORTED|USEC:ANCHORED|JEA:ASSUMPTION,"USEC 40ft 1,253 USD/box (WCI x k=0.5857; k anchored vs Container News USEC->West India anchors); JEA 20ft 336 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2023-01-30 (+52 days vs week end; hindsight-calibrated)"
2022-12-16,12.94,57.38,DREWRY_WCI_COMPOSITE_USD_FEU,2126.34,WCI_DERIVED|USEC:ANCHORED|JEA:ASSUMPTION,"back-filled from 2022-12-23 WCI 2,119.96 and published change -0.3% (rounded pct => approx.); USEC 40ft 1,205 USD/box (WCI x k=0.5667; k anchored vs Container News USEC->West India anchors); JEA 20ft 324 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2023-01-30 (+45 days vs week end; hindsight-calibrated)"
2022-12-23,12.48,55.36,DREWRY_WCI_COMPOSITE_USD_FEU,2119.96,WCI_REPORTED|USEC:ANCHORED|JEA:ASSUMPTION,"USEC 40ft 1,162 USD/box (WCI x k=0.5484; k anchored vs Container News USEC->West India anchors); JEA 20ft 312 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2023-01-30 (+38 days vs week end; hindsight-calibrated)"
2022-12-30,12.08,53.57,DREWRY_WCI_COMPOSITE_USD_FEU,2120.32,WCI_DERIVED|USEC:ANCHORED|JEA:ASSUMPTION,"back-filled from 2023-01-06 WCI 2,135.16 and published change +0.7% (rounded pct => approx.); USEC 40ft 1,125 USD/box (WCI x k=0.5306; k anchored vs Container News USEC->West India anchors); JEA 20ft 302 USD/box (assumed 600 at 2022-03-04 x USEC shape); level inputs public from 2023-01-30 (+31 days vs week end; hindsight-calibrated)"
