week_end,published_utc,source,title,link,query
2022-04-01,2022-03-29T07:00:00Z,The Economic Times,Tata Steel appoints Noel Naval Tata as additional director,https://news.google.com/rss/articles/CBMi2AFBVV95cUxNU0U5RnBLQVZGYUJxU1dHMENzamdRbzByS0FVOF80NXhmb0FhXzZFcGlFeG9kOHFxTmhWRnQ3Q1AtX081c1oxM1l6dnBfc3FNREtvRnBRT1hHLWpMbEM0dkIxMFJPLWxkMWl4QkMzcTZhbmRZT292dm51ZE9XZC1yZkxDY0ZWLWNxMTdicXFXanR6emNZeC1EZmpGWWxFenZLQWtCQm9yejJoUklETG44S05odU5TZ0VhZDN3NUxpeWlET1BCdURUbWFuUHJFdlF6MmEyS2NKc27SAd4BQVVfeXFMT1gzeXY5d3gtZ1BzbzQwYkV4N0c3MXBjWFZOcTlRU00tYnJzekVfM2c1bXkyV3RVWnl1blh5RFZjZnIwTVNHTTFvQ2N1TEJnMUJlWThpcW5YTDYyaHlSMFllcXdKWHc3NExLYjRONEEyYVh4RVlhM1NvdEJkc1F0QWxTWkliV2VKeDAwZzBNTVVNWnM5cmNEZjIySVk1VnAwX1VoWVhLbVR1RTE1emtyUGVCQ2RSdk5ZT01KNDdwM3R2ZW85angzWjFzTHNubGxXdHRzbXZQeWR3b245NUJB?oc=5,en-IN:steel prices India
2022-04-01,2022-03-30T07:00:00Z,Scroll.in,A parliamentary panel has recommended faster environmental clearances for bauxite mining,https://news.google.com/rss/articles/CBMivwFBVV95cUxNS25CTmh0eU83cllEUVUweW9sMDJJdkNVbTJJRlNFWUNLTGdVWWdUVENpclRGWkExSXFWZDh4Tlc4Tnd4SmFQNmthWDNvT1ZnaV93WlBTaWgyNndWbVljc2hRazRSZ3ZmRjRVWnVOX05mNldvLUNteTlJTmlIYmU1ZkNnTDNoTUxMTlNUanpqbk5JcDlYd0puUWp5QUh2QnAyUG9WM0NDS3lrRW1lN1BXNTc3dXh1clljSmRwZ2s3WdIBxAFBVV95cUxPcU5PX2lOOVRlcVZEZnRQaFdIdkRLbkFIZkpHelBESVBtbWtVcVpweHc0a1BJWlpRUlFQQ1JZc2NEYkowOVowT3dHTFJ1eHZnR2tQQUtIZkhNdGRpWEo1UlRCUjlqYXJ3Zi1PajY0cVNvRENnbmxIWkUyTmdKUUdsaENEdFpNZEtBNWtVa3Q2LWdRTjBuWW9qSkVNNVVDdUM2VHBnTFVmdDdmYVI3WXFYYWxucXI5azJHNkNVa2tmQ2VERkFa?oc=5,en-IN:aluminium scrap
2022-04-01,2022-03-30T07:00:00Z,AZoM,The Effect of the Nickel Market on Corrosion Resistant Metal Supply and Cost,https://news.google.com/rss/articles/CBMiXkFVX3lxTE4yQnJPU0Z1WGY4NE5EcXFSU01HYUFBaFVaNHlNYjB4dTJLS2pmdHZEMzNVY1ZSTURpTmZ6LWVVQ0VWekdneVdxenhheTV4c2Q2d1F2X241dEY3WHZTV2c?oc=5,en-IN:LME metals
2022-04-01,2022-03-30T07:00:00Z,Business Today,"Who is Noel Naval Tata, Tata Steel’s new vice chairman?",https://news.google.com/rss/articles/CBMivwFBVV95cUxOSHhRaVV1ZjZNS1hMX2R5eno5d1JLYmQzaXRvbXhYQkkzZHdZMjFGSEotVnRDLUp2SHBmQ1hucTBVRDFaaXFfdnFoOXk1U2JWUnFxVDBlQ21EdTBZQXRIVVdTWnlQNWJiLWhkY3BMMGdBYXNTMFh3RHUyVFJ0UjcweU9SMzdhMDhLaDJSbVEwbm5pVnNtdGZ5aFhPeVlTVmVXbmVPMklmUjdJTnpKMy1RYWFWUDZla0syRXQxYXktb9IBxAFBVV95cUxPVXhrSHJ1QmcyNmFjVWVOdzRwdlJVN1RmeHlKR3U3R3QyQUVTXzRMY212UWNZenh1bEN5Z0U1clhlcERQUFZXcUN3OW9LeWdmQ3haX0picUl0WXEzV2dsSUZWY0I2NHVnMVF3MGczd293bWdfNDdudUxhckxtLXNPRHBrRXFUUGNpdmtPQnVVTF9CSm1jUmFyaGpibXlnM1o5X1FxU01TSXRpbVJVOEt0NTJ3OC1wcmFQWk1xakFPWjJLc1l2?oc=5,en-IN:steel prices India
2022-04-01,2022-03-30T18:21:54Z,ball.com,Recycling Aluminum Cans Is Good Business,https://news.google.com/rss/articles/CBMingFBVV95cUxOdnlDNEwtZzRsTFo4T1FlMXNBSkMtMmIxcTZVZW9xTGhZSEFQNG5qbDNqLVIwYWJfbFExVkFTX21pNzFsR2hyZjN5TG5FdkItajA1Z05KUTBwbXM0bk5GVjdGeEJ2d2pRSjYxX3dVeC1LNkNpZmZ2YkJWR25VLUlTTmNmT25Pdmdmcm5rWGtJV1g3dHdJTWtEV1oxTTM4dw?oc=5,en-IN:aluminum scrap
2022-04-01,2022-03-31T07:00:00Z,BusinessDesk | NZ,Korean steel's duty without duty,https://news.google.com/rss/articles/CBMigAFBVV95cUxOT1Vpc2FUOF9LTW5fbHUyY3pFSjVjdmZzY0dlV3Z3WTgwMGZfVFo5LWpZYUxiSDlrbkhPanJXOURWdGdTd3BPV2ljUHNtT1g5bHN5a0tsRlJRWldnckVFd2JWLUo2MGkxdjJfMElZcHcyaExpZnNVcnpGdDR1N0hOYQ?oc=5,en-IN:metal prices
2022-04-01,2022-04-01T07:00:00Z,Reuters,London Metal Exchange bans some Russian metal from British warehouses,https://news.google.com/rss/articles/CBMisgFBVV95cUxNX0oyNWUyR1VIeVkwQ09FWmNtU01RNWVTcllxQVNqdVpFdHdXcFlQVUNlTVNJM0pNRUVTVFNLUEs0QmJHcTJQOV8xaVRPeVdZTmNJMDJtVVhnYWgxYnpxQ2lZb19nc3UxUmgtcjNZSGFjS1otSEZjUUl2SDZIeEd6cDlTTUZFS0tzUXdqTVBYcUI1aFZHV3h2VEU5R0p3WUhKQi1zQ0swVWtLeEs5VmNGOU9R?oc=5,en-IN:aluminium LME
2022-04-01,2022-04-01T07:00:00Z,Northwest News Network,"'Green’ aluminum inches closer in Northwest, if only they can power the last remaining smelter",https://news.google.com/rss/articles/CBMi2wFBVV95cUxNOVl2MzhrbTEzUFhUNmxpRFJaakpqR1l0VjV6WmxWMlJfWTV4UENMWlQzTFRwX3V2RG1iTzVIRzI5UksySW5tbnVhbjV5c3VqSThYXzQyVEpTVExuRGlQSHM4aGFvc05qU3htNGxFZmhkQ01PQUtiX3hwUVB5QWFubkRtMUtfWi1VbGYtM2VKUk9NaUFXQk5yQnpRaldHeU5PN0tQdzJraVlKbTVFZ255WWJPVExvanBEUF9nS1lMMl9uNWtJQWpHbTRDREllU3BXcGtjWXNvS042NVk?oc=5,en-IN:aluminium price
2022-04-01,2022-04-01T07:00:00Z,AL Circle,Sansera Engineering in the vicinity to secure aluminium forging components supply deal from BMW Motorrad,https://news.google.com/rss/articles/CBMi1wFBVV95cUxQSVAzd25Hd2RzSzlNeHZIbzdwWkhfQk5GdnczaDU5NGozaVdxVDZzcm9PaEN2NzdueDN6VFJRcENWMDNFQnlVeDJDR3pjSmZsckF5XzJNTENVNEFqWW5GaFEzZ1dtV0pVd3JFT2hiUDEyaTY2b2MyWFBCUVZFSUdnV3JwcTBmNl81UW5JaHZFX3Q3d1d4VDkydmcwLUJoT2Q1R1JzeVVxS1V5ZkZYUFRtaF80M0JRNzgyT3FLZUg2djNDMkcyMzNmemdFekI2Y0N6dm1MdzlNcw?oc=5,en-IN:aluminium scrap
2022-04-01,2022-04-01T07:00:00Z,The Economic Times,JSPL plans largest & greenest steel plant in Odisha,https://news.google.com/rss/articles/CBMizAFBVV95cUxOT3hUZ2o2dkotVEFBN3hWNm1IWnI5MV9EbDZvUFNTeVIzWjhialUtSkR1bXhfOTBjbmstdVdyZ0IzTXlIWHhOdDBfaVc2b1RlM2pVcmVLcnQtM2o5cm5KdHd1d2hXQUJJc2VCU3hVV3hBNldhMlNXX0I0SFlnM3h5RUk4OU9yZTVOVHNXSkFiaG5pTVFVbEZiTklqbXZKNkRvMlZ4aWxBY1FiRzZfbTVCX1BKRG5PS3B6NlVmTUFZRzZuYm05U2NZRlM0aWHSAdIBQVVfeXFMTWt1MTRpVGx5aDFlR1NMZDRqUWpfU09iZ29IeEpFcDdiS0hkRjd4ZlV0YlZ2ZGlUTWhNbm9meVNkX0gzeWxZTnVRRENFV0QyN0tUV0N5NjdHcEhDVjVhUVFETFNLWUtjUGdtaExjT0pMWXNreHV3b2licTgzQmN2N202cHBIUHZic1BuZHZtSWsyMlNSYXIzWGJWaXU3Y0kwbjYtcVUwSjhlbXdXdG9rczFLYUlSS1FEVFd6TGp5UWVhXzhiRlo0X3cxbjNLUEctMTFB?oc=5,en-IN:steel prices India
2022-04-08,2022-04-02T07:00:00Z,Agriland,‘Price of steel has increased over 100% in cases’,https://news.google.com/rss/articles/CBMijAFBVV95cUxQRFV0TFNvZVowRlA3cldkZUlmRmxob2xTUzJmeVZ6YzJGQVN2ZVExSFJLTktqUWxid0g3cHZqbHJzNlFXS2R4c1lVbGJTTngxRzVWLVRZSDYwMklCRkdxT3VRem5oT09ZaFBIaFdaWHFUeTVjZmhkekJ6c1k4WENtX0J5bXR6VDUxWkxWdw?oc=5,en-IN:metal prices
2022-04-08,2022-04-04T07:00:00Z,Reuters,COMMENTARY: China lifts aluminium exports as Western production slides,https://news.google.com/rss/articles/CBMisAFBVV95cUxOdUk5N0llaF9NRVdJRDlXYW1VWEVLVEl5d0JuUE1wX18zSjNqODZZblV1Tm1faUJnSW1pTDlMa1VrVngtN0RHS2dTUjlobXcxdjNvakpYVUVEcmdUbkgybTFwRFpEQ3F6WF9xXzM5S3liQ3c5VEZnNUhxYUNJdWd6QkVHRURYb0pIX3lwVkt1emtoNWhtSUh2bTdkMGE0SGh0NE9WakpZR24tVV9OUzF6OA?oc=5,en-IN:aluminium LME
2022-04-08,2022-04-04T07:00:00Z,AL Circle,Ball announces to scale down operations at 3 aluminium beverage can manufacturing plants in Russia,https://news.google.com/rss/articles/CBMizwFBVV95cUxPdEc2RGZFd1Fwc0p6ZkZZdGJJWXM2RC1DV3BETVk4RW1SZ09JYVc3SzV3RDFIbDdtTkRrSzFRVHllQkNRb3Z4WUZaU2dadWtLMldMTnVybS1scFJkRFJ1WTg1cjJLRTZaNXh5cUZUQ2lIV2R1TjVLLWNCLV93MkxCYko2cWZoN2RqUzE5RW5SVVBuTzVTOHZNanNGRGlpY0dpeS1XcWhNd1dpaHZudDQ1WTJQb01NRHdZOUNKM1lpNWV5RmJfakVxY3VzbmZzOVk?oc=5,en-IN:aluminium price
2022-04-08,2022-04-04T07:00:00Z,groww.in,Analysis of Metals and Mining Sector Future in India,https://news.google.com/rss/articles/CBMiZkFVX3lxTFB2THNQUS1xcFIyTjF1NmEzQVVuOHRNSWdTT3lGUEZrd3ZrUWpkbzBTZUxBeFNISjdGVUJFTklJU3A2X1hOLU9ka2gtVmhXdWtoanpsTk9JMzJKWVlCWUhRMzRnb2p2QQ?oc=5,en-IN:aluminium price
2022-04-08,2022-04-04T07:00:00Z,zeebiz.com,"Stocks in Focus on April 4: Auto Stocks, HDFC, Power Stocks, PVR, Aluminium-related stocks and many more",https://news.google.com/rss/articles/CBMi3wFBVV95cUxOZFVsWFBtbGtpZXdFMXNVTUZ6c3NBRmdFc0tIbUFXWEJ3OEVaLW9uUFRVM1l1cUlFb1pwaHBhZWd4cDZjSU1uSDVUNzFDZ0lESW5za0VXeHJhVnVfbUwwZkdQQWVNaEtGTjIzaElpQVpYSVZRLWZYdDJqN1EzTmlvcnZ0ZnczV1A5NVU4MUptT2xURndxTHhlWEw4WUR2TWJvRmpxeDA5SUtpb1dLckZWUGhlR1RuQ2p3NHlGdG1VWUdOLWxyY0ZzR1Y5MjkzajRXd0U0VzRmb0xaM2ZiaVdR?oc=5,en-IN:aluminium price
2022-04-08,2022-04-04T07:00:00Z,mining.com,Metals world agonizes over war but keeps buying from Russia,https://news.google.com/rss/articles/CBMikAFBVV95cUxONXF1ejNxSlU3NkFUOF83S0M1TERnZFBoeHcxeGI5Vi1EdWpDM1pzOERqQXNHcE1PZGdOcGVrZzhRWXk4Q19vQmdUY2lQalE2TlprOXFxTHJMSmRyeDNfRGdRWWRmV2U0NnhkVEM0NzVjc3JHY1V3R3oyQS0tR1pKTXlCUmdjVzV2M2hZM1FiNlA?oc=5,en-IN:aluminum prices
2022-04-08,2022-04-04T07:00:00Z,The Guardian,London Metal Exchange faces review over nickel trading chaos,https://news.google.com/rss/articles/CBMisgFBVV95cUxQb0FhRkNCUU9OMlQwdVhoMjNoY1BGOW1TdkQwZ1FOMHRlblpuLWJLTDNRUTZKYWhJelh2dU5zWHdFYlhuZjZiLURWa19CXzQydFhsY0pRVHZodmpmS0E3ckF2S0pKU1pQQ29mSF9iUzRjbEtCTmFKVlE5T1k4MTBJWElFQnQ4dFU3Zjh3dUVzclB3R2p6LWZURGpETzFORkhnV0U1LWFhclpOWkU3S3pmU0J3?oc=5,en-IN:LME metals
2022-04-08,2022-04-04T07:00:00Z,CNN,London Metal Exchange probed over chaotic nickel market,https://news.google.com/rss/articles/CBMifkFVX3lxTFBYYWRnV1poZ0MwdnlCUUdHSzlYM2k1WXJuMlBxMFBQd21ETVJFY3I5Q3JGcVdyR292Q0hxOVlTcTh6NHFaQnVJcksxTVAwblAySFVOQzN6cFlkdlQ1LWFZQVk4Y0hKTkpGRjdQcDl3R2Z0QVpLZ3M2NzREYmN4QQ?oc=5,en-IN:LME metals
2022-04-08,2022-04-04T07:00:00Z,South China Morning Post,UK financial regulators to review LME’s handling of nickel suspension,https://news.google.com/rss/articles/CBMiswFBVV95cUxNU1BFQ2x3ZWpET0cxdzYxdXJYSXRYUk1BS2VPcnRCVURKeXB4UjUwQWUzLTJXRm9YTDJvX01ZZkZ0WWFDU3dyVFRNWUZtN1dXMEVaaGtlSzBwV0Nqc1U5dlpNWnduN2ZDemMxNmtRam9sNGtsdjNqb2piVVMxb0tIaXVxMWQ5NldqOEY1cUlab2g0UnluM185QVBMaXN1X1hCV2thRU9TV1dTOTNWbVBNYjE0QdIBswFBVV95cUxOak5HX3NybXFlU2FBdkEwSXJkOHdOVEp5Y3JpMGFuUkJEWmQ5NEdZR2pGN2hTeTRNT3hnMFRNU2VoeFVxMGZSdXVMNV9pTHR0WWI3R2otS1I3ME5vMkZvRHlZbVAwTEQ4RkUyQmdzVl9wcEU0dmpLVTVoZllVdER5WURIdjlCYl9qYlFGZHVYdm5FRWpEdDVzYm9JTlgwMlc2MTRNV0FSNmQ5R1FJSWZOWVRDbw?oc=5,en-IN:LME metals
2022-04-08,2022-04-04T07:00:00Z,Reuters,UK regulators probe LME's halt to chaotic nickel trading,https://news.google.com/rss/articles/CBMilwFBVV95cUxNZTh1RV8zd0Vham9wTkUtWllzRkhEUm9vVzBYYU9hTXZqNDVUNlVOSzNBNEg5M1ZpZzZSYUNpZDkzUFlscHg3bE83VGFaVnE0NG1ySTcyaFJRSkRUMktsS0h3RXFsWG96NkM4UlJmczdYQ2ZUTUl3eEpBb0o2cWZOdW51VVV6XzFzWDJRMDBDTDgxRjZUdG44?oc=5,en-IN:LME metals
2022-04-08,2022-04-04T07:00:00Z,EUROMETAL,"Europe HRC steel spread surges in March on offers, raw materials costs spike",https://news.google.com/rss/articles/CBMinwFBVV95cUxNQzFIU2xZWFE3OXNVY3F1b2JfeG1SWHluNXlHYml2UGVnbmZKemJwRnd5REVkMWtsTnE3SUJrSkNtMU9EYVZFTWFaTTlXVmk1QWxzekZJSWw4VnpyUms2T1FNUVIzYTRtT1BiWWk5MTlkRzZ3THp1QTZlRGtOWTc2R2lnbnF3aUl0Q0hRUVJtbEFLQzliSTJLT0U4c2kxTVk?oc=5,en-IN:metal prices
2022-04-08,2022-04-04T07:00:00Z,The Economic Times,"ArcelorMittal Nippon Steel India to set up new cold roll mill at Hazira as part of Rs 8,500-crore expansio",https://news.google.com/rss/articles/CBMinwJBVV95cUxQemt1TU5CS0FPdVJrd0h0TXU3UDMxWkZhSlFIMTQxNGRiU0NqUEExb2ZzRVc3QUFoclljODVWcFhzOTR0VjE4ZVl4Ym5nOXEtZEhYSjFvM1I4LVJFUldaV3NZS3BmVVNhR3NXNlM3MjEwTE5RbS1YellDNXQwU1hfYkZWRHhZblhLTXBvMVlaZTZnYlItWnpHbXF6ckdZd3hvQUtRMEs3R0Z6WmpMLXVXbF9WcTVCeThxOFAwc2RueU40Wl9NOXlSR3hGdC05QUtKbjlOTlJZWDM4SmQ3bnUxWHpIbWNoaVJTWFNyLWl6X202dzktZG54R0hTaG0yN0hWREE4R3VVUnpZaUlCMmw2Uzl2QkVBSEpxVzVhdWdLa9IBpAJBVV95cUxNZlRURFNpSmpyX1FOV0h5RDZfa0JBZ19tdllLcFBoR0stQW0xNlZUbmcwRVp3RUliYmdFYnZxbGZ4R1F4V0ZlRzZKUDB5dllSWW8wWU9xSHVhMlN0MHdtY1I1NkdvVWQtaXM0RUFZY2RsTUhWMVcyV1A2YlNhYl9pZGVraUZobE9zVjJhRUNTeVhoNDA2OHpYaUVLSjVOTFVYbi1HaFRUS3dhMDNDa1JLS1JPMHI2dDA4ZmJadkVjbmdiUTRrYmJoN2cyX2lfTllicXpLVXdUcjFjRFNQTi1qX1VZZlh2cE9WUC1VY1Z1MWdPbDd3RG5mUXlXanlPdFByWVljMGY3Z2lNY1BIeFp5MUhveGxITTJLdlI2Vk0yN2RDbndH?oc=5,en-IN:steel prices India
2022-04-08,2022-04-05T07:00:00Z,ABC30 Fresno,"Aluminum shortage affecting pet food, beer supply",https://news.google.com/rss/articles/CBMidkFVX3lxTFBPc2xFY1RjY2k2N2dtTml2c0tJc0k4RldkSEhaZzkxWTluTWlXWEN5OW4wdEotTTgtWlQtdXRCYjZObG9qdTQySUcyZmxfX0FRZGdUbmdMNlZuR0NtX2h6S0hjcnJxclNYMTlmQUt4ZUFnMUZpelHSAXtBVV95cUxPTkY0MGtla3pjZ2dYcEthaEZOSk12b2dRQnNhWTJiOTlzLW5TckNCeEVwUkpRWGtzU28zR2JIVmtsY1lrZjBMT0J1TVZjUHhwWTBXVndiMlVmRVdUNWNRY1dqRS1hREdWdDhjQXA1MjdMRVVNSHp3VVBlVXc?oc=5,en-IN:aluminium price
2022-04-08,2022-04-05T07:00:00Z,Mining Weekly,Sovereign Metals discovers largest natural rutile deposit in Malawi,https://news.google.com/rss/articles/CBMitgFBVV95cUxQZE1VUUNfMW5mbWo3WGt5TklsazlhXzU1VE5USUxlT1pFLWM4RU9YQUxTRzR5RU8zSmV3cC1yTFVmUXlHYVVkUVdMVHpycHhQTnQ3T2NWZkZLTXpJeGE4YjNZa0w0Y05wZk44Zkc4X09ZSDZNT21qbW9TRFNGV1RSTFJKcFpESkhKMXZHZWN2RHJyTVM0Qm51Q0t4VFB2RUFxUUNJa3phTzR4WHc4dVg2TS01d2NXZw?oc=5,en-IN:base metals
2022-04-08,2022-04-05T07:00:00Z,Business Standard,Rising raw material cost pushes steel prices to fresh record highs,https://news.google.com/rss/articles/CBMi1gFBVV95cUxQWDZ3LUs2ZDdoYXFlal9ZUWF5cXBqdzk1WG5kRGtpOHhwaFkyR3ZBQ1hrZnQydjhEWldDanlOQ3Y5YWVNazFmSDZ3ZFViN1BBV2NMdVQyeFNFX1JrNVJ2RnNjVndrakhUODZVTGN6Ym5LNENkVWJWakZzOHpSVGduN2NWZ1hWa0wzcF91YzBsTHZtT200MEJzNlpKUURmMVh5RVZ0SnFkSzQxSXNrTm4wVlIzTkszWmN0cVpmTUs5NnNuMzhEN3MwVHhMRjJJQ01aem0xVk1B0gHbAUFVX3lxTE9CdjBEcHU5bVBUSzZfemRvUkNVYmN2QTJUak1tU094R2hiN3A4R1FkVUt2c1Zrd1gwRWFWZUlmb0lhX3VkRjh4b1hLM0pxWEZJVU1vMDNFb1hUeWlrRHpiWk1zYndhUHktSUdocDgtTFRubUtkQmtsNjVkRXVqemJ1NEVWb0N1Q0owVFJPWVAxZmx2cWJrQmtfQkZGeW5QR3djbzRNYVZyQkRSSXBvYU45UE1aZWlEWDdWQlJidUx1cWk4cVhoSS1zZmFON1V5MGVpWGx5VlZWSk53RQ?oc=5,en-IN:metal prices
2022-04-08,2022-04-05T07:00:00Z,Daily Nation,"Why prices of cement, steel have doubled",https://news.google.com/rss/articles/CBMijgFBVV95cUxORVh6TnRoVGZ4RFZkd0p2RzQ0X1pHRUdWVEhoeUY4SXR2UEg4Ynp1dm0xS1J6czVuOHlCSUpiYmpVMEJlS1RrMy1hQVdxSUpPdEhFM2JQb0NzRVBqSnNXX1BuQjZDTWdxYURuYkJwQVp0V3BfXzJTYUtidzRVVkx6eEZWc21qUklkc3poV1hR?oc=5,en-IN:metal prices
2022-04-08,2022-04-05T07:00:00Z,The Economic Times,Tata Steel output falls 3% to 7.57 MT in Q4; sales jump 4% to 7.82 MT,https://news.google.com/rss/articles/CBMi4wFBVV95cUxQVjEzdzBxT0VMTUJKUG5sNUVidzhvZ25FSkR0YkpfT2JOc3Z5MW0wLTFBWWpyUXpCME1LSk5iVk9SR2htYm81SU95cTNJb3U1YWN1UzFudVUzQTIwZGRyZUdxaHVjcHJDdzRjSWZ5SmxmcUV1ZU5DVWlZRDlwOVB0Mi0zS2pfQjlyWVVuTHRyNWxQZ2YzU3NlNDdTTEJGRE90Zm9SemlvUF9CbHNlVFQzcENLMHRXTFd2TFlLTndua0ZDeS1Temo2eS1aX19vdHdHOEwtd0FMbDdQTG12X1JyNmlQY9IB6AFBVV95cUxPWmpvRDVWVXBxemIwMVhScTJNeDV6R253eVQtWlhlOWRGclFhS3ljazI0Nlczd1daQUprbklWcmdxeDJWU2s2ZS1acWNhM0ZvQnlraWNzYklkNFNiZXVHSmpRamJDbHk0RmNQdUctMWx0U2NjaHRLTXQ4aGlMcFdvWDV5UGM3NFhZdlpDLVpMUmRERnhhbDdPWW80RmxodWlYbzdENEtPZm1kVTRqRHVLWnBHMTNqc0hSSmJKQ2NTODd1SVExX3BjYXpVUjJsVTc5M1J2YUw2Z0xJeDZtdTA3Sm1seVBXTDk2?oc=5,en-IN:steel prices India
2022-04-08,2022-04-06T07:00:00Z,pv magazine Global,Aluminum-nickel molten salt battery for seasonal renewables storage,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPa25nNk9sSk5EdXJ4bExpTUlrYUdwWW01UmhORFZENTdJM2JOSjBTQjZMZjRoU2RZejJFUHd3cG81SUJLUFdhRmVrOGdWZUh0WWFiRnVaU3AtSlUwc3Y1d3NFU29LWnBSZkF3TjJhdWZzRFpWZXB6WlJKQUpiQVlpeUdJVzkwUWdQdlZUUzBFbE41RndQVTFfZGN1Y3F0dTFPZ0xGLVJ5UVJlUU0?oc=5,en-IN:aluminium price
2022-04-08,2022-04-06T07:00:00Z,The Australian Workers' Union,Tomago to recycle aluminium in new partnership,https://news.google.com/rss/articles/CBMimgFBVV95cUxPSkVjWGJGdFBvTndYdFpDeHcweDh3SURvSXl4d0NiV05OUF80cjUzZ1pvcm1aVWN5NGt6V3lmUGV6NjhFUjlxWVpvLUdhX2wwQTNnSlhWdWhabFdQT3YxcXNoa2pHTnZ3aXU5czhOM0hlaXJxdnhsOFItLS11MHZsZF9FWW1DeGRlYVZpN1RDOFZ1RjRJMVNQWVhR?oc=5,en-IN:aluminium price
2022-04-08,2022-04-06T07:00:00Z,Construction Week India,"Key building materials like steel, cement, and labour are facing inflationary pressures: JLL",https://news.google.com/rss/articles/CBMi0gFBVV95cUxQakJBZWEtMjRyeWhsb3UtQkhRdVBVSlR6TU1VaGJGekUxRWJLTWh0bmVOalExZWxBa0RmeTJlX3lfQzloOW9iMDZuZExRQmVfWU05MDZBUFRndTlaN3R1M3FPNFpYVmxDWHZqa0NQdFctNzNPQkl6bmxjdGdfSjFGUkY2SDJ0MDdENzJHVW9aRWQ0Ukg3NU9QSVkyeHlOT0VOMUM0TUZWOWxuWDB0UlRuTnNaNnprRUNKUFk1empPUnBkREllNG1DYk5FdW9fN2kwOWc?oc=5,en-IN:aluminum prices
2022-04-08,2022-04-06T07:00:00Z,The Economic Times,Nithia Capital acquires Crest Steel & Power for Rs 600 crore,https://news.google.com/rss/articles/CBMi2AFBVV95cUxPbmtQNzFmWWF0Y2I0MXZTbjN4MlF2ZlhJdmVITE1SQnZoeHJfQUlqNzMwT1NtV2Jqc1lLQ1ZYbV8ya0U1eGxHOFhucVlNWjVQZkVDaE9Cd19Pak1KaHVYSVFJUnJaVzVMemdobkJrZTdmV3U4MXpLTXczbUhta2U4YnVrTDRxQVFYSFB6b25fNzM0QXhKaDM4aFREcWpaMzNvYV91UmFFNC0xUnFFS1AyOGxNVVhGaWt4eWswdmZxOHcyZTlhNTJ2UmNzZ3FuanptMnhPOFlOMTHSAd4BQVVfeXFMTW1Od190V2NBck1CUVdHOWg5R3hQcE96SHA5c1lzVVVVSjhNMTFudkM3SnMzWWFIYnJvZ0FBcnJab09pSk5rdl92Qi1ULUZLRHJveUJZeXVJMFB6aWNVVGV5b055cnBtTW5vbEgwUDhLWkl3UVIySTdlUTREU1I1RGFVTmxkMVo3Uk96emNXeDZsejZURC1lUkp5MG90ZWJvM0NCRVduMDl1UlNNdURYUlVzWTl0T0xOTmsyNGlnRkpwcGZaTjkzYlFBaU0xNTlsamc2NXVaQ0VHYkhyZ0FR?oc=5,en-IN:steel prices India
2022-04-08,2022-04-07T07:00:00Z,mining.com,LME risks more squeezes as metal stockpiles hit lowest in decades,https://news.google.com/rss/articles/CBMimAFBVV95cUxQcm16dmxfWHRTQ242SjdjMWdNQS1rYmlmUHdIdXk0aXNpSFRUVWkyTWZ6ZjhudHNXM1JTQmFmMWJvQ0VPS2RORkctUktNaW1UM3ZHckhYNllmdlRDZWVjVTRHTnBhV3dDejFZR1JNSW82ZVFRc1kzUmNSYzNjWlY2c1gtSnBQMXhMMVI2VGFOdERFZHdBLVB2WQ?oc=5,en-IN:aluminium LME
2022-04-08,2022-04-08T07:00:00Z,standardmedia.co.ke,Scrap metal ban: Box prices spike as artisans transfer pain to parents,https://news.google.com/rss/articles/CBMivAFBVV95cUxNT09mWmNEMG9JQTFrcGhQNFphMWExTzNkR25DUXJJVW03aXVXenRRUF8tY002M3FSNTlkelpPYzVyWG1nSVh6aG8yLVhpV1k3a0ZmcV9RNFVkNnVWaGpLeDVTd1VFWldoOC1OQ1R2ancwVUFGZm5mZUk2ZzBzSk9NTzNZSUsyb2xiZW1JeUFXWWxqdzRxQ3doSmNwZHdWblk1ckxaOXdmTWlzS0dqcXg0VmlEQUFFbldjcjV1TQ?oc=5,en-IN:metal prices
2022-04-15,2022-04-09T07:00:00Z,Daily Trust,Why more Nigerians take to scrap metal business,https://news.google.com/rss/articles/CBMie0FVX3lxTE5zOW1odHNBOG83RWxUUHBxNWpDcERQbzN3TEh3NHBxUWEyeWJIMzkwbjJiOHlDOExROV9LWkdjVHBrZ2hVY1g3MWhOckFvMklvT1pzLXBtWFFLSFV4cmNWWmJ3ejZWcXpzREppVEZ5dHNuME1BSjY5V28zbw?oc=5,en-IN:aluminium price
2022-04-15,2022-04-09T07:00:00Z,The Express Tribune,Steel prices rise for second time in April,https://news.google.com/rss/articles/CBMihgFBVV95cUxOM05sdThMQlRZejNzcXZmcE9kM1VjTkhQclJjWEtxRURXSjREdW9yTTNIM0ZXMl9jaWhnU1pWRkptRWtBbEFnNzJoUjNBd1FoWjQ0WHlOclNoQmd0ZFJpMTZnaEIwejFKYlo4YWtMV0J3cmFaYWdibTdJZnhRRGxydmgzN1ZTUQ?oc=5,en-IN:metal prices
